DOI,Title,Journal,pH,Subspecies,Species,CarbonSource,TargetMolecule,TiterUnits,FinalTiter,InitialTiter,Temperature,Medium,CultureSystem,Oxygen,FinalYield,GeneMutation,GeneName,Overexpress,Knocked out,others gene,DOI_replaced,SMILES,InChIKey
10.1002/bit.25488,Engineering Cellular Redox Balance in Saccharomyces cerevisiae for Improved Production of L-Lactic Acid,Biotechnology and Bioengineering,3.5,CEN.PK2-1D,Saccharomyces cerevisiae,Glucose,L-lactate,g/L,117.0,,30.0,YP,bioreactor,microaerobic,,"[del, del, del, del, del, amplified,integrated,oe]","[PDC1, CYB2, GPD1, NDE1, NDE2, ldh]",['ldh'],"['pdc1', 'cyb2', 'gpd1', 'nde1', 'nde2']",[],10.1002.bit.25488,CC(C(=O)[O-])O,JVTAAEKCZFNVCJ-REOHCLBHSA-M
10.1002/jctb.4293,Metabolic engineering of Escherichia coli for efficient production of (3R)-acetoin,Journal of Chemical Technology and Biotechnology,7.0,DH5alpha,Escherichia coli,Glucose,,g/L,60.3,,37.0,M9,bioreactor,aerobic,86.3,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[budA, budR, budB, NADH oxidase]","['buda', 'budr', 'budb']",[],[],10.1002.jctb.4293,CC(C(=O)C)O,ROWKJAVDOGWPAT-GSVOUGTGSA-N
10.1016/j.jbiosc.2015.02.017,Transcription activator-like effector nucleases mediated metabolic engineering for enhanced fatty acids production in Saccharomyces cerevisiae,Journal of Bioscience and Bioengineering,5.7,BY4741,Saccharomyces cerevisiae,Glucose,fatty acids,,,,30.0,Synthetic Complete,nbflask,aerobic,,"[del, del]","[FAA1, FAA4]",[],"['FAA1', 'FAA4']",[],10.1016.j.jbiosc.2015.02.017,,
10.1016/j.ymben.2014.10.008,Efficient diterpene production in yeast by engineering Erg20p into a geranylgeranyl diphosphate synthase,Metabolic Engineering,,AM94,Saccharomyces cerevisiae,Glucose,Sclareol,mg/L,15.4,,30.0,YPD,,aerobic,,"[aa_snps,integrated,oe]",[ERG20],['erg20'],[],[],10.1016.j.ymben.2014.10.008,CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)C,XVULBTBTFGYVRC-HHUCQEJWSA-N
10.1016/j.ymben.2014.11.003,Production of chondroitin in metabolically engineered E. coli,Metabolic Engineering,7.0,BL21(DE3) Star,Escherichia coli,Glucose,chondroitin,mg/L-OD,17.0,,37.0,EZRich,flask,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid]","[kfoC, kfoA, kfoF]","['kfoc', 'kfoa', 'kfof']",[],[],10.1016.j.ymben.2014.11.003,CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C=C(O2)C(=O)O)O)O,DLGJWSVWTWEWBJ-HGGSSLSASA-N
10.1016/j.ymben.2015.03.009,"Autonomous production of 1,4-butanediol via a de novo biosynthesis pathway in engineered Escherichia coli",Metabolic Engineering,7.0,W3110,Escherichia coli,Amino acids,,g/L,,0.15,37.0,LB,flask,aerobic,,"[del, del, del, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[xylA, yjhH, yagE, xdh, xylX, mdlC]","['xdh', 'xylx', 'mdlc']","['xyla', 'yjhh', 'yage']",[],10.1016.j.ymben.2015.03.009,C(CCO)CO,WERYXYBDKMZEQL-UHFFFAOYSA-N
10.1016/j.jbiotec.2015.02.006,Engineering of global regulator cAMP receptor protein (CRP) in Escherichia coli for improved lycopene production,Journal of Biotechnology,7.0,BW25113,Escherichia coli,Glucose,lycopene,mg/g DCW,22.0,19.0,37.0,MBL,bioreactor,aerobic,,"[aa_snps,integrated]",[crp],[],[],['crp'],10.1016.j.jbiotec.2015.02.006,CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C,OAIJSZIZWZSQBC-GYZMGTAESA-N
10.1038/nchembio.1613,A microbial biomanufacturing platform for natural and semisynthetic opioids,Nature Chemical Biology,,CSY908,Saccharomyces cerevisiae,Glucose,morphine,mg/L,131.0,0.0,30.0,Synthetic Complete,bioreactor,aerobic,,"[amplified,integrated,oe,plasmid,terminated, amplified,integrated,oe,plasmid,terminated, oe,plasmid,terminated, aa_snps,oe,plasmid,terminated]","[T6ODM, CODM, morA, morB]","['T6ODM', 'CODM', 'morA', 'morB']",[],[],10.1038.nchembio.1613,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,BQJCRHHNABKAKU-KBQPJGBKSA-N
10.1038/nchembio.1816,An enzyme-coupled biosensor enables (S)-reticuline production in yeast from glucose,Nature Chemical Biology,,BY4741,Saccharomyces cerevisiae,Glucose,(S)-reticuline,ug/L,80.6,0.0,30.0,Synthetic,nbflask,aerobic,,"[aa_snps,oe,plasmid,terminated, oe,plasmid,terminated, aa_snps,oe,plasmid,terminated, oe,plasmid,terminated, oe,plasmid,terminated, oe,plasmid,terminated, oe,plasmid,terminated, oe,plasmid,terminated]","[CYP76AD1, DOPA dioxygenase, ARO4, NCS, 6OMT, CNMT, 4OMT, CYP80B1]","['CYP76AD1', 'DOPA dioxygenase', 'ARO4', 'NCS', '6OMT', 'CNMT', '4OMT', 'CYP80B1']",[],[],10.1038.nchembio.1816,CN1CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)O)O)OC,BHLYRWXGMIUIHG-HNNXBMFYSA-N
10.1016/j.ymben.2015.04.009,Construction of lycopene-overproducing Saccharomyces cerevisiae by combining directed evolution and metabolic engineering,Metabolic Engineering,,BY4741,Saccharomyces cerevisiae,"Glucose, glycerol",lycopene,g/L,1.61,,,Minimal,bioreactor,aerobic,,"[aa_snps,amplified,integrated,nuc_snps,oe, amplified,integrated,oe, amplified,integrated,oe, amplified,integrated,oe, integrated,oe,truncated]","[CrtE, CrtI, CrtB, CrtY, HMG1]","['crte', 'crti', 'crtb', 'crty', 'hmg1']",[],[],10.1016.j.ymben.2015.04.009,CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C,OAIJSZIZWZSQBC-GYZMGTAESA-N
10.1093/nar/gkv464,YeastFab: the design and construction of standard biological parts for metabolic engineering in Saccharomyces cerevisiae,Nucleic Acids Research,,S288C,Saccharomyces cerevisiae,Glucose,lycopene,Arbitrary,159.84,1.43,30.0,YPD,testtube,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[crtY, crtI, crtE, crtB]","['crtY', 'crtI', 'crtE', 'crtB']",[],[],10.1093.nar.gkv464,CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C,OAIJSZIZWZSQBC-GYZMGTAESA-N
10.1002/bit.25623,Enforced ATP futile cycling increases specific productivity and yield of anaerobic lactate production in Escherichia coli,Biotechnology and Bioengineering,7.0,MG1655,Escherichia coli,Glucose,d-lactate,,,,37.0,SDM,nbflask,anaerobic,0.863,"[del, del, del, oe,plasmid]","[ackA, pta, adhE, ppsA]",['ppsA'],"['ackA', 'pta', 'adhE']",[],10.1002.bit.25623,CC(C(=O)O)O,JVTAAEKCZFNVCJ-UWTATZPHSA-N
10.1021/sb500240p,"Stereospecific Microbial Conversion of Lactic Acid into 1,2Propanediol",ACS Synthetic Biology,7.0,MG1655,Escherichia coli,"Lactate, glucose",1_2-propanediol,g/L,1.6,0.0,37.0,M9,nbflask,aerobic,,"[del, del, del, del, oe,plasmid, oe,plasmid, oe,plasmid]","[lldD, adhE, dld, ldhA, Lactoyl-CoA transferase, lactaldehyde dehydrogenase, YahK]","['Lactoyl-CoA transferase', 'lactaldehyde dehydrogenase', 'YahK']","['lldD', 'adhE', 'dld', 'ldhA']",[],10.1021.sb500240p,,
10.1016/j.ymben.2015.04.005,Self-induced metabolic state switching by a tunable cell density sensor for microbial isopropanol production,Metabolic Engineering,,BW25113,Escherichia coli,Glucose,,mM,64.3,21.1,30.0,M9,flask,aerobic,,"[integrated,oe, oe,plasmid,regulated, oe,plasmid,regulated, oe,plasmid,regulated, oe,plasmid,regulated, oe,plasmid,regulated, oe,plasmid,regulated, oe,plasmid,regulated, oe,plasmid,regulated, oe,plasmid,regulated]","[LacI, atoD, luxI, luxR, tetR, gltA, thlA, atoA, acetoacetate decarboxylase, adhE]","['laci', 'luxi', 'luxr', 'tetr', 'glta', 'thla', 'atoa', 'adhe']",[],[],10.1016.j.ymben.2015.04.005,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N
10.1016/j.ymben.2015.04.007,Cloning and characterization of heterologous transporters in Saccharomyces cerevisiae and identification of important amino acids for xylose utilization,Metabolic Engineering,,VW4000,Escherichia coli,Xylose,biomass,,,,,SD,nbflask,aerobic,,"[aa_snps,oe,plasmid,terminated]",[D-xylose transporter],['D-xylose transporter'],[],[],10.1016.j.ymben.2015.04.007,,
"Biotechnology Letters 21: 791795, 1999",Metabolic engineering of the terpenoid biosynthetic pathway of Escherichia coli for production of the carotenoids beta-carotene and zeaxanthin,Biotechnology Letters,7.0,JM101,Escherichia coli,Amino acids,beta-carotene,,,,30.0,LB,nbflask,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[dxs, dxr, idi, crtE, crtB, crtI, crtY]","['dxs', 'dxr', 'idi', 'crtE', 'crtB', 'crtI', 'crtY']",[],[],"Biotechnology Letters 21: 791795, 1999",CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,OENHQHLEOONYIE-JLTXGRSLSA-N
10.1002/bit.10702,Expression of galP and glk in a Escherichia coli PTS Mutant Restores Glucose Transport and Increases Glycolytic Flux to Fermentation Products,Biotechnology and Bioengineering,6.0,W3110,Escherichia coli,Glucose,ethanol,,,,30.0,LB,bioreactor,aerobic,,"[oe,plasmid, oe,plasmid, del, del, del, del, oe,plasmid, oe,plasmid]","[glk, galP, lacI, ptsH, ptsI, crr, pdc, adhB]","['glk', 'galP', 'pdc', 'adhB']","['lacI', 'ptsH', 'ptsI', 'crr']",[],10.1002.bit.10702,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1016/j.ymben.2014.12.001,Reconstructing the chemical diversity of labdane-type diterpene biosynthesis in yeast,Metabolic Engineering,,AM102,Saccharomyces cerevisiae,"Galactose, raffinose",miltiradiene,mg/L,,,30.0,SD,flask,aerobic,,"[oe,plasmid,protein_fusion, oe,plasmid, oe,plasmid]","[ERG20, copalyl diphosphate synthase, miltiradiene synthase]",['erg20'],[],[],10.1016.j.ymben.2014.12.001,CC(C)C1=CCC2=C(C1)CCC3C2(CCCC3(C)C)C,BGVUIJDZTQIJIO-AZUAARDMSA-N
10.1128/AEM.67.1.148154.2001,Mutation of the ptsG Gene Results in Increased Production of Succinate in Fermentation of Glucose by Escherichia coli,Applied and Environmental Microbiology,7.0,W1485,Escherichia coli,Amino acids,succinate,,,,37.0,LB,testtube,aerobic,0.74,[del],[ptsG],[],['ptsG'],[],10.1128.AEM.67.1.148154.2001,C(CC(=O)[O-])C(=O)[O-],KDYFGRWQOYBRFD-UHFFFAOYSA-L
10.1073/pnas.0905396106,Metabolic evolution of energy-conserving pathways for succinate production in Escherichia coli,PNAS,7.0,ATCC8739,Escherichia coli,Glucose,succinate,,,,37.0,NBS,,aerobic,,"[del, del, del, del, del, del, mutated]","[ldhA, ackA, adhE, pflB, mgsA, poxB, pck]",[],"['pflb', 'mgsa', 'poxb']",['pck'],10.1073.pnas.0905396106,C(CC(=O)[O-])C(=O)[O-],KDYFGRWQOYBRFD-UHFFFAOYSA-L
0273-2289/98/70-72-0187$11.00-X,"A Novel Fermentation Pathway in an Escherichia coli Mutant Producing Succinic Acid, Acetic Acid, and Ethanol",Applied Biochemistry and Biotechnology,7.0,W1485,Escherichia coli,Glucose,succinate,g/L,11.3,0.1,37.0,M9,nbflask,anaerobic,,"[del, del, del]","[ptsG, ldhA, pflB]",[],"['ptsG', 'ldhA', 'pflB']",[],0273-2289.98.70-72-0187$11.00-X,C(CC(=O)[O-])C(=O)[O-],KDYFGRWQOYBRFD-UHFFFAOYSA-L
10.1128/AEM.02022-06,Homolactate Fermentation by Metabolically Engineered Escherichia coli Strains,Applied and Environmental Microbiology,7.0,DSM 14335,Escherichia coli,Glucose,succinate,g/L,138.0,90.0,37.0,GAM (minimal),bioreactor,two-stage,0.99,"[del, del, del, del, del, del, del, del, del]","[aceE, aceF, pflB, poxB, pps, frdA, frdB, frdC, frdD]",[],"['aceE', 'aceF', 'pflB', 'poxB', 'pps', 'frdA', 'frdB', 'frdC', 'frdD']",[],10.1128.AEM.02022-06,C(CC(=O)[O-])C(=O)[O-],KDYFGRWQOYBRFD-UHFFFAOYSA-L
10.1016/j.ymben.2015.04.003,Development of an orthogonal fatty acid biosynthesis system in E. coli for oleochemical production,Metabolic Engineering,7.0,MG1655,Escherichia coli,Glucose,fatty alcohols,g/L,4.0,3.5,37.0,M9,flask,aerobic,,"[del, del, integrated,codonoptimized,oe, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[fadE, araD, acpS, FAS1A, Maqu2220]","['acps', 'fas1a', 'maqu2220']","['fade', 'arad']",[],10.1016.j.ymben.2015.04.003,,
10.1099/mic.0.078329-0,Fermentative production of short-chain fatty acids in Escherichia coli,Microbiology,7.0,BL21(DE3),Escherichia coli,Amino acids,hexanoate,g/L,1.5,0.75,37.0,TB,nbflask,aerobic,,"[del, codonoptimized,oe,plasmid,truncated, del, del, del, del, del, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[ldhA, ter, adhE, ackA, pta, frdC, yciA, acetyl-CoA C-acetyltransferase, 3-hydroxybutyryl-CoA dehydrogenase, 3-hydroxybutyryl-CoA dehydratase]","['ter', 'acetyl-CoA C-acetyltransferase', '3-hydroxybutyryl-CoA dehydrogenase', '3-hydroxybutyryl-CoA dehydratase']","['ldhA', 'adhE', 'ackA', 'pta', 'frdC', 'yciA']",[],10.1099.mic.0.078329-0,CCCCCC(=O)[O-],FUZZWVXGSFPDMH-UHFFFAOYSA-M
10.1038/nchembio.921,An engineered eukaryotic protein glycosylation pathway in Escherichia coli,Nature Chemical Biology,7.0,K-12,Escherichia coli,Amino acids,Glycosylated protein,ug/L,50.0,,37.0,LB,nbflask,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[ALG13, ALG14, ALG1, ALG2, PglB]","['ALG13', 'ALG14', 'ALG1', 'ALG2', 'PglB']",[],[],10.1038.nchembio.921,,
10.1016/j.ymben.2015.03.018,Regulating malonyl-CoA metabolism via synthetic antisense RNAs for enhanced biosynthesis of natural products,Metabolic Engineering,7.0,BW25113,Escherichia coli,Glucose,4-hydroxycoumarin,mg/L,,106.95,30.0,M9,flask,aerobic,,"[antisense, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[fabH, entC, pqsD, sdgA, pchB]","['entc', 'pqsd', 'sdga', 'pchb']",[],['fabH'],10.1016.j.ymben.2015.03.018,C1=CC=C2C(=C1)C(=CC(=O)O2)O,VXIXUWQIVKSKSA-UHFFFAOYSA-N
Patrik R Jones,A microbial platform for renewable propane synthesis based on a fermentative butanol pathway,Biotechnology for Biofuels,7.0,BL21,Escherichia coli,"Glycerol, glucose",propane,ug/L,50.0,0.0,30.0,T5,bottle,anaerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, aa_snps,oe,plasmid]","[atoB, hbd, crt, ter, adhE2, ADO]","['atoB', 'hbd', 'crt', 'ter', 'adhE2', 'ADO']",[],[],Patrik R Jones,CCC,ATUOYWHBWRKTHZ-UHFFFAOYSA-N
10.1016/j.jbiotec.2015.03.027,Construction of CoA-dependent 1-butanol synthetic pathway functions under aerobic conditions in Escherichia coli,Journal of Biotechnology,7.0,BW25113,Escherichia coli,Glucose,n-butanol,g/L,8.6,0.0,30.0,M9,bioreactor,aerobic,,"[del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[ldhA, ter, phaJ, phaA, phaB, bld]","['ter', 'phaJ', 'phaA', 'phaB', 'bld']",['ldhA'],[],10.1016.j.jbiotec.2015.03.027,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N
10.1016/j.ymben.2015.03.015i,Production of poly(3-hydroxypropionate) and poly (3-hydroxybutyrate-co-3-hydroxypropionate) from glucose by engineering Escherichia coli,Metabolic Engineering,,JM109,Escherichia coli,Glucose,3-HP,g/L,1.98,0.0,37.0,LB,nbflask,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[phaC, pduP, gdrA, gdrB, dhaB, GPP2, GPD1]","['phaC', 'pduP', 'gdrA', 'gdrB', 'dhaB', 'GPP2', 'GPD1']",[],[],10.1016.j.ymben.2015.03.015i,C1=CC(=C(N=C1)C=NNC(=S)N)O,ISFBDLBZPVCEKD-ONNFQVAWSA-N
10.1002/bit.25583,Enhanced production of branched-chain fatty acids by replacing beta-ketoacyl-(acyl-carrier-protein) synthase III (FabH),Biotechnology and Bioengineering,7.0,CL111,Escherichia coli,Glucose,branched fatty acids,mg/L,126.0,0.0,37.0,M9,nbflask,aerobic,,"[integrated,del,oe, del, oe,plasmid, oe,plasmid, del]","[fabH, plsX, tesA, bkd, None]","['tesA', 'bkd']","['fabH', 'plsX', 'None']",[],10.1002.bit.25583,,
10.1016/j.ymben.2015.03.013,"Application of CRISPRi for prokaryotic metabolic engineering involving multiple genes, a case study: Controllable P(3HB-co-4HB) biosynthesis",Metabolic Engineering,7.0,S17-1,Escherichia coli,Glucose,PHB,,,,37.0,LB,nbflask,aerobic,,"[rep, oe,plasmid, rep, rep, rep, oe,plasmid, oe,plasmid,rep, oe,plasmid]","[sad, phaC, sucC, sdhB, sdhA, orfZ, sucD, 4hbd]","['phaC', 'orfZ', 'sucD', '4hbd']",[],"['sad', 'sucC', 'sdhB', 'sdhA']",10.1016.j.ymben.2015.03.013,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N
10.1002/biot.201400023,Engineering the productivity of recombinant Escherichia coli for limonene formation from glycerol in minimal media,Biotechnology Journal,7.0,BL21(DE3),Escherichia coli,Glycerol,(4S)-limonene,mg/L,2700.0,700.0,30.0,M9,nbflask,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid,truncated, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[atoB, ERG13, HMG1, ERG12, ERG8, ERG19, idi, Limonene synthase, GPPS2]","['atoB', 'ERG13', 'HMG1', 'ERG12', 'ERG8', 'ERG19', 'idi', 'Limonene synthase', 'GPPS2']",[],[],10.1002.biot.201400023,CC1=CCC(CC1)C(=C)C,XMGQYMWWDOXHJM-SNVBAGLBSA-N
10.1021/acssynbio.5b00012,CRISPathBrick: Modular Combinatorial Assembly of Type II-A CRISPR Arrays for dCas9-Mediated Multiplex Transcriptional Repression in E. coli,ACS Synthetic Biology,7.0,BL21(DE3),Escherichia coli,Glucose,Naringenin,mg/L,18.6,7.6,37.0,AMM,testtube,aerobic,,"[codonoptimized,oe,plasmid, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid, rep, rep, rep, rep]","[4-coumaroyl-coenzyme A, chalcone synthase, chalcone isomerase, fumC, sucA, scpC, fadR]","['4-coumaroyl-coenzyme A', 'chalcone synthase', 'chalcone isomerase']",[],"['fumC', 'sucA', 'scpC', 'fadR']",10.1021.acssynbio.5b00012,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,FTVWIRXFELQLPI-ZDUSSCGKSA-N
10.1007/s11274-014-1679-z,Metabolic engineering of Escherichia coli to enhance shikimic acid production from sorbitol,World Journal of Microbiology and Biotechnology,7.0,BW25113 (DE3),Escherichia coli,Sorbitol,,mg/L,,0.0,37.0,LB,flask,aerobic,,"[del, del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[aroK, aroL, aroG, aroB, tktA, aroE]","['arog', 'arob', 'tkta', 'aroe']","['arok', 'arol']",[],10.1007.s11274-014-1679-z,C1C(C(C(C=C1C(=O)O)O)O)O,JXOHGGNKMLTUBP-HSUXUTPPSA-N
10.1080/09168451.2014.878222,Production of p-Aminobenzoic acid by metabolically engineered Escherichia coli,"Bioscience, Biotechnology, and Biochemistry",7.0,BW25113 (DE3),Escherichia coli,Glucose,4-aminobenzoate,mM,35.0,0.0,37.0,M9,bioreactor,aerobic,21.0,"[integrated,oe, aa_snps,integrated,oe, amplified,integrated,oe, amplified,integrated,oe, integrated,codonoptimized,oe]","[pabC, aroF, pabA, pabB, pabAB]","['pabC', 'aroF', 'pabA', 'pabB', 'pabAB']",[],[],10.1080.09168451.2014.878222,C1=CC(=CC=C1C(=O)[O-])N,ALYNCZNDIQEVRV-UHFFFAOYSA-M
10.1016/j.ymben.2015.03.005,Biosynthesis of odd-chain fatty alcohols in Escherichia coli,Metabolic Engineering,7.0,BL21(DE3),Escherichia coli,Glycerol,fatty alcohols,g/L,1.95,0.0,37.0,M9,bioreactor,aerobic,,"[oe,plasmid,truncated, oe,plasmid, oe,plasmid, oe,plasmid]","[tesA, yjgB, dox, FadR]","['tesA', 'yjgB', 'dox', 'FadR']",[],[],10.1016.j.ymben.2015.03.005,,
10.1016/j.ymben.2015.03.008,Quorum-sensing linked RNA interference for dynamic metabolic pathway control in Saccharomyces cerevisiae,Metabolic Engineering,,CEN.PK2-1C,Saccharomyces cerevisiae,Glucose,,mM,1.1,0.0,30.0,CBS,flask,aerobic,,"[del, antisense, del, del, del, integrated,oe, integrated,oe, integrated,oe,terminated, integrated,oe,terminated, antisense, integrated,oe,terminated, antisense, integrated,oe,terminated]","[fus1, ARO7, None, None, None, Dicer, Argonaute, ubiC, ARO4, ZWF1, TKL1, CDC19, MFA2]","['dicer', 'argonaute', 'ubic', 'aro4', 'tkl1']",['fus1'],"['ARO7', 'ZWF1', 'CDC19']",10.1016.j.ymben.2015.03.008,C1=CC(=CC=C1C(=O)[O-])N,ALYNCZNDIQEVRV-UHFFFAOYSA-M
10.1016/j.ymben.2015.03.003,Production of bioactive ginsenosides Rh2 and Rg3 by metabolically engineered yeasts,Metabolic Engineering,,BY4742,Saccharomyces cerevisiae,Glucose,,umol/g DCW,1.45,0.0,30.0,YPD,flask,aerobic,,"[integrated,oe,terminated, integrated,oe,terminated, integrated,oe,terminated, integrated,oe,terminated]","[ERG20, PgSQE1, ERG9, UGTPg45]","['erg20', 'pgsqe1', 'erg9', 'ugtpg45']",[],[],10.1016.j.ymben.2015.03.003,,
10.1016/j.ymben.2015.03.001,Rational design of a synthetic Entner-Doudoroff pathway for improved and controllable NADPH regeneration,Metabolic Engineering,7.4,MG1655,Escherichia coli,Glucose,NADPH,,,,37.0,M9,,aerobic,,"[integrated,oe,rbs_tuned, integrated,oe,rbs_tuned, integrated,oe,rbs_tuned, integrated,oe,rbs_tuned, integrated,oe,rbs_tuned]","[zwf, pgi, edd, eda, pgl]","['zwf', 'pgi', 'edd', 'eda', 'pgl']",[],[],10.1016.j.ymben.2015.03.001,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,ACFIXJIJDZMPPO-NNYOXOHSSA-N
10.1002/bit.25577,Selective retinol production by modulating the composition of retinoids from metabolically engineered E. coli,Biotechnology and Bioengineering,7.0,DH5alpha,Escherichia coli,Glycerol,all-trans-retinol,mg/L,140.0,0.0,29.0,2YT,testtube,aerobic,88.0,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, codonoptimized,oe,plasmid, oe,plasmid, oe,plasmid]","[crtE, mvaK1, mvaK2, mvaD, idi, ybbO, crtB, crtI, crtY, ipiHP1, dxs, blh, mvaE, mvaS]","['crtE', 'mvaK1', 'mvaK2', 'mvaD', 'idi', 'ybbO', 'crtB', 'crtI', 'crtY', 'ipiHP1', 'dxs', 'blh', 'mvaE', 'mvaS']",[],[],10.1002.bit.25577,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,FPIPGXGPPPQFEQ-OVSJKPMPSA-N
10.1002/bit.25585,Metabolic Control of Respiratory Levels in Coenzyme Q Biosynthesis-Deficient Escherichia coli Strains Leading to Fine-tune Aerobic Lactate Fermentation,Biotechnology and Bioengineering,7.0,BW25113,Escherichia coli,Glucose,d-lactate,,,,30.0,M9,nbflask,aerobic,1.95,"[del, oe,plasmid]","[ubiG, lePGT-1]",['lePGT-1'],['ubiG'],[],10.1002.bit.25585,CC(C(=O)O)O,JVTAAEKCZFNVCJ-UWTATZPHSA-N
10.1186/s12934-015-0211-y,Metabolic engineering of Escherichia coli for enhanced arginine biosynthesis,Microbial Cell Factories,7.0,C600,Escherichia coli,Glucose,l-arginine,g/L,11.64,1.94,32.0,Minimal,bioreactor,aerobic,,"[aa_snps,del,oe,plasmid, del, del, del, del, oe,plasmid]","[argA, adiA, speC, speF, argR, argO]",['argo'],"['arga', 'adia', 'spec', 'spef', 'argr']",[],10.1186.s12934-015-0211-y,C(CC(C(=O)O)N)CN=C(N)N,ODKSFYDXXFIFQN-BYPYZUCNSA-N
10.1016/j.ymben.2015.01.008,Multiplex metabolic pathway engineering using CRISPR/Cas9 in Saccharomyces cerevisiae,Metabolic Engineering,,CEN.PK2-1C,Saccharomyces cerevisiae,Glucose,mevalonate,uM,6.0,0.25,30.0,YPD,testtube,aerobic,,"[del, del, del]","[erg9, bls1, rox1]",[],"['erg9', 'bls1', 'rox1']",[],10.1016.j.ymben.2015.01.008,CC(CCO)(CC(=O)[O-])O,KJTLQQUUPVSXIM-ZCFIWIBFSA-M
10.1016/j.ymben.2015.01.007,Integrated engineering of beta-oxidation reversal and omega-oxidation pathways for the synthesis of medium chain omega-functionalized carboxylic acids,Metabolic Engineering,,MG1655,Escherichia coli,Glyercol,omega-hydroxyacids,g/L,,0.0,37.0,M9,,aerobic,,"[del, integrated,oe, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, del, del, del, del, integrated,oe, integrated,oe, del, integrated,oe]","[ldhA, ydiI, alkB, alkG, alkT, yjgB, chnE, pta, adhE, poxB, frdA, bktB, fadB, fadA, ter]","['ydii', 'alkb', 'alkg', 'alkt', 'yjgb', 'chne', 'bktb', 'fadb', 'ter']","['ldha', 'pta', 'adhe', 'poxb', 'frda', 'fada']",[],10.1016.j.ymben.2015.01.007,,
10.1371/journal.pgen.1005010,Rapid Evolution of Recombinant Saccharomyces cerevisiae for Xylose Fermentation through Formation of Extrachromosomal Circular DNA,PLoS Genetics,,Ethanol Red,Saccharomyces cerevisiae,Xylose,ethanol,,,,30.0,Synthetic Complete,nbflask,microaerobic,,[amplified],[xylA],[],[],['xylA'],10.1371.journal.pgen.1005010,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
