paper number,doi,strain names,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene,parent strain_x,knock out gene_x,overexpress gene_x,heterologous gene_x,parent strain_y,knock out gene_y,overexpress gene_y,heterologous gene_y,knockout gene
p159,10.1016.j.ymben.2015.04.003,JBEI-9020,Corynebacterium glutamicum,methyl ketones (MK) (methyl ketones),27.8 ± 1.4 mg/L,M9 minimal medium,glucose,3%,50 mL shake flask,not specified,87 h,37°C,,,,,JBEI-5029,fadE,"cgFAS1A, MK pathway (FadM, FadB, Mlut_11700)",C. glutamicum fasI (cgFAS1A),JBEI-5029,acpS;araD;fadE,FAS;FAS1A;MK;cgFAS1A,FAS (C. glutamicum);FAS1A (C. glutamicum);FadB (E. coli);FadM (E. coli);Mlut_11700 (Mycobacterium sp.);cgFAS1A (Corynebacterium glutamicum),
p159,10.1016.j.ymben.2015.04.003,JBEI-9021,Corynebacterium glutamicum,methyl ketones (MK) (methyl ketones),174.0 ± 11.6 mg/L,M9 minimal medium,glucose,3%,50 mL shake flask,not specified,87 h,37°C,,,,,JBEI-5029,fadE,"'tesA, fadD, MK pathway (FadM, FadB, Mlut_11700)",none (native FAS pathway),JBEI-5029,acpS;araD;fadE,MK;fadD;tesA,FadB (previously reported plasmids);FadM (E. coli);Mlut_11700 (Mycobacterium tuberculosis),
,,,,,,,,,,,,,,,,,,,,,,,,,
p160,10.1016.j.ymben.2015.04.009,YXWP-P3-01,Saccharomyces cerevisiae,lycopene (lycopene),4.47 mg/g DCW,YPD,glucose,2%,shake flask,not specified,72 h,30°C,,,,,YXWP-107,none,"tHMG1, CrtYB11M, CrtI","CrtYB11M, CrtE, CrtI, tHMG1",YXWP-107,GAL80,CrtB;CrtE;CrtI;HMG1;tHMG1,CrtB (P. agglomerans);CrtE (Xanthophyllomyces dendrorhous);CrtI (Xanthophyllomyces dendrorhous);HMG1 (S. cerevisiae);tHMG1 (S. cerevisiae),
p160,10.1016.j.ymben.2015.04.009,YXWP-P3-01,Saccharomyces cerevisiae,squalene (squalene),25.66 mg/g DCW,YPD,glucose,2%,shake flask,not specified,72 h,30°C,,,,,YXWP-107,none,"tHMG1, CrtYB11M, CrtI","CrtYB11M, CrtE, CrtI, tHMG1",YXWP-107,GAL80,CrtB;CrtE;CrtI;HMG1;tHMG1,CrtB (P. agglomerans);CrtE (Xanthophyllomyces dendrorhous);CrtI (Xanthophyllomyces dendrorhous);HMG1 (S. cerevisiae);tHMG1 (S. cerevisiae),
p160,10.1016.j.ymben.2015.04.009,YXWPD-14,Saccharomyces cerevisiae,lycopene (lycopene),24.41 mg/g DCW (1.61 g/L),fermentation medium,"glucose (Feeding I: 500 g/L), glycerol (Feeding II: 250 g/L)","500 g/L glucose (Feeding I), 250 g/L glycerol (Feeding II)",5 L fermentor (fed-batch),not specified,96 h (continuous accumulation to completion),30°C,,,,,YXWP-147(+),none,"tHMG1, CrtYB11M, CrtI, CrtE03M, CrtI (additional copy), CrtYB11M (additional copy)","CrtYB11M (two copies), CrtE03M, CrtI (two copies), tHMG1",,,,,
p160,10.1016.j.ymben.2015.04.009,YXWPD-14,Saccharomyces cerevisiae,squalene (squalene),<1 mg/g DCW,fermentation medium,"glucose (Feeding I: 500 g/L), glycerol (Feeding II: 250 g/L)","500 g/L glucose (Feeding I), 250 g/L glycerol (Feeding II)",5 L fermentor (fed-batch),not specified,96 h (continuous accumulation to completion),30°C,,,,,YXWP-147(+),none,"tHMG1, CrtYB11M, CrtI, CrtE03M, CrtI (additional copy), CrtYB11M (additional copy)","CrtYB11M (two copies), CrtE03M, CrtI (two copies), tHMG1",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p161,10.1016.S1096-7176(03)00046-6,"AG14/(pSTV28GPS, pMW218guaBA)",Escherichia coli,biopterin (BP) (biopterin),2.4 g/L,NUCA medium,glycerol,"2% w/v (initial), continuous feeding of 80% w/v glycerol at 10–15 mL/h",3L bench-scale fermentor with pump feeding,controlled automatically,40 h,37°C,,,,,JM101 (mutant),,"folE, PTPS, SPR, guaBA",folE (from E. coli),AG14,,GCHI;PTPS;SPR,folE (E. coli),
,,,,,,,,,,,,,,,,,,,,,,,,,
p162,10.1007.s002840010255,NST,Escherichia coli,phenylalanine (phenylalanine),1.4-fold increase (relative to NST),MOPS,glucose,0.2%,batch culture,not specified,28 h,37°C,,,,,NST 74 (ATCC 31884),none,none,none,,aroF;aroG;malT;pheA;pheO,,,
p162,10.1007.s002840010255,NST[pAT1],Escherichia coli,phenylalanine (phenylalanine),~1.4-fold increase,MOPS,glucose,0.2%,batch culture,not specified,28 h,37°C,,,,,NST 74 (ATCC 31884),none,tktA,tktA,NST,aroF;aroG;malT;pheA;pheO,tktA,,
p162,10.1007.s002840010255,NST CSR,Escherichia coli,phenylalanine (phenylalanine),~2-fold increase,MOPS,glucose,0.2%,batch culture,not specified,28 h,37°C,,,,,NST 74 (ATCC 31884),csrA,none,none,NST,aroF;aroG;csrA;malT;pheA;pheO,,,
p162,10.1007.s002840010255,NST CSR[pAT1],Escherichia coli,phenylalanine (phenylalanine),~2.2–2.4-fold increase,MOPS,glucose,0.2%,batch culture,not specified,28 h,37°C,,,,,NST 74 (ATCC 31884),csrA,tktA,tktA,NST,aroF;aroG;csrA;malT;pheA;pheO,tktA,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p163,10.1002.jctb.4293,E. coli(pAC-NOX),Escherichia coli,"(3R)-acetoin ((3R)-2,3-butanediol)",60.3 g L⁻¹,optimized fermentation medium,glucose,100 g L⁻¹,"5 L bioreactor, fed-batch",maintained at 6.0,39 h,35 °C,E. coli DH5α,,nox gene (NADH oxidase from L. brevis),budRAB genes (from S. marcescens H30),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p164,10.1016.j.ymben.2007.12.002,CMB.JHV.pho13b,Saccharomyces cerevisiae,biomass (biomass),not specified,defined minimal medium,glucose,20 g/L,"5-L baffled bioreactor, batch",5.0,up to 24 h (based on Fig. 1),30°C,,,,,CEN.PK.113-7D,PHO13,-,-,,PHO13,,,
p164,10.1016.j.ymben.2007.12.002,CMB.JHV.XYL123,Saccharomyces cerevisiae,biomass (biomass),not specified,defined minimal medium,glucose + xylose,10 g/L each,"5-L baffled bioreactor, batch",5.0,up to 48 h (based on Fig. 2),30°C,,,,,CMB.JHV.XYL123,PHO13,"XYL1, XYL2, XYL3","XYL1, XYL2, XYL3 (P. stipitis)",,,XYL1;XYL2;XYL3,XYL1 (P. stipitis),
p164,10.1016.j.ymben.2007.12.002,CMB.JHV.XYL123.pho13a,Saccharomyces cerevisiae,biomass (biomass),not specified,defined minimal medium,glucose + xylose,10 g/L each,"5-L baffled bioreactor, batch",5.0,up to 48 h (based on Fig. 2),30°C,,,,,CMB.JHV.XYL123,PHO13,"XYL1, XYL2, XYL3","XYL1, XYL2, XYL3 (P. stipitis)",CMB.JHV.XYL123,PHO13,XYL1;XYL2;XYL3,XYL1 (P. stipitis),
p164,10.1016.j.ymben.2007.12.002,CMB.JHV.XYL123,Saccharomyces cerevisiae,biomass (biomass),not specified,defined minimal medium,xylose,20 g/L,"5-L baffled bioreactor, batch",5.0,up to 72 h (based on Fig. 3),30°C,,,,,CMB.JHV.XYL123,PHO13,"XYL1, XYL2, XYL3","XYL1, XYL2, XYL3 (P. stipitis)",,,XYL1;XYL2;XYL3,XYL1 (P. stipitis),
p164,10.1016.j.ymben.2007.12.002,CMB.JHV.XYL123.pho13a,Saccharomyces cerevisiae,biomass (biomass),not specified,defined minimal medium,xylose,20 g/L,"5-L baffled bioreactor, batch",5.0,up to 72 h (based on Fig. 3),30°C,,,,,CMB.JHV.XYL123,PHO13,"XYL1, XYL2, XYL3","XYL1, XYL2, XYL3 (P. stipitis)",CMB.JHV.XYL123,PHO13,XYL1;XYL2;XYL3,XYL1 (P. stipitis),
p164,10.1016.j.ymben.2007.12.002,CMB.JHV.XYL123,Saccharomyces cerevisiae,biomass (biomass),not specified,defined minimal medium,xylose,20 g/L,"Braun Biostat B bioreactor, batch",5.0,up to 72 h (based on Fig. 4),30°C,,,,,CMB.JHV.XYL123,PHO13,"XYL1, XYL2, XYL3","XYL1, XYL2, XYL3 (P. stipitis)",,,XYL1;XYL2;XYL3,XYL1 (P. stipitis),
p164,10.1016.j.ymben.2007.12.002,CMB.JHV.XYL123.pho13a,Saccharomyces cerevisiae,biomass (biomass),not specified,defined minimal medium,xylose,20 g/L,"Braun Biostat B bioreactor, batch",5.0,up to 72 h (based on Fig. 4),30°C,,,,,CMB.JHV.XYL123,PHO13,"XYL1, XYL2, XYL3","XYL1, XYL2, XYL3 (P. stipitis)",CMB.JHV.XYL123,PHO13,XYL1;XYL2;XYL3,XYL1 (P. stipitis),
,,,,,,,,,,,,,,,,,,,,,,,,,
p165,10.1016.j.ymben.2011.09.005,CEN.PK113-7D (SUC2),Saccharomyces cerevisiae,ethanol (ethyl alcohol),2.96 mol/mol,synthetic medium,sucrose,25 g/L,"2L laboratory bioreactor, continuous mode",5.0,steady-state (≥5 volume changes),30°C,-,-,-,-,,,,,,,,,
p165,10.1016.j.ymben.2011.09.005,IMI056 (iSUC2),Saccharomyces cerevisiae,ethanol (ethyl alcohol),3.20 mol/mol,synthetic medium,sucrose,25 g/L,"2L laboratory bioreactor, continuous mode",5.0,steady-state (≥5 volume changes),30°C,iSUC2,-,ADH1 promoter (drives SUC2),-,,,,,,,,,
p165,10.1016.j.ymben.2011.09.005,IMM007 (iSUC2 evolved),Saccharomyces cerevisiae,ethanol (ethyl alcohol),3.29 mol/mol,synthetic medium,sucrose,25 g/L,"2L laboratory bioreactor, continuous mode",5.0,steady-state (≥5 volume changes),30°C,iSUC2,AGT1 (one copy),"AGT1 (duplicated, upregulated)",-,,,,,,,,,
p165,10.1016.j.ymben.2011.09.005,IMM009 (iSUC2 evolved agt1Δ/agt1Δ),Saccharomyces cerevisiae,ethanol (ethyl alcohol),2.96 mol/mol,synthetic medium,sucrose,25 g/L,"2L laboratory bioreactor, continuous mode",5.0,steady-state (≥5 volume changes),30°C,iSUC2 evolved,AGT1 (both copies),-,-,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p166,10.1016.j.ymben.2012.09.003,D-10,Saccharomyces cerevisiae,xylitol (xylitol),13 g/L,YP,glucose and xylose,20 g/L each,"250 mL flask, batch",not specified,48 h,30°C,,,,,S. cerevisiae D452-2,none,SsXYL1,SsXYL1,D452-2,,SsXYL1;XYL1,SsXYL1 (S. stipitis);XYL1 (S. stipitis),
p166,10.1016.j.ymben.2012.09.003,D-10-BT,Saccharomyces cerevisiae,xylitol (xylitol),19 g/L,YP,cellobiose and xylose,20 g/L each,"250 mL flask, batch",not specified,48 h,30°C,,,,,S. cerevisiae D452-2,none,"cdt-1, gh1-1, SsXYL1","cdt-1, gh1-1, SsXYL1",D-10,,SsXYL1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);XYL1 (S. stipitis);cdt-1 (N. crassa);gh1-1 (N. crassa),
p166,10.1016.j.ymben.2012.09.003,D-10-BT,Saccharomyces cerevisiae,xylitol (xylitol),30 g/L,YP,cellobiose and xylose,"34 g/L cellobiose, 30 g/L xylose","250 mL flask, batch",not specified,62 h,30°C,,,,,S. cerevisiae D452-2,none,"cdt-1, gh1-1, SsXYL1","cdt-1, gh1-1, SsXYL1",D-10,,SsXYL1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);XYL1 (S. stipitis);cdt-1 (N. crassa);gh1-1 (N. crassa),
p166,10.1016.j.ymben.2012.09.003,D-10-BT,Saccharomyces cerevisiae,xylitol (xylitol),39 g/L,YP,cellobiose and xylose,"44 g/L cellobiose, 40 g/L xylose","250 mL flask, batch",not specified,72 h,30°C,,,,,S. cerevisiae D452-2,none,"cdt-1, gh1-1, SsXYL1","cdt-1, gh1-1, SsXYL1",D-10,,SsXYL1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);XYL1 (S. stipitis);cdt-1 (N. crassa);gh1-1 (N. crassa),
p166,10.1016.j.ymben.2012.09.003,D-10-BT,Saccharomyces cerevisiae,xylitol (xylitol),42 g/L,YP,cellobiose and xylose,"22 g/L cellobiose, 63 g/L xylose","Sixfors Bioreactor, fed-batch (pH controlled)",6.0,34 h,30°C,,,,,S. cerevisiae D452-2,none,"cdt-1, gh1-1, SsXYL1","cdt-1, gh1-1, SsXYL1",D-10,,SsXYL1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);XYL1 (S. stipitis);cdt-1 (N. crassa);gh1-1 (N. crassa),
p166,10.1016.j.ymben.2012.09.003,D-10-BT,Saccharomyces cerevisiae,xylitol (xylitol),93 g/L,YP,cellobiose and xylose,"46 g/L cellobiose, 102 g/L xylose (with 16 g/L fed at 28 h)","Sixfors Bioreactor, fed-batch (pH controlled)",6.0,48 h,30°C,,,,,S. cerevisiae D452-2,none,"cdt-1, gh1-1, SsXYL1","cdt-1, gh1-1, SsXYL1",D-10,,SsXYL1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);XYL1 (S. stipitis);cdt-1 (N. crassa);gh1-1 (N. crassa),
p166,10.1016.j.ymben.2012.09.003,D-10,Saccharomyces cerevisiae,xylitol (xylitol),57 g/L,YP,glucose and xylose,"45 g/L glucose, 100 g/L xylose (with 18 g/L fed at glucose depletion)","Sixfors Bioreactor, fed-batch (pH controlled)",6.0,62 h,30°C,,,,,S. cerevisiae D452-2,none,SsXYL1,SsXYL1,D452-2,,SsXYL1;XYL1,SsXYL1 (S. stipitis);XYL1 (S. stipitis),
p166,10.1016.j.ymben.2012.09.003,D-10-BT-C,Saccharomyces cerevisiae,xylitol (xylitol),0.40 g/L/h (productivity),YP,cellobiose and xylose,"30 g/L cellobiose, 30 g/L xylose","250 mL flask, batch",not specified,48 h,30°C,,,,,S. cerevisiae D452-2,none,none,"cdt-1, gh1-1, SsXYL1",D-10-BT,,SsXYL1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);XYL1 (S. stipitis);cdt-1 (N. crassa);gh1-1 (N. crassa),
p166,10.1016.j.ymben.2012.09.003,D-10-BT-ALD6,Saccharomyces cerevisiae,xylitol (xylitol),0.55 g/L/h (productivity),YP,cellobiose and xylose,"30 g/L cellobiose, 30 g/L xylose","250 mL flask, batch",not specified,48 h,30°C,,,,,S. cerevisiae D452-2,none,ALD6,"cdt-1, gh1-1, SsXYL1",D-10-BT,,ALD6;SsXYL1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);XYL1 (S. stipitis);cdt-1 (N. crassa);gh1-1 (N. crassa),
p166,10.1016.j.ymben.2012.09.003,D-10-BT-IDP2,Saccharomyces cerevisiae,xylitol (xylitol),0.62 g/L/h (productivity),YP,cellobiose and xylose,"30 g/L cellobiose, 30 g/L xylose","250 mL flask, batch",not specified,48 h,30°C,,,,,S. cerevisiae D452-2,none,IDP2,"cdt-1, gh1-1, SsXYL1",D-10-BT,,IDP2;SsXYL1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);XYL1 (S. stipitis);cdt-1 (N. crassa);gh1-1 (N. crassa),
p166,10.1016.j.ymben.2012.09.003,D-10-BT-SsZWF1,Saccharomyces cerevisiae,xylitol (xylitol),0.55 g/L/h (productivity),YP,cellobiose and xylose,"30 g/L cellobiose, 30 g/L xylose","250 mL flask, batch",not specified,48 h,30°C,,,,,S. cerevisiae D452-2,none,SsZWF1,"cdt-1, gh1-1, SsXYL1",D-10-BT,,SsXYL1;SsZWF1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);XYL1 (S. stipitis);cdt-1 (N. crassa);gh1-1 (N. crassa),
,,,,,,,,,,,,,,,,,,,,,,,,,
p167,10.1016.j.ymben.2013.04.001,S. cerevisiae BJ5464-NpgA/pDY37,Saccharomyces cerevisiae,"beauvericin (1) and congeners (3–5) (beauvericin and its congeners (beauvericin A, beauvericin B, beauvericin C))",33.8±1.4 mg/L,SC-Ura dropout medium + YP medium,glucose,20 g/L,"250-ml flask, batch fermentation",not specified,72 h after YP addition (total ~4 days),30°C,,,,,S. cerevisiae BJ5464-NpgA,none,BbBEAS,bbBeas,S. cerevisiae BJ5464-NpgA,,bbBEAS,,
p167,10.1016.j.ymben.2013.04.001,S. cerevisiae BJ5464-NpgA/pDY42,Saccharomyces cerevisiae,bassianolide (2) (bassianolide),21.7±0.1 mg/L,SC-Ura dropout medium + YP medium,glucose,20 g/L,"250-ml flask, batch fermentation",not specified,72 h after YP addition (total ~4 days),30°C,,,,,S. cerevisiae BJ5464-NpgA,none,BbBSLS,bbBsls,S. cerevisiae BJ5464-NpgA,,bbBsls,,
p167,10.1016.j.ymben.2013.04.001,S. cerevisiae BJ5464-NpgA/pDY37+pDY48,Saccharomyces cerevisiae,"beauvericins (1, 3–5) total (beauvericins A–C and beauvericin)",61.7±3.0 mg/L,SC-Ura-Trp dropout medium + YP medium,glucose,20 g/L,"250-ml flask, batch fermentation",not specified,72 h after YP addition (total ~4 days),30°C,,,,,S. cerevisiae BJ5464-NpgA,none,"BbBEAS, KIVR","bbBeas, bbkivr",S. cerevisiae BJ5464-NpgA,,bbBEAS;kivr,,
p167,10.1016.j.ymben.2013.04.001,S. cerevisiae BJ5464-NpgA/pDY59,Saccharomyces cerevisiae,beauvericin (1) (Beauvericin),not directly quantified in table but confirmed by LC-MS,SC-Ura dropout medium + YP medium,glucose,20 g/L,"250-ml flask, batch fermentation",not specified,72 h after YP addition (total ~4 days),30°C,,,,,S. cerevisiae BJ5464-NpgA,none,FvBEAS,fvBeas,S. cerevisiae BJ5464-NpgA,,fvBeas,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p168,10.1002.bit.24547,ZD-T-010,Saccharomyces cerevisiae,miltiradiene (miltiradiene),4.2 mg/L,SD medium,glucose,2%,flask (batch),-,4 days,30°C,,,,,S. cerevisiae BY4742,-,"SmCPS, SmKSL",-,,,,SmCPS (Salvia miltiorrhiza);SmKSL (Salvia miltiorrhiza),
p168,10.1002.bit.24547,ZD-T-011,Saccharomyces cerevisiae,miltiradiene (miltiradiene),~4.2 mg/L,SD medium,glucose,2%,flask (batch),-,4 days,30°C,,,,,ZD-T-010,-,"tHMGR, upc2.1",-,ZD-T-010,,tHMGR;tHMGR-upc2.1;upc2.1,SmCPS (Salvia miltiorrhiza);SmKSL (Salvia miltiorrhiza),
p168,10.1002.bit.24547,ZD-T-012,Saccharomyces cerevisiae,miltiradiene (miltiradiene),~4.2 mg/L,SD medium,glucose,2%,flask (batch),-,4 days,30°C,,,,,ZD-T-010,-,"tHMGR, upc2.1",-,ZD-T-010,,tHMGR;tHMGR-upc2.1;upc2.1,SmCPS (Salvia miltiorrhiza);SmKSL (Salvia miltiorrhiza),
p168,10.1002.bit.24547,ZD-T-013,Saccharomyces cerevisiae,miltiradiene (miltiradiene),6.6 mg/L,SD medium,glucose,2%,flask (batch),-,4 days,30°C,,,,,ZD-T-010,-,"ERG20-BTS1, SaGGPS",SaGGPS,ZD-T-010,,BTS1;ERG20;ERG20-BTS1;ERG20-BTS1-SaGGPS;SaGGPS,SmCPS (Salvia miltiorrhiza);SmKSL (Salvia miltiorrhiza),
p168,10.1002.bit.24547,ZD-T-014,Saccharomyces cerevisiae,miltiradiene (miltiradiene),8.8 mg/L,SD medium,glucose,2%,flask (batch),-,4 days,30°C,,,,,ZD-T-010,-,"ERG20-BTS1, SaGGPS",SaGGPS,ZD-T-010,,BTS1;ERG20;ERG20-BTS1;ERG20-BTS1-SaGGPS;SaGGPS,SmCPS (Salvia miltiorrhiza);SmKSL (Salvia miltiorrhiza),
p168,10.1002.bit.24547,ZD-T-021,Saccharomyces cerevisiae,miltiradiene (miltiradiene),6.3 mg/L,YPD medium,glucose,200 mg/L geneticin + 300 mg/L Hygromycin B,flask (batch),-,4 days,30°C,,,,,ZD-T-010,-,"tHMGR, upc2.1",-,ZD-T-010,,tHMGR;tHMGR-upc2.1;upc2.1,SmCPS (Salvia miltiorrhiza);SmKSL (Saccharomyces cerevisiae),
p168,10.1002.bit.24547,ZD-T-022,Saccharomyces cerevisiae,miltiradiene (miltiradiene),7.2 mg/L,YPD medium,glucose,200 mg/L geneticin + 300 mg/L Hygromycin B,flask (batch),-,4 days,30°C,,,,,ZD-T-010,-,"tHMGR, upc2.1",-,ZD-T-010,,tHMGR;tHMGR-upc2.1;upc2.1,SmCPS (Salvia miltiorrhiza);SmKSL (Saccharomyces cerevisiae),
p168,10.1002.bit.24547,ZD-T-023,Saccharomyces cerevisiae,miltiradiene (miltiradiene),28.2 mg/L,YPD medium,glucose,200 mg/L geneticin + 300 mg/L Hygromycin B,flask (batch),-,4 days,30°C,,,,,ZD-T-010,-,"ERG20-BTS1, SaGGPS",SaGGPS,ZD-T-010,,BTS1;ERG20;ERG20-BTS1;ERG20-BTS1-SaGGPS;SaGGPS,SmCPS (Salvia miltiorrhiza);SmKSL (S. cerevisiae),
p168,10.1002.bit.24547,ZD-T-024,Saccharomyces cerevisiae,miltiradiene (miltiradiene),25.7 mg/L,YPD medium,glucose,200 mg/L geneticin + 300 mg/L Hygromycin B,flask (batch),-,4 days,30°C,,,,,ZD-T-010,-,"ERG20-BTS1, SaGGPS",SaGGPS,ZD-T-010,,BTS1;ERG20;ERG20-BTS1;ERG20-BTS1-SaGGPS;SaGGPS,SmCPS (Salvia miltiorrhiza);SmKSL (S. cerevisiae),
p168,10.1002.bit.24547,ZD-T-025,Saccharomyces cerevisiae,miltiradiene (miltiradiene),41.6 mg/L,YPD medium,glucose,200 mg/L geneticin + 300 mg/L Hygromycin B,flask (batch),-,4 days,30°C,,,,,ZD-T-023,-,"tHMGR, upc2.1",-,ZD-T-023,,BTS1;ERG20;ERG20-BTS1;ERG20-BTS1-SaGGPS;SaGGPS;tHMGR;tHMGR-upc2.1;upc2.1,SmCPS (Salvia miltiorrhiza);SmKSL (Salvia miltiorrhiza),
p168,10.1002.bit.24547,ZD-T-026,Saccharomyces cerevisiae,miltiradiene (miltiradiene),61.8 mg/L,YPD medium,glucose,200 mg/L geneticin + 300 mg/L Hygromycin B,flask (batch),-,4 days,30°C,,,,,ZD-T-024,-,"tHMGR, upc2.1",-,ZD-T-024,,BTS1;ERG20;ERG20-BTS1;ERG20-BTS1-SaGGPS;SaGGPS;tHMGR;tHMGR-upc2.1;upc2.1,SmCPS (Salvia miltiorrhiza);SmKSL (Salvia miltiorrhiza),
p168,10.1002.bit.24547,ZD-T-027,Saccharomyces cerevisiae,miltiradiene (miltiradiene),43.6 mg/L,YPD medium,glucose,200 mg/L geneticin + 300 mg/L Hygromycin B,flask (batch),-,4 days,30°C,,,,,ZD-T-024,-,"tHMGR, upc2.1",-,ZD-T-023,,BTS1;ERG20;ERG20-BTS1;ERG20-BTS1-SaGGPS;SaGGPS;tHMGR;tHMGR-upc2.1;upc2.1,SmCPS (Salvia miltiorrhiza);SmKSL (Salvia miltiorrhiza),
p168,10.1002.bit.24547,ZD-T-028,Saccharomyces cerevisiae,miltiradiene (miltiradiene),43.2 mg/L,YPD medium,glucose,200 mg/L geneticin + 300 mg/L Hygromycin B,flask (batch),-,4 days,30°C,,,,,ZD-T-024,-,"tHMGR, upc2.1",-,ZD-T-024,,BTS1;ERG20;ERG20-BTS1;ERG20-BTS1-SaGGPS;SaGGPS;tHMGR;tHMGR-upc2.1;upc2.1,SmCPS (Salvia miltiorrhiza);SmKSL (Salvia miltiorrhiza),
,,,,,,,,,,,,,,,,,,,,,,,,,
p169,10.1002.bit.24888,SCKK005,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),"0.02 ± 0.01 g/g glc (on glucose), 6.09 ± 1.44 mg/g EtOH (on ethanol)",modified minimal medium,glucose,20 g/L,"250-mL unbaffled flask, batch",6.5,100 h,30°C,,,,,CEN.PK113-11C,,,"phaA, phaB, phaC (from R. eutropha H16)",CEN.PK 113-11C,,ethanol degradation pathway;phaA;phaB;phaC,phaA (R. eutropha H16);phaB (R. eutropha H16);phaC (R. eutropha H16),
p169,10.1002.bit.24888,SCKK033,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),"0.27 ± 0.01 g/g glc (on glucose), 14.50 ± 2.9 mg/g EtOH (on ethanol)",modified minimal medium,glucose,20 g/L,"250-mL unbaffled flask, batch",6.5,100 h,30°C,,,,,CEN.PK113-11C,,,"phaA, phaB, phaC (from R. eutropha H16), gapN (from S. mutans)",CEN.PK 113-11C,,ethanol degradation pathway;gapN;phaA;phaB;phaC,phaA (R. eutropha H16);phaB (R. eutropha H16);phaC (R. eutropha H16),
p169,10.1002.bit.24888,SCKK006,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),"0.08 ± 0.01 g/g glc (on glucose), 14.50 ± 2.9 mg/g EtOH (on ethanol)",modified minimal medium,glucose,20 g/L,"250-mL unbaffled flask, batch",6.5,100 h,30°C,,,,,CEN.PK113-11C,,"ADH2, ALD6, ERG10, acs L641P (from S. enterica)","phaA, phaB, phaC (from R. eutropha H16)",CEN.PK 113-11C,,ethanol degradation pathway,phaA (R. eutropha H16);phaB (R. eutropha H16);phaC (R. eutropha H16),
p169,10.1002.bit.24888,SCKK032,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),"0.06 ± 0.01 g/g glc (on glucose), 56.4 mg/g EtOH (on ethanol)",modified minimal medium,glucose,20 g/L,"250-mL unbaffled flask, batch",6.5,100 h,30°C,,,,,CEN.PK113-11C,,"xpkA, ack (from A. nidulans)","phaA, phaB, phaC (from R. eutropha H16), xpkA, ack",CEN.PK 113-11C,,ethanol degradation pathway;gapN;phosphoketolase pathway,phaA (R. eutropha H16);phaB (R. eutropha H16);phaC (R. eutropha H16),
p169,10.1002.bit.24888,SCKK034,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),"0.08 ± 0.01 g/g glc (on glucose), 14.50 ± 2.9 mg/g EtOH (on ethanol)",modified minimal medium,glucose,20 g/L,"250-mL unbaffled flask, batch",6.5,100 h,30°C,,,,,CEN.PK113-11C,,"ADH2, ALD6, ERG10, acs L641P (from S. enterica)","phaA, phaB, phaC (from R. eutropha H16), gapN (from S. mutans)",CEN.PK 113-11C,,ethanol degradation pathway;gapN,phaA (R. eutropha H16);phaB (R. eutropha H16);phaC (R. eutropha H16),
p169,10.1002.bit.24888,SCKK035,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),"0.08 ± 0.01 g/g glc (on glucose), 12.5 mg/g EtOH (on ethanol)",modified minimal medium,glucose,20 g/L,"250-mL unbaffled flask, batch",6.5,100 h,30°C,,,,,CEN.PK113-11C,,"xpkA, ack (from A. nidulans)","phaA, phaB, phaC (from R. eutropha H16), gapN (from S. mutans)",CEN.PK 113-11C,,ethanol degradation pathway;gapN;phosphoketolase pathway,phaA (R. eutropha H16);phaB (R. eutropha H16);phaC (R. eutropha H16),
,,,,,,,,,,,,,,,,,,,,,,,,,
p170,10.1002.bit.24993,ald2Δ,,2-PE (2-phenylethanol),88.3 mg/L,SC + L-Phe,Glucose,20 g/L,"250 ml shake flask, batch",Not specified,72 h,30°C,,,,,W303-1B,ALD2,,,W303-1B,ALD2,,,
p170,10.1002.bit.24993,ald3Δ,,2-PE (2-phenylethanol),110.8 mg/L,SC + L-Phe,Glucose,20 g/L,"250 ml shake flask, batch",Not specified,72 h,30°C,,,,,W303-1B,ALD3,,,W303-1B,ALD3,,,
p170,10.1002.bit.24993,ald2Δald3Δ,,2-PE (2-phenylethanol),~110.8 mg/L,SC + L-Phe,Glucose,20 g/L,"250 ml shake flask, batch",Not specified,72 h,30°C,,,,,W303-1B,"ALD2, ALD3",,,W303-1B,ALD2;ALD3,,,
