paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,oxygen level,parent strain,time,temperature,knock out gene,overexpress gene,heterologous gene,check
p43,10.1016.j.cels.2023.10.005,WLPAN1,Escherichia coli,D-panthenol (D-panthenol),27.5 mg/L,MR media,Glucose,20 g/L,Flask,Not specified,Not specified,,48 h,37 °C,tyrB;tyrR,carM;panD;panDBC;sfp,,yes
p43,10.1016.j.cels.2023.10.005,WLPAN2,Escherichia coli,D-panthenol (D-panthenol),383.6 mg/L,Not specified,Glucose,Not specified,Flask,Not specified,Not specified,WLPAN1,Not specified,37 °C,tyrB;tyrR,carM;ilvB;ilvBN;ilvBNmut;panD;panDBC;sfp,,yes
p43,10.1016.j.cels.2023.10.005,WLPAN2,Escherichia coli,D-panthenol (D-panthenol),4.1 g/L,Same as initial batch,Glucose,20 g/L,Fed-batch,Not specified,Maintained dynamically,WLPAN1,Not specified,37 °C,tyrB;tyrR,carM;ilvB;ilvBN;ilvBNmut;panD;panDBC;sfp,,yes
p43,10.1016.j.cels.2023.10.005,XQ52 p15SpeC-S112SargF pKK105SglnA,Escherichia coli,putrescine (putrescine),42.3 g/L,Not specified,Glucose,10 g/L,Fed-batch,7.00,Not specified,,Not specified,37 °C,,,,yes
p43,10.1016.j.cels.2023.10.005,XQSAGP,Escherichia coli,putrescine (putrescine),63.7 g/L,Same as initial strain,Glucose,10 g/L,Fed-batch,Not specified,Maintained dynamically,XQSAG,Not specified,37 °C,,,pyc,yes
,,,,,,,,,,,,,,,,,,
p44,10.1016.j.ces.2016.06.014,M1EG,Saccharomyces cerevisiae,squalene (squalene),119.08 mg/L,YPD,Glucose,Not specified,Batch,Not specified,Aerobic,INVSc1,48,,,ERG2;ERG20;ERG9;HMG1;IDI1,,OE
p44,10.1016.j.ces.2016.06.014,M1EG,Saccharomyces cerevisiae,squalene (squalene),34 mg/L,YPD,Glucose,20 g/L,Batch,Not specified,Aerobic,INVSc1,48,,,ERG2;ERG20;ERG9;HMG1;IDI1,,OE
p44,10.1016.j.ces.2016.06.014,M1EG,Saccharomyces cerevisiae,squalene (squalene),15.21 mg/L,YPD,Glucose,20 g/L,Batch,Not specified,Not specified,INVSc1,Not specified,,,ERG2;ERG20;ERG9;HMG1;IDI1,,OE
p44,10.1016.j.ces.2016.06.014,M1EG,Saccharomyces cerevisiae,squalene (squalene),20.9 mg/L,YPD,Glucose,20 g/L,Batch,Not specified,Not specified,INVSc1,Not specified,,,ERG2;ERG20;ERG9;HMG1;IDI1,,OE
,,,,,,,,,,,,,,,,,,
p45,10.1016.j.enzmictec.2019.109437,BDPP102,Pseudomonas putida,mevalonate (mevalonate),0.23 g/L,M9G,glucose,10 g/L,shake flask,,,P. putida KT2440,12 h,30 °C,,atoB;mvaE;mvaES,mvaE;mvaS,yes
p45,10.1016.j.enzmictec.2019.109437,BDPP101,Pseudomonas putida,mevalonate (mevalonate),0.31 g/L,M9B,"2,3-BDO",7.5 g/L,shake flask,,,P. putida KT2440,30 h,30 °C,,atoB;mvaE;mvaES,mvaE;mvaS,OE KO
p45,10.1016.j.enzmictec.2019.109437,BDPP102,Pseudomonas putida,mevalonate (mevalonate),1.52 g/L,M9B,"2,3-BDO",7.5 g/L,shake flask,,,P. putida KT2440,30 h,30 °C,,atoB;mvaE;mvaES,mvaE;mvaS,yes
,,,,,,,,,,,,,,,,,,
p46,10.1016.j.jbiosc.2020.05.003,4AK4 (pMCS-phaAB-acs),Aeromonas hydrophila,3-hydroxybutyrate and 3-hydroxyvalerate (PHBV) (Poly(3-hydroxybutyrate-co-3-hydroxyvalerate)),14.77wt%,MS + 2g/L YE + 10g/L Acetate + 2g/L Propionate,Acetate & Propionate,10g/L + 2g/L,Shake Flask,,Ambient,A.hydrophila 4AK4,24h,30°C,,PhaA;acetoacetyl-CoA reductase,acs,OE
p46,10.1016.j.jbiosc.2020.05.003,4AK4 (pMCS-phaAB-acsAh),Aeromonas hydrophila,Poly(3-hydroxybutyrate-co-3-hydroxyvalerate) (PHBV) (Poly(3-hydroxybutyrate-co-3-hydroxyvalerate)),15.02wt%,MS + 2g/L YE + 10g/L Acetate + 2g/L Propionate,Acetate & Propionate,10g/L + 2g/L,Shake Flask,,Ambient,A.hydrophila 4AK4,24h,30°C,,PhaA;acetoacetyl-CoA reductase,acs;acsAh,OE
p46,10.1016.j.jbiosc.2020.05.003,A.hydrophila 4AK4,Aeromonas hydrophila,Polyhydroxybutyrate (PHB) (Polyhydroxybutyrate),0.03g/L,MS + 2g/L YE + 10g/L Acetate,Acetate,10g/L,Shake Flask,,Ambient,,24h,30°C,,,,yes
,,,,,,,,,,,,,,,,,,
p47,10.1016.j.jbiosc.2020.07.013,BJAiEPGY,Escherichia coli,"1,5-diaminopentane (DAP) (1,5-diaminopentane)",20.7g/L,LB,Lysine,50g/L,Batch,,,BL21(DE3),27h,37°C,puuA;speE;speG;ygjG,CadA,,yes
p47,10.1016.j.jbiosc.2020.07.013,BJAiY,Escherichia coli,"1,5-diaminopentane (DAP) (1,5-diaminopentane)",20g/L,LB + 10μM PLP,Lysine,50g/L,Batch,,,BL21(DE3),27h,37°C,ygjG,CadA,,yes
p47,10.1016.j.jbiosc.2020.07.013,BJAiY,Escherichia coli,"1,5-diaminopentane (DAP) (1,5-diaminopentane)",21.5g/L,LB + 10μM PLP,Lysine,50g/L,Batch,,,BL21(DE3),27h,37°C,ygjG,CadA,,yes
p47,10.1016.j.jbiosc.2020.07.013,BJAiY,Escherichia coli,"1,5-diaminopentane (DAP) (1,5-diaminopentane)",22.5g/L,LB + 10μM PLP,Lysine,50g/L,Batch,,,BL21(DE3),27h,37°C,ygjG,CadA,,yes
p47,10.1016.j.jbiosc.2020.07.013,BT7AdEGYP,Escherichia coli,"1,5-diaminopentane (DAP) (1,5-diaminopentane)",37.45g/L,LB + 10μM PLP,Lysine,50g/L,Batch,,,BL21(DE3),24h,37°C,puuA;speE;speG;ygiG,CadA,,yes
p47,10.1016.j.jbiosc.2020.07.013,BT7AiGY,Escherichia coli,"1,5-diaminopentane (DAP) (1,5-diaminopentane)",37–38g/L,LB + 10μM PLP + 0.1mM IPTG,Lysine,50g/L,Batch,,,BL21(DE3),27h,37°C,speG;ygiG,CadA,,yes
p47,10.1016.j.jbiosc.2020.07.013,BT7AiY,Escherichia coli,"1,5-diaminopentane (DAP) (1,5-diaminopentane)",40g/L,LB + 10μM PLP + 0.1mM IPTG,Lysine,50g/L,Batch,,,BL21(DE3),27h,37°C,ygjG,CadA,,yes
p47,10.1016.j.jbiosc.2020.07.013,BT7AiPGY,Escherichia coli,"1,5-diaminopentane (DAP) (1,5-diaminopentane)",41g/L,LB + 10μM PLP + 0.1mM IPTG,Lysine,50g/L,Batch,,,BL21(DE3),27h,37°C,puuA;speG;ygiG,CadA,,yes
p47,10.1016.j.jbiosc.2020.07.013,BJAiGY,Escherichia coli,"1,5-diaminopentane (DAP) (1,5-diaminopentane)",47g/L,Assumed as above*,Lysine (varied 50-90g/L),Varied,Two-stage feeding**,,,BL21(DE3),Variable***,37°C,ygjG,CadA,,yes
,,,,,,,,,,,,,,,,,,
p48,10.1016.j.jbiotec.2014.09.021,E. coli JM109/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),0.11 g (g glucose)-1,MS,Glucose,20 g/L,Shake flask,,,E. coli JM109,48 h,37 °C,,,,hetero
p48,10.1016.j.jbiotec.2014.09.021,LJ03/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),0.16 g (g xylose)-1,MS,Xylose,20 g/L,Shake flask,,,E. coli JM109,48 h,37 °C,ndh,,,hetero
p48,10.1016.j.jbiotec.2014.09.021,LJ03/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),0.25 g (g glucose)-1,Starting Ferm. Medium*,Glucose,Fed-batch,"5-L fermentor, Intermittent feeding",,,E. coli JM109,28 h,37 °C,ndh,,,hetero
p48,10.1016.j.jbiotec.2014.09.021,LJ03,Escherichia coli,PHB (poly(3-hydroxybutyrate)),0.32 g (g glucose)-1,MS,Glucose,20 g/L,Shake flask,,,E. coli JM109,48 h,37 °C,ndh,,,hetero
p48,10.1016.j.jbiotec.2014.09.021,LJ03/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),3.50 g/L,MS,Xylose,20 g/L,Shake flask,,,E. coli JM109,48 h,37 °C,ndh,,,hetero
p48,10.1016.j.jbiotec.2014.09.021,LJ03/pBHR68,Escherichia coli,PHB (poly(3-hydroxybutyrate)),6.16 g/L,MS,Glucose,20 g/L,Shake flask,,,E. coli JM109,48 h,37 °C,ndh,,,hetero
,,,,,,,,,,,,,,,,,,
p49,10.1016.j.mec.2022.e00206,PSP,Pseudomonas putida,indigoidine (indigoidine),0.44±0.04g biomass/g glucose consumed,M9 minimal medium,Glucose,10g/L,"Unbaffled shaking flask, batch",Not specified,Ambient,Eng,Up to 6h growth phase,30°C,PP_1444,,,KO
p49,10.1016.j.mec.2022.e00206,Eng,Pseudomonas putida,indigoidine (indigoidine),0.45±0.02g biomass/g glucose,Assumed M9 minimal medium,Glucose,10g/L,Similar to PSP condition,Not specified,Ambient,WT,Equivalent condition,30°C,,,,yes
p49,10.1016.j.mec.2022.e00206,PSP,Pseudomonas putida,indigoidine (indigoidine),1.8±0.3g/L,Production medium,Glucose,"10g/L, with 3g/L arabinose",14mL in 50mL flask,Not specified,Ambient,Eng,48h,30°C,PP_1444,,,KO
p49,10.1016.j.mec.2022.e00206,Eng,Pseudomonas putida,indigoidine (indigoidine),~1.4±0.1g/L,Same as PSP production run,Glucose + Arabinose,"10g/L, with 3g/L arabinose",Comparable setup,Not specified,Ambient,WT,End of cultivation,30°C,,,,yes
p49,10.1016.j.mec.2022.e00206,ΔphaAZC-IID,Pseudomonas putida,indigoidine (indigoidine),～0.2±0.1g/L,Presumably M9 minimal medium,Glucose,Likely 10g/L,Culture conditions not detailed,Not specified,Ambient,,6h,30°C,phaA;phaAZC-IID,,,KO
p49,10.1016.j.mec.2022.e00206,PSP,Pseudomonas putida,indigoidine (indigoidine),～1.8±0.3g/L,Referenced from prior runs,Glucose,See above,Context implies shake flask,Not specified,Ambient,Eng,Specific time not given,30°C,PP_1444,,,KO
p49,10.1016.j.mec.2022.e00206,ΔphaAZC-IID,Pseudomonas putida,indigoidine (indigoidine),～3.6±0.2g/L,Long-term cultivation,Glucose,10g/L,Over 72h,Not specified,Ambient,,Final time point,30°C,phaA;phaAZC-IID,,,KO
,,,,,,,,,,,,,,,,,,
p50,10.1016.j.synbio.2019.05.002,C. glutamicum ATCC 13032,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),0.5 g/L,LBB broth,"Glucose, Corn syrup",Not specified,Batch,7.0,-,,72 h,30 °C,,,,yes
p50,10.1016.j.synbio.2019.05.002,C. glutamicum ATCC 14067,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),0.8 g/L,LBB broth,"Glucose, Corn syrup",Not specified,Batch,7.0,-,,72 h,30 °C,,,,yes
p50,10.1016.j.synbio.2019.05.002,C. glutamicum ATCC 13869,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),1.2 g/L,LBB broth,"Glucose, Corn syrup",Not specified,Batch,7.0,-,,72 h,30 °C,,,,yes
p50,10.1016.j.synbio.2019.05.002,C. glutamicum S9114,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),3.1 g/L,LBB broth,"Glucose, Corn syrup",Not specified,Batch,7.0,-,,72 h,30 °C,,,GNA1,yes
p50,10.1016.j.synbio.2019.05.002,CGGN1-GNA1,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),4.8 g/L,Fermentation medium,"Glucose, Corn syrup","100.0 g/L glucose, 10.0 g/L CS",Batch,7.0,-,CGGN1,72 h,30 °C,gamA;nagA,GNA1,,yes
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),5.4 g/L,Fermentation medium,"Glucose, Corn syrup","100.0 g/L glucose, 10.0 g/L CS",Batch,7.0,-,CGGN2,72 h,30 °C,gamA;nagA,GNA1,,yes
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1-BsglmS,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),6.1 g/L,Fermentation medium,"Glucose, Corn syrup","100.0 g/L glucose, 10.0 g/L CS",Batch,7.0,-,CGGN2,72 h,30 °C,gamA;nagA,BsglmS;GNA1;glmS,BsglmS;glmS,yes
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1-EcglmS,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),6.4 g/L,Fermentation medium,"Glucose, Corn syrup","100.0 g/L glucose, 10.0 g/L CS",Batch,7.0,-,CGGN2,72 h,30 °C,gamA;nagA,EcglmS;GNA1;glmS,EcglmS;glmS,yes
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1-CgglmS,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),6.9 g/L,Fermentation medium,"Glucose, Corn syrup","100.0 g/L glucose, 10.0 g/L CS",Batch,7.0,-,CGGN2,72 h,30 °C,gamA;nagA,CgglmS;GNA1;glmS,CgglmS;glmS,yes
p50,10.1016.j.synbio.2019.05.002,CGGN2-GNA1-CgglmS,Corynebacterium glutamicum,GlcNAc (N-acetylglucosamine),69 mg/g (yield),Fermentation medium,"Glucose, Corn syrup","100.0 g/L glucose, 10.0 g/L CS",Batch,7.0,-,CGGN2,72 h,30 °C,gamA;nagA,CgglmS;GNA1;glmS,CgglmS;glmS,yes
,,,,,,,,,,,,,,,,,,
p51,10.1016.j.synbio.2022.03.001,LJM24,E. coli,resveratrol (resveratrol),199.56mg/L,Assumed M9-like media,,Assumed details from other experiments,,,,LJM3,,,endA;recA,At4CL;VvSTS;VvSTS-At4CL,At4CL;VvSTS,OE
p51,10.1016.j.synbio.2022.03.001,LJM24,E. coli,resveratrol (resveratrol),134.42mg/L,"Similar to above, assumed M9 based on context",,Assumed similar to LJM4's setup,Batch likely,,,LJM3,,,endA;recA,At4CL;VvSTS;VvSTS-At4CL,At4CL;VvSTS,OE
p51,10.1016.j.synbio.2022.03.001,LJM28,E. coli,resveratrol (resveratrol),41.07mg/L,"Assumed M9-based, Coculture conditions",,Detailed conditions not given,,,,BCR2,,,,PcTAL,PcTAL,OE
p51,10.1016.j.synbio.2022.03.001,LJM24,E. coli,resveratrol (resveratrol),186.66mg/L,Context suggests M9 with supplements,,Details not specified,,,,LJM3,,,endA;recA,At4CL;VvSTS;VvSTS-At4CL,At4CL;VvSTS,OE
p51,10.1016.j.synbio.2022.03.001,LJM28,E. coli,resveratrol (resveratrol),14.87mg/L,M9 + Glucose,,Glucose,Shake Flask,,,BCR2,,,,PcTAL,PcTAL,OE
p51,10.1016.j.synbio.2022.03.001,LJM4,E. coli,resveratrol (resveratrol),78.32mg/L,Same as mentioned earlier,,Glucose,Batch,,,LJM3,,,endA;recA,,,OE
p51,10.1016.j.synbio.2022.03.001,BCR1,E. coli,p-coumaric acid (p-coumaric acid),298.86mg/L,Fermentation,,Glucose,Batch,,,BAK11(DE3),,,,PcTAL,,yes
p51,10.1016.j.synbio.2022.03.001,BCR3,E. coli,p-coumaric acid (p-coumaric acid),596.53 mg/L,Fermentation,,Glucose,Batch,,,BAK11(DE3),,,,PcTAL,,yes
p51,10.1016.j.synbio.2022.03.001,BCR3,E. coli,p-coumaric acid (p-coumaric acid),612.25mg/L,Fermentation,,Glucose,Batch,,,BAK11(DE3),,,,PcTAL,,yes
p51,10.1016.j.synbio.2022.03.001,LJM4,E. coli,resveratrol (resveratrol),101.06mg/L,M9 + Yeast Extract+Glucose,,Glucose (10g/L),Batch,,,LJM3,,,endA;recA,,,OE
p51,10.1016.j.synbio.2022.03.001,LJM24,E. coli,resveratrol (resveratrol),204.80mg/L,"M9, possibly with glucose/arabinose mix",,Mixed: Glucose & Arabinose (Ratio 3:1),,,,LJM3,72,,endA;recA,At4CL;VvSTS;VvSTS-At4CL,At4CL;VvSTS,OE KO
p51,10.1016.j.synbio.2022.03.001,LJM24,E. coli,resveratrol (resveratrol),113.49mg/L,Information not provided explicitly in text for this specific condition.,,,,,,LJM3,,,endA;recA,At4CL;VvSTS;VvSTS-At4CL,At4CL;VvSTS,OE KO
,,,,,,,,,,,,,,,,,,
p52,10.1016.j.xplc.2020.100079,DG-Cho,yeast,cholesterol (cholesterol),16 mg/l,SD medium,Glucose,2%,Shake flask,,,BY-T3,120h,30°C,ATF2;ERG6,DHCR24;DHCR7,,yes
p52,10.1016.j.xplc.2020.100079,DG003,yeast,diosgenin (diosgenin),10 mg/l,SD medium + Galactose,Galactose,2%,Shake flask,,,DG-Cho,120h,30°C,ATF2;ERG6,CYP90G;DHCR24;DHCR7;DzinCYP90G6;VcCYP94N1,,yes
p52,10.1016.j.xplc.2020.100079,DG002,yeast,diosgenin (diosgenin),3.2 mg/l,SD medium + Galactose,Galactose,2%,Shake flask,,,DG-Cho,120h,30°C,ATF2;ERG6,CYP90G;DHCR24;DHCR7;DzinCYP90G6;DzinCYP94D144,,yes
,,,,,,,,,,,,,,,,,,
p53,10.1016.j.ymben.2008.04.001,E. coli BL21,Escherichia coli,recombinant GLuc (Gaussia princeps luciferase),approximately 8.4 mg/mL,M9 Minimal Medium,Glucose,4 g/L,Batch,,Not specified,,3 days,,,T7 RNA polymerase,hgluc,yes
p53,10.1016.j.ymben.2008.04.001,KGK10,Escherichia coli,recombinant GLuc (Gaussia princeps luciferase),470-620 mg/mL,Cell-free reaction mixture,Not applicable,Not applicable,Batch,Not specified,Not applicable,,6,,,,,yes
p53,10.1016.j.ymben.2008.04.001,ARG2,Escherichia coli,recombinant GLuc (Gaussia princeps luciferase),620 mg/mL,Cell-free reaction mixture,Not applicable,Not applicable,Batch,Not specified,Not applicable,KGK10,6,,ompT,,,yes
p53,10.1016.j.ymben.2008.04.001,KGK10,Escherichia coli,recombinant GLuc (Gaussia princeps luciferase),>600 mg of GLuc-6H or P2GLuc per mL,Cell-free reaction mixture,Not applicable,Not applicable,Batch,Not specified,Not applicable,,6,,,,,KO
p53,10.1016.j.ymben.2008.04.001,KC6,Escherichia coli,recombinant GLuc (Gaussia princeps luciferase),~600 mg of GLuc-6H or P2GLuc per mL,Cell-free reaction mixture,Not applicable,Not applicable,Batch,Not specified,Not applicable,,6,,,,,yes
p53,10.1016.j.ymben.2008.04.001,E. coli BL21,Escherichia coli,P2GLuc (Gaussia princeps luciferase),647 mg/mL,Minimal media (M9),Glucose,4 g/L,Batch,Not specified,Not specified,,72,,,T7 RNA polymerase,hgluc,yes
p53,10.1016.j.ymben.2008.04.001,E. coli BL21,Escherichia coli,pET42-pelB-A-6H-GLuc (pET42-pelB-A-6H-GLuc),8.4 mg/mL,Minimal media (M9),Glucose,4 g/L,Batch,Not specified,Not specified,,72,,,T7 RNA polymerase,hgluc,yes
p53,10.1016.j.ymben.2008.04.001,Rosetta-gami B (DE3),Escherichia coli,P2GLuc (Gaussia princeps luciferase),5 mg/mL,Not specified,Not applicable,Not applicable,Batch,Not specified,Not specified,,Not specified,,,,,yes
p53,10.1016.j.ymben.2008.04.001,E. coli BL21,Escherichia coli,pET42-pelB-A-GLuc-thr-6H (pET42-pelB-A-GLuc-thr-6H),1.5 × 10^24 photons/s/mol,Assumed same,Assumed same,Assumed same,Batch,Not specified,Not specified,,Not specified,,,T7 RNA polymerase,hgluc,yes
p53,10.1016.j.ymben.2008.04.001,E. coli BL21,Escherichia coli,pBAD-pelB-A-6H-thr-GLuc (pBAD-pelB-A-6H-thr-GLuc),1 mg/mL,Rich medium (Terrific Broth),Not specified,Not specified,Batch,Not specified,Not specified,,24,,,T7 RNA polymerase,hgluc,yes
p53,10.1016.j.ymben.2008.04.001,E. coli LMG194,Escherichia coli,pBAD-pelB-GLuc-6H (pBAD-pelB-GLuc-6H),2.5 × 10^13 photons/s/mL,Terrific Broth,Not specified,Not specified,Batch,Not specified,Not specified,,Not specified,,,,hgluc,yes
p53,10.1016.j.ymben.2008.04.001,E. coli LMG194,Escherichia coli,pBAD-pelB-GLuc-6H (pBAD-pelB-GLuc-6H),9.1 × 10^22 photons/s/mol,Culture supernatant,Not specified,Not specified,Batch,Not specified,Not specified,,Not specified,,,,hgluc,yes
p53,10.1016.j.ymben.2008.04.001,E. coli BL21,Escherichia coli,mGM-6H-3C-P2-GLuc (murine granulocyte-colony stimulating factor signal peptide-6H tag-a-thrombin cleavage site-P2GLuc),647 mg,Same as above,Same as above,Same as above,Same as above,Same as above,Same as above,,Same as above,,,T7 RNA polymerase,hgluc,yes
,,,,,,,,,,,,,,,,,,
p54,10.1016.j.ymben.2009.08.005,TM89,Geobacillus thermoglucosidasius,ethanol (Ethanol),0.24 g/g,ASYE or USYE,glucose,40 mM,Sealed 50 mL tubes,7.0,Low aeration,G. thermoglucosidasius 11955,24 h,60 °C,ldh;ldhA,,,yes
p54,10.1016.j.ymben.2009.08.005,TM180,Geobacillus thermoglucosidasius,ethanol (Ethanol),0.37 g/g,ASYE or USYE,glucose,40 mM,Sealed 50 mL tubes,7.0,Low aeration,TM89,24 h,60 °C,ldh;ldhA,pdh,,yes
p54,10.1016.j.ymben.2009.08.005,TM242,Geobacillus thermoglucosidasius,ethanol (Ethanol),0.42 g/g,USYE,Glucose,1%,1.6 L fermenter (batch),6.7,Aerated initially,TM180,,60 °C,ldh;ldhA;pdh;pfl;pflB,pdh,,yes
p54,10.1016.j.ymben.2009.08.005,TM242,Geobacillus thermoglucosidasius,ethanol (Ethanol),0.47 g/l,1.6 L fermenter,Glucose,Implied,Continuous with air stream,6.7,Stripped by airflow,TM180,,60 °C,ldh;ldhA;pdh;pfl;pflB,pdh,,yes
p54,10.1016.j.ymben.2009.08.005,TM180,Geobacillus thermoglucosidasius,ethanol (Ethanol),0.37 g/l,Not specified^1,Not specified,Not specified,Not specified^1,,Assumed low,TM89,,,ldh;ldhA,pdh,,yes
p54,10.1016.j.ymben.2009.08.005,TM242,Geobacillus thermoglucosidasius,ethanol (Ethanol),0.51 g/g (theoretical),Not applicable^2,Not applicable,Not applicable,"Calculated, not directly produced",,,TM180,,,ldh;ldhA;pdh;pfl;pflB,pdh,,yes
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
p56,10.1016.j.ymben.2013.08.002,R. eutropha 437-540,Ralstonia eutropha,2-hydroxyacid-containing PHAs (Polyhydroxyalkanoates containing 2-hydroxyacids),33.9wt%,MR-N,Glucose (20g/L),-,Flask,7.0,Not specified,R. eutropha,72h,30°C,phaAB,pct540;phaC;phaC1437,,yes
p56,10.1016.j.ymben.2013.08.002,R. eutropha NCIMB11599,Ralstonia eutropha,3-hydroxybutyrate (3HB) (3-hydroxybutyrate),P(3HB-co-17mol% 3HV),MR-N,"Glucose (20g/L), 2HB (4g/L)",-,Flask,7.0,Not specified,,72h,30°C,,,,yes
p56,10.1016.j.ymben.2013.08.002,R. eutropha ReC-540,Ralstonia eutropha,3-hydroxybutyrate (3HB) (3-hydroxybutyrate),P(3HB-co-3HV),MR-N,"Lactate, 2HB",Specific amounts not given,Flask,7.0,Not specified,R. eutropha,72h,30°C,phaAB,pct540,,product
p56,10.1016.j.ymben.2013.08.002,R. eutropha 437-ReAB,Ralstonia eutropha,3-hydroxybutyrate (3HB) (3-hydroxybutyrate),"PHA: 56.3mol% 3HB, 43mol% 3HV, 0.7mol% 2HB",MR-N,"Glucose (20g/L), 2HB (4g/L)",-,Flask,7.0,Not specified,R. eutropha,72h,30°C,phaC,phaC;phaC1437,,oe
p56,10.1016.j.ymben.2013.08.002,R. eutropha ReCGK-540,Ralstonia eutropha,3-hydroxybutyrate (3HB) with lactate monomer (poly(3-hydroxybutyrate-co-lactate) [P(3HBco-LA)]),"Up to 10.7 wt% polymer content, 0.7–1.5mol% LA",MR-N,Glucose (20g/L),-,Flask,7.0,Not specified,R. eutropha ReC-540,72h,30°C,phaAB,pct540;phaC;phaC S506G A510K,pct540,yes
p56,10.1016.j.ymben.2013.08.002,R. eutropha 437-540,Ralstonia eutropha,3-hydroxybutyrate (3HB) with 2HB and lactate (Poly(3-hydroxybutyrate-co-2-hydroxybutyrate-co-lactate)),"PHAs: 3HB, 3HV, 2HB, and lactate",MR-N,"Glucose (20g/L), 2HB (4g/L)",-,Flask,7.0,Not specified,R. eutropha,72h,30°C,phaAB,pct540;phaC;phaC1437,,product
p56,10.1016.j.ymben.2013.08.002,R. eutropha ReCGK-540,Ralstonia eutropha,P(3HB-co-LA) (poly(3-hydroxybutyrate-co-lactate)),"10.7 wt%, 0.7–1.5mol% LA",MR-N,Glucose (20g/L),-,Flask,7.0,Not specified,R. eutropha ReC-540,72h,30°C,phaAB,pct540;phaC;phaC S506G A510K,pct540,yes
p56,10.1016.j.ymben.2013.08.002,R. eutropha 437-540,Ralstonia eutropha,Lactate (Lactic acid),Around 1±0.3g/L,MR-N,Indirectly via metabolism,-,Flask,7.0,Not specified,R. eutropha,72h,30°C,phaAB,pct540;phaC;phaC1437,,yes
p56,10.1016.j.ymben.2013.08.002,R. eutropha NCIMB11599,Ralstonia eutropha,polyhydroxyalkanoates (PHAs) (polyhydroxyalkanoates),P(3HB-co-17mol% 3HV) was synthesized,MR-N,"glucose, 2HB","20g/L, 4g/L",shake flask,7.0,-,,72 hours,30°C,,,,yes
p56,10.1016.j.ymben.2013.08.002,R. eutropha 437-ReAB,Ralstonia eutropha,polyhydroxyalkanoates (PHAs) (polyhydroxyalkanoates),"PHA consisting of 56.3mol% 3HB, 43mol% 3HV and 0.7mol% 2HB was synthesized",MR-N,"glucose, 2HB","20g/L, 4g/L",shake flask,7.0,-,R. eutropha,72 hours,30°C,phaC,phaC;phaC1437,,oe
p56,10.1016.j.ymben.2013.08.002,R. eutropha 437-540,Ralstonia eutropha,polyhydroxyalkanoates (PHAs) (polyhydroxyalkanoates),P(3HB-co-37mol%LA) to the 33.9wt% of dry cell weight,MR-N,glucose,20g/L,shake flask,7.0,-,R. eutropha,-,30°C,phaAB,pct540;phaC;phaC1437,,yes
p56,10.1016.j.ymben.2013.08.002,R. eutropha 437-540,Ralstonia eutropha,polyhydroxyalkanoates (PHAs) (polyhydroxyalkanoates),"PHAs consisting of 3HB, 3HV, 2HB, and lactate were synthesized",MR-N,"glucose, 2HB","20g/L, variable",shake flask,7.0,-,R. eutropha,72 hours,30°C,phaAB,pct540;phaC;phaC1437,,yes
p56,10.1016.j.ymben.2013.08.002,R. eutropha ReC-540,Ralstonia eutropha,polyhydroxyalkanoates (PHAs) (polyhydroxyalkanoates),"PHA consisting of 3HB, 3HV, and lactate when 4g/L 2HB was added",MR-N,"glucose, 2HB","20g/L, 4g/L",shake flask,7.0,-,R. eutropha,72 hours,30°C,phaAB,pct540,,product
p56,10.1016.j.ymben.2013.08.002,R. eutropha ReCGK-540,Ralstonia eutropha,polyhydroxyalkanoates (PHAs) (polyhydroxyalkanoates),"P(3HB-co-LA) containing 0.7–1.5mol% lactate monomer, up to a polymer content of 10.7 wt%",MR-N,glucose,20g/L,shake flask,7.0,-,R. eutropha ReC-540,-,30°C,phaAB,pct540;phaC;phaC S506G A510K,pct540,yes
,,,,,,,,,,,,,,,,,,
p57,10.1016.j.ymben.2017.06.010,GAB8,Corynebacterium glutamicum,γ–aminobutyric acid (GABA) (γ–aminobutyric acid),27.5 ± 0.3g/L,GAP-main media,Glucose,70g/L,Baffled flask batch,30°C,Not specified,,96h,30°C,Ncgl1221;gabP;gabT,gadB2,,yes
