paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,oxygen level,parent strain,knock out gene,overexpress gene,heterologous gene,check
p55,10.1016.j.ymben.2013.05.005,TB3(pBPJW130/pBPJW144/pCOLA-cimA3.7-leuBCD),Escherichia coli,6dEB (6-deoxyerythronolide B),Comparative data given in figures,"2mL production medium (5g yeast extract/L, 10g tryptone/L, 10g sodium chloride/L, 15g glycerol/L, and 100mM HEPES buffer)",Glycerol,15g/L,Seed cultures grown overnight and inoculated (1% vol/vol),7.6 (adjusted with 5M NaOH),4 days,"37°C (seed culturing), 22°C (production)",,E. coli TB3,None specified,None specified,"cimA3.7, leuBCD",
p55,10.1016.j.ymben.2013.05.005,TB3(pBPJW130/pBPJW144/pSA142),Escherichia coli,6dEB (6-deoxyerythronolide B),Comparative data given in figures,"2mL production medium (5g yeast extract/L, 10g tryptone/L, 10g sodium chloride/L, 15g glycerol/L, and 100mM HEPES buffer)",Glycerol,15g/L,Seed cultures grown overnight and inoculated (1% vol/vol),7.6 (adjusted with 5M NaOH),4 days,"37°C (seed culturing), 22°C (production)",,E. coli TB3,None specified,None specified,"cimA3.7, leuBCD",
p55,10.1016.j.ymben.2013.05.005,TB3(pBPJW130/pBPJW144/pCOLA-Tecm-Icg),Escherichia coli,6dEB (6-deoxyerythronolide B),Comparative data given in figures,"2mL production medium (5g yeast extract/L, 10g tryptone/L, 10g sodium chloride/L, 15g glycerol/L, and 100mM HEPES buffer)",Glycerol,15g/L,Seed cultures grown overnight and inoculated (1% vol/vol),7.6 (adjusted with 5M NaOH),4 days,"37°C (seed culturing), 22°C (production)",,E. coli TB3,None specified,None specified,"Tecm, Icg",
p55,10.1016.j.ymben.2013.05.005,Tb2(pBP130/pBP165/pACYCDuet-matBC/pCDFDuet-mce),Escherichia coli,Benzyl-6dEB (Benzyl-6-deoxyerythronolide B),Comparative data given in figures,250mL production medium,Glycerol,Not stated,Seed cultures grown overnight and inoculated (1% vol/vol),Not specified,Not specified,"37°C (pre-induction), 22°C (post-induction)",,E. coli TB2,None specified,None specified,"matBC, mce",
p55,10.1016.j.ymben.2013.05.005,BL21(DE3)(pJM2/pJM3/pGro7),Escherichia coli,Benzyl-erythromycin (Benzyl-erythromycin),Comparative data given in figures,200mL production medium,Not applicable (since benzyl-6dEB is added directly),Not applicable,Seed cultures grown overnight and inoculated (1% vol/vol),Not specified,5 days,"37°C (pre-induction), 22°C (post-induction), 250rpm",,E. coli BL21(DE3),None specified,None specified,"pGro7, pJM2, pJM3",
,,,,,,,,,,,,,,,,,,
p56,10.1016.j.ymben.2013.08.002,R. eutropha 437-ReAB,Ralstonia eutropha,"PHA consisting of 3HB, 3HV and 2HB (Polyhydroxyalkanoate consisting of 3-hydroxybutyrate, 3-hydroxyvalerate, and 2-hydroxybutyrate)","56.3mol% 3HB, 43mol% 3HV, 0.7mol% 2HB",MR-N,"glucose, 2HB","20g/L glucose, 4g/L 2HB",Flask cultures,7.0,72h,30°C,,R. eutropha NCIMB11599,phaAB,,Pseudomonas sp. 6-19 phaC1437,KO
p56,10.1016.j.ymben.2013.08.002,R. eutropha ReC-540,Ralstonia eutropha,"PHA consisting of 3HB, 3HV, and lactate (Polyhydroxyalkanoates (PHA) consisting of 3-hydroxybutyrate (3HB), 3-hydroxyvalerate (3HV), and lactate)",varied,MR-N,glucose and 2HB,"20g/L glucose, 4g/L 2HB",Flask cultures,7.0,72h,30°C,,R. eutropha NCIMB11599,phaAB,,C. propionicum pct540,yes
p56,10.1016.j.ymben.2013.08.002,R. eutropha ReCGK-540,Ralstonia eutropha,P(3HB-co-LA) (poly(3-hydroxybutyrate-co-lactate)),10.7 wt% polymer,MR-N,glucose,20g/L glucose,Flask cultures,7.0,72h,30°C,,R. eutropha NCIMB11599,phaC,,"R. eutropha phaC S506G A510K, E. coli ldhA",KO
p56,10.1016.j.ymben.2013.08.002,R. eutropha 437-540,Ralstonia eutropha,"PHA consisting of 3HB, 3HV, 2HB, and lactate (PHA consisting of 3HB, 3HV, 2HB, and lactate)",33.9 wt% dry cell weight,MR-N,"glucose, 2HB","20g/L glucose, varying 2HB",Flask cultures,7.0,72h,30°C,,R. eutropha NCIMB11599,phaCAB,,"Pseudomonas sp. 6-19 phaC1437, C. propionicum pct540, E. coli ldhA",yes
,,,,,,,,,,,,,,,,,,
p57,10.1016.j.ymben.2017.06.010,GAB1,Corynebacterium glutamicum,GABA (γ–aminobutyric acid),-,GAP-main,Glucose,70 g/L,Baffled flask,-,96h,30°C,,C. glutamicum,-,-,gadB2 (L. brevis),titer
p57,10.1016.j.ymben.2017.06.010,GAB2,Corynebacterium glutamicum,GABA (γ–aminobutyric acid),-,GAP-main,Glucose,70 g/L,Baffled flask,-,96h,30°C,,C. glutamicum,Ncgl1221,-,gadB2 (L. brevis),titer
p57,10.1016.j.ymben.2017.06.010,GAB3,Corynebacterium glutamicum,GABA (γ–aminobutyric acid),27.5 ± 2.5 g/L,GAP-main,Glucose,70 g/L,Baffled flask,-,96h,30°C,,C. glutamicum,gabT,-,gadB2 (L. brevis),yes
p57,10.1016.j.ymben.2017.06.010,GAB4,Corynebacterium glutamicum,GABA (γ–aminobutyric acid),-,GAP-main,Glucose,70 g/L,Baffled flask,-,96h,30°C,,C. glutamicum,gabP,-,gadB2 (L. brevis),titer
p57,10.1016.j.ymben.2017.06.010,GAB5,Corynebacterium glutamicum,GABA (γ–aminobutyric acid),-,GAP-main,Glucose,70 g/L,Baffled flask,-,96h,30°C,,C. glutamicum,"Ncgl1221, gabT",-,gadB2 (L. brevis),titer
p57,10.1016.j.ymben.2017.06.010,GAB6,Corynebacterium glutamicum,GABA (γ–aminobutyric acid),-,GAP-main,Glucose,70 g/L,Baffled flask,-,96h,30°C,,C. glutamicum,"Ncgl1221, gabP",-,gadB2 (L. brevis),titer
p57,10.1016.j.ymben.2017.06.010,GAB7,Corynebacterium glutamicum,GABA (γ–aminobutyric acid),28.7 ± 0.1 g/L,GAP-main,Glucose,70 g/L,Baffled flask,-,96h,30°C,,C. glutamicum,"gabT, gabP",-,gadB2 (L. brevis),yes
p57,10.1016.j.ymben.2017.06.010,GAB8,Corynebacterium glutamicum,GABA (γ–aminobutyric acid),27.5 ± 0.3 g/L,GAP-main,Glucose,70 g/L,Baffled flask,-,96h,30°C,,C. glutamicum,"Ncgl1221, gabT, gabP",-,gadB2 (L. brevis),yes
,,,,,,,,,,,,,,,,,,
p58,10.1016.j.ymben.2019.01.006,Engineered E. coli strain (final strain),Escherichia coli,Medium-chain fatty acids (MCFAs) (Medium-chain fatty acids),15.67 g/L,MOPS minimal medium,Glycerol,15 g/L,"3-L bioreactor, fed-batch",6.5,48 h,30°C,,E. coli BL21 (DE3),"Multiple, via CRISPRi system (including pflB, pfo, maeA, maeB, poxB, ldhA)","PDH route (pdhA, pdhB, aceF)","Enterococcus faecalis lpdA, pdhA, pdhB, aceF",yes
p58,10.1016.j.ymben.2019.01.006,E. coli BL21 (DE3) with pCDFDuet-1-lpdA(A358V),Escherichia coli,Medium-chain fatty acids (MCFAs) (Medium-chain fatty acids),1.35 g/L,MOPS minimal medium,Glucose,15 g/L,Shake flask,Not mentioned,48 h,30°C,,E. coli BL21 (DE3),,lpdA(A358V),,yes
p58,10.1016.j.ymben.2019.01.006,E. coli BL21 (DE3) with pETDuet-1-SE_acsL641P and fdh,Escherichia coli,Medium-chain fatty acids (MCFAs) (Medium-chain fatty acids),2.68 g/L,MOPS minimal medium,Glycerol,15 g/L,Shake flask,Not mentioned,48 h,30°C,,E. coli BL21 (DE3),,"SE_acsL641P, fdh",,yes
p58,10.1016.j.ymben.2019.01.006,E. coli BL21 (DE3) with pCDFDuet-1-SE_lpdA and r-BOX cycle,Escherichia coli,Medium-chain fatty acids (MCFAs) (Medium-chain fatty acids),4.5 g/L,MOPS minimal medium,Glycerol,15 g/L,Shake flask,Not mentioned,48 h,30°C,,E. coli BL21 (DE3),,"SE_lpdA, r-BOX cycle core enzymes (bktB, fadB, ter, ydiI)",,yes
p58,10.1016.j.ymben.2019.01.006,"E. coli BL21 (DE3) expressing sgRNAs pflB(g2), pfo(g3), maeA(g2), maeB(g2)",Escherichia coli,Medium-chain fatty acids (MCFAs) (Medium-chain fatty acids),7.35 g/L,MOPS minimal medium,Glycerol,15 g/L,Shake flask,Not mentioned,48 h,30°C,,E. coli BL21 (DE3),"pflB(g2), pfo(g3), maeA(g2), maeB(g2)","EF_lpdA (E. coli and Enterococcus faecalis PDH subunits: pdhA, pdhB, aceF, EF_lpdA)",,yes
,,,,,,,,,,,,,,,,,,
p59,10.1016.j.ymben.2019.09.003,AK01,,isoprenol (isoprenol),513 mg/L,EZ-Rich,glucose,1% (10 g/L),Flask,-,48 h,30°C,,-,-,"atoB, HMGS_Sc_o, HMGR_Sc_o, MK_Sc_co",PMD (S. cerevisiae),yes
p59,10.1016.j.ymben.2019.09.003,AK02,,isoprenol (isoprenol),1.05 g/L,EZ-Rich,glucose,1% (10 g/L),Flask,-,48 h,30°C,,-,-,"atoB, HMGS_Sc_o, HMGR_Sc_o, MK_Sc_co",PMD (S. cerevisiae),yes
p59,10.1016.j.ymben.2019.09.003,AK07,,isoprenol (isoprenol),1.34 g/L,EZ-Rich,glucose,1% (10 g/L),Flask,-,48 h,30°C,,-,-,"HMGS_Sc_co, HMGR_Sc_co, MK_Sc_co",PMD (S. cerevisiae),yes
p59,10.1016.j.ymben.2019.09.003,AK21,,isoprenol (isoprenol),1.6 g/L/2.74 g/L,EZ-Rich/ M9-MOPS,glucose,1%/2%,Flask,-,30 h/63 h,30°C,,-,-,"HMGS_Sc_co, HMGR_Sc_co, MK_Sc_co","PMD (S., R74G mutant)",yes
p59,10.1016.j.ymben.2019.09.003,AK26,,isoprenol (isoprenol),3.71 g/L,M9-MOPS,glucose,3% (30 g/L),Flask/Bioreactor (Fed-batch),-,63 h,30°C,,-,-,"HMGS_Sa, HMGR_Sa, MK_Sc_co",PMD (S. cerevisiae),yes
p59,10.1016.j.ymben.2019.09.003,AK30,,isoprenol (isoprenol),6.84 g/L,M9-MOPS,glucose,3% (30 g/L),Bioreactor (Fed-batch),-,79 h,30°C,,DH1,"ΔpoxB, ΔackA, Δpta","HMGS_Sa, HMGR_Sa, MK_Sc_co","PMD (S. cerevisiae, R74G mutant)",yes
p59,10.1016.j.ymben.2019.09.003,AK30,,isoprenol (isoprenol),10.8 g/L,M9-MOPS,glucose,3% (30 g/L),"Bioreactor (Fed-batch, two-phase)",-,95 h,30°C,,DH1,"ΔpoxB, ΔackA, Δpta","HMGS_Sa, HMGR_Sa, MK_Sc_co","PMD (S. cerevisiae, R74G mutant)",yes
,,,,,,,,,,,,,,,,,,
p60,10.1016.j.ymben.2020.04.010,MG-01 expressing 'TesARD-2,E. coli,Free C8 (Octanoic acid) (Octanoic acid),2.7 g/L,MOPS minimal,glucose,20 g/L,5-L fed-batch fermenter,6.8,48h,37°C / 30°C,,E. coli BL21,"TesA, fadE",'TesA variants,,yes
,,,,,,,,,,,,,,,,,,
p61,10.1016.j.ymben.2022.01.012,ST8927,Saccharomyces cerevisiae,Ergothioneine (ERG) (Ergothioneine),106.2 ± 2.6 mg/L,Minimal medium,Glucose,Not explicitly mentioned,Small-scale cultivations,6.0,Not explicitly mentioned,30°C,,Not explicitly mentioned,,,,yes
p61,10.1016.j.ymben.2022.01.012,ST8927,Saccharomyces cerevisiae,Ergothioneine (ERG) (Ergothioneine),"Various values in small-scale cultivations, up to 283 mg/L",Minimal medium,Glucose,60 g/L,96 deep-well plates,6.0,72h,30°C,,Not explicitly mentioned,Various targets knocked out in different strains,Various,,titer
p61,10.1016.j.ymben.2022.01.012,ST10165,Saccharomyces cerevisiae,Ergothioneine (ERG) (Ergothioneine),2.39 ± 0.08 g/L,Fed-batch fermentation medium,Glucose,20 g/L,Glucose-limited fed-batch fermentation,5.0,160h,30°C,,ST8927,SPE2,"STP1, MET14, MET16",,yes
,,,,,,,,,,,,,,,,,,
p62,10.1016.j.ymben.2022.02.004,Ms15,E. coli,ferulic acid (ferulic acid),3.5mM,ZYM,glucose,30mM,Shaker cultivation,7.5,15h,37°C,,BW25113,"add, deoD, yaiE, ushA","SAM2, ScSAHase, BHMT, ADO1",-,yes
p62,10.1016.j.ymben.2022.02.004,Ms27,E. coli,ferulic acid (ferulic acid),3.97mM,ZYM,glucose,30mM,Shaker cultivation,7.5,24h,37°C,,BW25113,"mtn, add, deoD, yaiE, ushA","SAM2, CpSAHase, CpAdo1, BHMT",-,yes
p62,10.1016.j.ymben.2022.02.004,Ms40,E. coli,vanillic acid (vanillic acid),3.84mM,ZYM,glucose,30mM,Shaker cultivation,7.5,4h,37°C,,BW25113,"add, deoD, yaiE, ushA, mtn","SAM2, ScSAHase, BHMT, CpADO1",HsOMT,yes
p62,10.1016.j.ymben.2022.02.004,Ms41,E. coli,creatine (creatine),2.16mM,ZYM,glucose,30mM,Shaker cultivation,7.5,32h,37°C,,BW25113,"add, deoD, yaiE, ushA, mtn","SAM2, ScSAHase, BHMT, CpADO1",RnGAMT,yes
p62,10.1016.j.ymben.2022.02.004,Ms42,E. coli,methylated DNA (methylated DNA),,MOPS,glucose,30mM,Shaker cultivation,7.5,15min,37°C,,BW25113,,"EcADK, SAM2, ScAdo1, CpSAH, BHMT, ScAdo1",-,titer
,,,,,,,,,,,,,,,,,,
p63,10.1016.j.ymben.2022.08.006,EMP01-pH,Escherichia coli,Hexanol (Hexanol),790 mg/L,M9,Glucose,10 g/L,,,,,,E. coli MG1655,proP,"ftsA, ftsZ, plsB, plsC",adhE2 (Clostridium acetobutylicum),KO
p63,10.1016.j.ymben.2022.08.006,EMP01-pO,Escherichia coli,Octanol (Octanol),60 mg/L,M9,Glucose,10 g/L,,,,,,E. coli MG1655,proP,"ftsA, ftsZ, plsB, plsC",ahr (E. coli),KO
p63,10.1016.j.ymben.2022.08.006,EMP01-pP,Escherichia coli,Phenethyl acetate (Phenethyl acetate),167 mg/L,M9,Glucose,10 g/L,,,,,,E. coli MG1655,proP,"ftsA, ftsZ, plsB, plsC","EHT1 (E. coli), acs, panK",KO
p63,10.1016.j.ymben.2022.08.006,EMP01-pB,Escherichia coli,Butyl butyrate (Butyl butyrate),78 mg/L,M9,Glucose,10 g/L,,,,,,E. coli MG1655,proP,"ftsA, ftsZ, plsB, plsC","EHT1 (E. coli), atoDA, panK",KO
p63,10.1016.j.ymben.2022.08.006,EMP01-M,Escherichia coli,AI-1 (AHL) (Acyl-homoserine lactones),2.4 higher,M9,Glucose,10 g/L,,,,,,E. coli MG1655,proP,"ftsA, ftsZ, plsB, plsC",LasI,KO
p63,10.1016.j.ymben.2022.08.006,EMP01-m,Escherichia coli,AI-2 (autoinducer-2),,M9,Glucose,10 g/L,,,,,,E. coli MG1655,proP,"ftsA, ftsZ, plsB, plsC","Mtn, LuxS",KO
,,,,,,,,,,,,,,,,,,
p64,10.1016.j.ymben.2023.04.005,ATCC 824 (pCD07239),Clostridium acetobutylicum,butanol (butanol),1.38 g/L,CGM,glucose,8 g/L,"closed serum bottle, 20% CO2 and 80% H2",> 5.0,72h,37°C,,C. acetobutylicum ATCC 824,"CA_C3201, CA_C2310, CA_C2083, CA_C0291, CA_C2264, CA_C0578 (knockdown)","CD630_0727, CD630_0728",CD630_0723∼CD630_0729 from C. difficile,KO
p64,10.1016.j.ymben.2023.04.005,ATCC 824 (pCD07239),Clostridium acetobutylicum,butanol (butanol),13.8 g/L,CGM,glucose,80 g/L,"2-L bioreactor, batch mode",> 5.0,,37°C,,C. acetobutylicum ATCC 824,"CA_C3201, CA_C2310, CA_C2083, CA_C0291, CA_C2264, CA_C0578 (knockdown)","CD630_0727, CD630_0728",CD630_0723∼CD630_0729 from C. difficile,KO
,,,,,,,,,,,,,,,,,,
p65,10.1021.acs.jafc.3c06629,E. coli TYR-14B1 & E. coli MalCoA-29D4,Escherichia coli,pterostilbene (pterostilbene),134.84 ± 9.28 mg/L,Modified M9,glucose,15 g/L,shake-flask,7.0,48 h,37 °C,,"E. coli DH5α, E. coli TYR-14B1, E. coli TYR-30, E. coli MalCoA-30, E. coli MalCoA-29D4",pabA,-,"TAL214C (Rhodotorula glutinis), 4CL214C (Arabidopsis thaliana), STS53, ROMT18 (Vitis vinifera)",yes
,,,,,,,,,,,,,,,,,,
p66,10.1021.acs.jafc.8b07270,EcPHY-G81 (E. coli),bacteria,(R)-α-ionone ((R)-α-ionone),285-400 mg/L,Media described by Riesenberg et al.,Not specified,Not specified,"2 L - 150 L, Fed-batch",Not specified,,,,E. coli,,"crtB, crtE, crtI, mutated plant lycopene epsilon-cyclase, mutated plant carotenoid cleavage dioxygenase","crtB, crtE, crtI (E. herbicola)",yes
,,,,,,,,,,,,,,,,,,
p67,10.1021.acs.jafc.9b04519,BS106,Saccharomyces cerevisiae,Lycopene (Lycopene),"310 mg/L in shake-flask, 3.28 g/L in 7 L fermenter","Synthetic complete medium, YPD medium, YPDG medium","Glucose, anhydrous ethanol","Controlled below 1-2 g/L (glucose), below 5 g/L (ethanol)",7-L fermenter (two-stage fed-batch fermentation),5.0,Not specified,30°C,,S. cerevisiae CEN.PK2-1D,"gal1, gal7, gal10, gal80","POS5, ALD6, ACS, ADH2","crtE, crtB, crtI from Taxus x media, Pantoea agglomerans, Blakeslea trispora (optimal combination PaCrtE, PagCrtB, BtCrtI)",KO
,,,,,,,,,,,,,,,,,,
p68,10.1021.acssynbio.0c00225,NEB10β-∆xylR-∆xylAB,Escherichia coli,GFPmut2 (GFPmut2),Not specified,LB,Xylose,"0, 1, 2.5, 5 g/L",Not specified,,5 hrs,30 ºC,,NEB10β,"xylA, xylB, xylR","xylR-WT, xylRmut17, xylRmut36",,titer
p68,10.1021.acssynbio.0c00225,NEB10β-∆xylR-∆xylAB,Escherichia coli,mKate2 (mKate2),Not specified,LB,Xylose,"0, 1, 2.5, 5, 10 g/L",Not specified,,Not specified,30 ºC,,NEB10β,"xylA, xylB, xylR","xylR-WT, xylRmut17, xylRmut36",,titer
p68,10.1021.acssynbio.0c00225,NEB10β-∆xylR-∆xylAB,Escherichia coli,β-galactosidase (β-galactosidase),Not specified,LB,Xylose,"0.2, 0.4, 0.5, 0.6, 0.8, 1 g/L",Not specified,,15 hrs,30 ºC,,NEB10β,"xylA, xylB, xylR","xylR-WT, xylRmut17",,titer
p68,10.1021.acssynbio.0c00225,NEB10β-∆xylR-∆xylAB-xylR-WT-crtEBI,Escherichia coli,Lycopene (Lycopene),Maximum level at  0.6 g/L (higher in NEB10β-∆xylR background without xylAB deletion),LB,Xylose,"0.4, 0.6 g/L",Not specified,,Not specified,30 ºC,,NEB10β,"xylA, xylB, xylR",xylR-WT,crtEBI,yes
p68,10.1021.acssynbio.0c00225,NEB10β-∆xylR-xylR-WT-crtEBI,Escherichia coli,Lycopene (Lycopene),Maximum level at 0.4 g/L (higher in NEB10β background),LB,Xylose,"0.4, 0.6 g/L",Not specified,,Not specified,30 ºC,,NEB10β,xylR,xylRmut17,crtEBI,yes
,,,,,,,,,,,,,,,,,,
p69,10.1021.acssynbio.0c00648,E. coli Mad1415,Mad1415,adipic acid (adipic acid),0.013 g/L,SOB medium,glucose,4 g/L,"serum bottles, batch",-,72h,37°C,,E. coli JM109,"sucD, ldhA, atoB",RADP,,yes
p69,10.1021.acssynbio.0c00648,E. coli Mad1415s,Mad1415,adipic acid (adipic acid),0.27 g/L,SOB medium,glucose,4 g/L,"serum bottles, batch",-,72h,37°C,,E. coli Mad1415,,"pyc, mdh, frdABCD",,OE
p69,10.1021.acssynbio.0c00648,Mad1415-F8NAspf,Mad1415,adipic acid (adipic acid),0.30 g/L,SOB medium,glucose,4 g/L,"serum bottles, batch",-,72h,37°C,,E. coli Mad1415,,"pyc, mdh, frdABCD",,yes
p69,10.1021.acssynbio.0c00648,Mad1415-F8NA4s7pf,Mad1415,adipic acid (adipic acid),0.53 g/L,SOB medium,glucose,4 g/L,"serum bottles, batch",-,72h,37°C,,E. coli Mad1415,,"sucD, pyc, frdABCD, FNR",,yes
,,,,,,,,,,,,,,,,,,
p70,10.1021.acssynbio.2c00003,Cg01,Candida glycerinogenes,geraniol (geraniol),6.9 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,,CrGES,yes
p70,10.1021.acssynbio.2c00003,Cg02,Candida glycerinogenes,geraniol (geraniol),25.4 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,,tCrGES,yes
p70,10.1021.acssynbio.2c00003,Cg11,Candida glycerinogenes,geraniol (geraniol),274.1 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,"IDI1, tHMGR",tCrGES,yes
p70,10.1021.acssynbio.2c00003,Cg15,Candida glycerinogenes,geraniol (geraniol),360.4 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,"Erg20ww, IDI1, tHMGR",tCrGES,yes
p70,10.1021.acssynbio.2c00003,Cg16,Candida glycerinogenes,geraniol (geraniol),429.7 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,"Erg20ww-tCrGES, IDI1, tHMGR",,yes
p70,10.1021.acssynbio.2c00003,Cg17,Candida glycerinogenes,geraniol (geraniol),489.1 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,"ScCK, AtIPK, Erg20ww-tCrGES, IDI1, tHMGR",tCrGES,yes
p70,10.1021.acssynbio.2c00003,Cg18,Candida glycerinogenes,geraniol (geraniol),858.4 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,"IDI1, Erg20ww-tCrGES, ScCK, AtIPK, tHMGR",tCrGES,yes
p70,10.1021.acssynbio.2c00003,Cg18YlALK1,Candida glycerinogenes,geraniol (geraniol),543.3 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,Erg20ww-tCrGES,,OE/parent strain
p70,10.1021.acssynbio.2c00003,Cg18CUP1,Candida glycerinogenes,geraniol (geraniol),431.5 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,Erg20ww-tCrGES,,OE/parent strain
p70,10.1021.acssynbio.2c00003,Cg18HXT7,Candida glycerinogenes,geraniol (geraniol),463.2 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,Erg20ww-tCrGES,,OE/parent strain
p70,10.1021.acssynbio.2c00003,Cg20,Candida glycerinogenes,geraniol (geraniol),933.7 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,Erg20ww-tCrGES,,OE/parent strain
p70,10.1021.acssynbio.2c00003,Cg22,Candida glycerinogenes,geraniol (geraniol),1132.9 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,Erg20ww-tCrGES,,OE/parent strain
p70,10.1021.acssynbio.2c00003,Cg22 (18 h induction),Candida glycerinogenes,geraniol (geraniol),1194.6 mg/L,YPD medium,glucose,20 g/L,shake flask,6.0,18 h,30 °C,,C. glycerinogenes,,Erg20ww-tCrGES,,OE/parent strain
,,,,,,,,,,,,,,,,,,
p71,10.1021.acssynbio.3c00315,BP,Bacillus subtilis,d-Pantothenic Acid (DPA) (d-Pantothenic Acid),0.59 g/L,"LB, fermentation medium",glucose,40 g/L,"shake flasks, 5 L bioreactor batch",6.8,"10 h, 72 h","37°C, 41°C",,B. subtilis 168,"*panE*, *ilvA*, *pdhA*, *pta*, *alsD*, *mmgA*, *lctE* (varied among constructs)","*panBCD*, *panE*, *ilvD*, *panBCDT*, *P43*, *panBCD*, *glcP*, *glcK*",none,OE
p71,10.1021.acssynbio.3c00315,BPE,Bacillus subtilis,d-Pantothenic Acid (DPA) (d-Pantothenic Acid),0.79 g/L,"LB, fermentation medium",glucose,40 g/L,"shake flasks, 5 L bioreactor batch",6.8,"10 h, 72 h","37°C, 41°C",,B. subtilis 168,*panE*,"*panBCD*, *panBCDT*",none,OE
p71,10.1021.acssynbio.3c00315,BPEDSΔI,Bacillus subtilis,d-Pantothenic Acid (DPA) (d-Pantothenic Acid),0.85 g/L,"LB, fermentation medium",glucose,40 g/L,"shake flasks, 5 L bioreactor batch",6.8,72 h,"37°C, 41°C",,B. subtilis 168,*ilvA*,"*panE*, *ilvD*, *alsS*, *panBCD*",none,yes
p71,10.1021.acssynbio.3c00315,SPKΔIG,Bacillus subtilis,d-Pantothenic Acid (DPA) (d-Pantothenic Acid),1.46 g/L,"LB, fermentation medium",glucose,40 g/L,"shake flasks, 5 L bioreactor batch",6.8,72 h,"37°C, 41°C",,B. subtilis 168,"*ptsG*, *ilvA*","*panE*, *ilvD*, *alsS*, *glcPK*",none,yes
p71,10.1021.acssynbio.3c00315,U3BPES,Bacillus subtilis,d-Pantothenic Acid (DPA) (d-Pantothenic Acid),"5.11 g/L (shake flasks), 21.52 g/L (fed-batch fermentations)","LB, fermentation medium","glucose, glycerin",40 g/L (50 g/L during fed-batch),"shake flasks, fed-batch cultures",~6.8,"6 h initial, up to 19 h","37°C, 41°C",,B. subtilis 168,varied (see above),"*panBCD*, *ilvD*, *panE*, *alsS*, additional copies of *panBCD*, *glcP*, *glcK*",none,KO
,,,,,,,,,,,,,,,,,,
p72,10.1038.s41467-022-29215-6,"Bgly2-Tyr, Bglc2-Sal",,Salidroside (Salidroside),1552 ± 27 mg/L,M9 media,Glucose and glycerol,15 g/L each,3 L bioreactors,7.0,84 h,37 °C,,BW25113,"pykA, pykF, glpK, glk, ptsG, manXYZ, ppc",gdhA++ (glutamate dehydrogenase),Salidroside biosynthetic pathway genes,yes
p72,10.1038.s41467-022-29215-6,"Bgly2-Caf, Bglc2-Con, Bglc2-Sil",,Silybin/Isosilybin (Silybin/Isosilybin),2.02 mg/L,M9 media,Glucose and glycerol,15 g/L each,Shake flasks,7.0,48 h,37 °C,,BW25113,"pykA, pykF, glpK, glk, ptsG, manXYZ, ppc",gdhA-DmpR (with proteinase-degradation-tag SsrA),"pathway genes for caffeate, coniferol, taxifolin, silybin/isosilybin biosynthesis",yes
,,,,,,,,,,,,,,,,,,
p73,10.1073.pnas.0812364106,S. cerevisiae 424A(LNH-ST),Aspergillus,ethanol (ethanol),40 g/L,"YEP, AFEX-CS hydrolysate","glucose, xylose","glucose (70 g/L), xylose (40 g/L)",250 ml unbaffled flask,5.5,144 h,30 °C,,Not provided,Not provided,Not provided,Not provided,yes
,,,,,,,,,,,,,,,,,,
p74,10.1093.jimb.kuab050,JCY4,Saccharomyces cerevisiae,mevalonate (mevalonate),~10-fold enhancement compared to control,SC-dropout,glucose,unspecified,not specified,not specified,2 days,30°C,,CEN.PK2-1C,none,none,"Ef-mvaE, Ef-mvaS",yes
p74,10.1093.jimb.kuab050,SIY23,Saccharomyces cerevisiae,mevalonate (mevalonate),~10-fold enhancement compared to control,SC-dropout,glucose,unspecified,not specified,not specified,2 days,30°C,,CEN.PK2-1C,none,none,"Ef-mvaE, Ef-mvaS",OE
p74,10.1093.jimb.kuab050,JCY8,Saccharomyces cerevisiae,mevalonate (mevalonate),"1,030 ± 30 mg/l",SC-dropout,glucose,unspecified,not specified,not specified,7 days,30°C,,CEN.PK2-1C,Δadh1/Δgpd1,none,"Ef-mvaE, Ef-mvaS",yes
