paper number,doi,strain names,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
p85,10.1002.bit.22502,XQ52 (p15SpeC) in HCDC,bacteria,putrescine (putrescine),24.2 g L⁻¹,R/2 medium,glucose,Fed-batch,pH-stat,6.8,32 h,37°C,XQ43,rpoS,speC,-
p86,10.1002.bit.22918,XQ56 (p15CadA),Escherichia coli,"cadaverine (1,5-diaminopentane)",1.31 g L⁻¹,R/2 medium,glucose,10 g L⁻¹,Batch,6.80,-,37,WL3110,"speE, speG, ygjG, puuPA",cadA (plasmid),dapA (chromosomal)
p86,10.1002.bit.22918,XQ64 (p15CadA),Escherichia coli,"cadaverine (1,5-diaminopentane)",9.61 g L⁻¹,R/2 medium,glucose,Fed-batch control,"Fed-batch, pH-stat",6.80,30,37,XQ56,"speE, speG, ygjG, puuPA","cadA (plasmid), dapA, dapB, lysA (chromosomal)",ddh (C. glutamicum)
p87,10.1002.bit.22984,W3110,Escherichia coli,propanol (propanol),not specified,nitrogen-free minimal medium,glucose,2 mM maintained through feeding,"100 mL fermentor, fed-batch",not specified,2 h,25°C,W3110,"iclR, fumC, fumA, fumB",-,P450 PMO R2
p87,10.1002.bit.22984,Pgi,Escherichia coli,propanol (propanol),not specified,nitrogen-free minimal medium,glucose,2 mM maintained through feeding,"100 mL fermentor, fed-batch",not specified,2 h,25°C,W3110,-,-,P450 PMO R2
p87,10.1002.bit.22984,NdhNuo,Escherichia coli,propanol (propanol),not specified,nitrogen-free minimal medium,glucose,2 mM maintained through feeding,"100 mL fermentor, fed-batch",not specified,2 h,25°C,W3110,arcA,-,P450 PMO R2
p87,10.1002.bit.22984,NdhNuoAdhLdh,Escherichia coli,propanol (propanol),not specified,nitrogen-free minimal medium,glucose,2 mM maintained through feeding,"100 mL fermentor, fed-batch",not specified,2 h,25°C,W3110,ptsG,-,P450 PMO R2
p87,10.1002.bit.22984,NdhAdhLdh,Escherichia coli,propanol (propanol),not specified,nitrogen-free minimal medium,glucose,2 mM maintained through feeding,"100 mL fermentor, fed-batch",not specified,2 h,25°C,W3110,"frdABCD, aspA",-,P450 PMO R2
p87,10.1002.bit.22984,NdhAdhLdhPgi,Escherichia coli,propanol (propanol),not specified,nitrogen-free minimal medium,glucose,2 mM maintained through feeding,"100 mL fermentor, fed-batch",not specified,2 h,25°C,NdhAdhLdh,lacI,-,P450 PMO R2
p87,10.1002.bit.22984,dcP450 PMO R2 in W3110,Escherichia coli,propanol (propanol),not specified,nitrogen-free minimal medium,glucose,2 mM maintained through feeding,"100 mL fermentor, fed-batch",not specified,2 h,25°C,W3110,galP promoter replacement,-,dcP450 PMO R2
p88,10.1002.bit.23069,BAP1,Escherichia coli,6-dEB (6-deoxyerythronolide B),75.6 ± 3.2 mg L⁻¹,Shake flask,Propionate,20 mM,Batch,7.6,120 h,22°C,,,"pBP130, pBP144",
p88,10.1002.bit.23069,TB3,Escherichia coli,6-dEB (6-deoxyerythronolide B),101.0 ± 7.5 mg L⁻¹,Shake flask,Propionate,20 mM,Batch,7.6,120 h,22°C,BAP1,ygfH,,"pBP130, pBP144"
p88,10.1002.bit.23069,TB3 (with exogenous MM),Escherichia coli,6-dEB (6-deoxyerythronolide B),>100 mg L⁻¹,Shake flask,Propionate + Methylmalonate,20 mM each,Batch,7.6,120 h,22°C,BAP1,ygfH,,"pBP130, pBP144"
p88,10.1002.bit.23069,BAP1 (prpE overexpression),Escherichia coli,6-dEB (6-deoxyerythronolide B),No significant change,Shake flask,Propionate,20 mM,Batch,7.6,120 h,22°C,,,prpE (from pACYCDuet-prpE),
p88,10.1002.bit.23069,BAP1 (atoC overexpression),Escherichia coli,6-dEB (6-deoxyerythronolide B),1.44-fold increase,Shake flask,Propionate,20 mM,Batch,7.6,120 h,22°C,,,atoC (from pACYCDuet-atoC),
p88,10.1002.bit.23069,TB3 (prpE + atoC overexpression),Escherichia coli,6-dEB (6-deoxyerythronolide B),134.1 ± 6.6 mg L⁻¹,Shake flask,Propionate,20 mM,Batch,7.6,120 h,22°C,BAP1,ygfH,"prpE, atoC (from respective plasmids)","pBP130, pBP144"
p88,10.1002.bit.23069,BAP1 (mce overexpression),Escherichia coli,6-dEB (6-deoxyerythronolide B),97.9 ± 7.32 mg L⁻¹,Shake flask,Propionate + Methylmalonate,20 mM each,Batch,7.6,120 h,22°C,,,mce (from pCDFDuet-mce-sbm),
p88,10.1002.bit.23069,BAB2 (ygf deletion),Escherichia coli,6-dEB (6-deoxyerythronolide B),3.39 ± 0.74 mg L⁻¹,Shake flask,Methylmalonate,20 mM,Batch,7.6,120 h,22°C,BAP1,ygfH,"matBC, mce (from respective plasmids)",
p88,10.1002.bit.23069,TB3 (Sbm-MCE pathway),Escherichia coli,6-dEB (6-deoxyerythronolide B),96.4 ± 5.6 mg L⁻¹,Shake flask,Propionate + Succinate,20 mM each,Batch,7.6,120 h,22°C,BAP1,ygfH,"sbm, mce (from pCDFDuet-mce-sbm)",
p89,10.1002.bit.23259,H,Escherichia coli,Hydrogen (Hydrogen),6.19 mmol H₂/mol glucose,M63A,Glucose,7.5 g/L,"Screwcap Erlenmeyer flask, anaerobic",Not specified,26 h,25°C,E. coli BL21(DE3),-,-,hydAEFG (from C. acetobutylicum)
p89,10.1002.bit.23259,HFdY,Escherichia coli,Hydrogen (Hydrogen),9.40 mmol H₂/mol glucose,M63A,Glucose,7.5 g/L,"Screwcap Erlenmeyer flask, anaerobic",Not specified,26 h,25°C,E. coli BL21(DE3),-,zwf,"hydAEFG + FdxA, yumC (from C. pasteurianum, B. subtilis)"
p89,10.1002.bit.23259,HFdYg,Escherichia coli,Hydrogen (Hydrogen),Improved yield,M63A,Glucose,7.5 g/L,"Screwcap Erlenmeyer flask, anaerobic",Not specified,26 h,25°C,E. coli BL21(DE3),-,"zwf, glpX","hydAEFG + FdxA, yumC"
p89,10.1002.bit.23259,HFdYgz,Escherichia coli,Hydrogen (Hydrogen),Further improved yield,M63A,Glucose,7.5 g/L,"Screwcap Erlenmeyer flask, anaerobic",Not specified,26 h,25°C,E. coli BL21(DE3),-,"zwf, glpX","hydAEFG + FdxA, yumC"
p90,10.1002.bit.24868,CWF4,,fumaric acid (fumaric acid),1.45 g/L,MR medium,glucose,15 g/L,"Flask, batch",7.0,24 h,37°C,E. coli W3110,"iclR, fumC, fumA, fumB",-,-
p90,10.1002.bit.24868,CWF41,,fumaric acid (fumaric acid),4.09 g/L,MR medium,glucose,15 g/L,"Flask, batch",7.0,24 h,37°C,CWF4,-,ppc,-
p90,10.1002.bit.24868,CWF51,,fumaric acid (fumaric acid),4.9 g/L,MR medium,glucose,15 g/L,"Flask, batch",7.0,24 h,37°C,CWF41,arcA,-,-
p90,10.1002.bit.24868,CWF61,,fumaric acid (fumaric acid),5.35 g/L,MR medium,glucose,20 g/L,"Flask, batch",7.0,24 h,37°C,CWF51,ptsG,-,-
p90,10.1002.bit.24868,CWF81,,fumaric acid (fumaric acid),5.85 g/L,MR medium,glucose,20 g/L,"Flask, batch",7.0,24 h,37°C,CWF61,"frdABCD, aspA",-,-
p90,10.1002.bit.24868,CWF811,,fumaric acid (fumaric acid),6.25 g/L*,MR medium,glucose,20 g/L,"Flask, batch (with L-aspartic acid supplementation)",7.0,24 h,37°C,CWF81,lacI,-,-
p90,10.1002.bit.24868,CWF812,,fumaric acid (fumaric acid),28.2 g/L,MR medium,glucose,Fed-batch,"Fermentor, fed-batch",7.0,63 h,37°C,CWF81,galP promoter replacement,-,-
p91,10.1002.bit.25123,"M7, M8",budding yeast,"amorpha-4,11-diene (amorpha-4,11-diene)",6-fold increase over parental strain,SD + galactose,galactose,2%,not specified,not specified,not specified,30°C,BY4742,,thmg1,ADS (from A. annua)
p91,10.1002.bit.25123,M3-2nd,budding yeast,"amorpha-4,11-diene (amorpha-4,11-diene)",>13-fold increase over parental strain,SD + galactose,galactose,2%,not specified,not specified,not specified,30°C,BY4742,,"erg10, erg13, thmg1, erg12",ADS (from A. annua)
p92,10.1002.bit.25198,F0,E. coli,farnesene (farnesene),130 mg/L,2xTY,glycerol,2%,shake flask,not specified,48 h,30°C,E. coli BL21(DE3),-,afs,afs
p92,10.1002.bit.25198,F1,E. coli,farnesene (farnesene),130 mg/L,2xTY,glycerol,2%,shake flask,not specified,48 h,30°C,E. coli BL21(DE3),-,"ispA, afs","ispA, afs"
p92,10.1002.bit.25198,F2,E. coli,farnesene (farnesene),decreased,2xTY,glycerol,2%,shake flask,not specified,48 h,30°C,F1,-,increased ERG13,-
p92,10.1002.bit.25198,F3,E. coli,farnesene (farnesene),decreased,2xTY,glycerol,2%,shake flask,not specified,48 h,30°C,F1,-,increased ERG8,-
p92,10.1002.bit.25198,F4,E. coli,farnesene (farnesene),731 mg/L,2xTY,glycerol,2%,shake flask,not specified,48 h,30°C,F1,-,increased Idi,-
p93,10.1002.bit.25239,XL122,Saccharomyces cerevisiae,fatty acids (fatty acids),124 mg/L,minimal media,glucose,20 g/L,shake flask,not specified,not specified,30°C,YPH499,"FAA1, FAA4, POX1","ACC1, eutE",-
p93,10.1002.bit.25239,DG005,Saccharomyces cerevisiae,fatty acids (fatty acids),140 mg/L,SC-URA media,glucose,20 g/L,shake flask,not specified,not specified,30°C,DG001,ADH1,-,-
p93,10.1002.bit.25239,XL121,Saccharomyces cerevisiae,fatty acids (fatty acids),106 mg/L,minimal media,glucose,20 g/L,shake flask,not specified,not specified,30°C,YPH499,"FAA1, FAA4, POX1",-,-
p93,10.1002.bit.25239,DG003,Saccharomyces cerevisiae,fatty acids (fatty acids),81 mg/L,SC media,glucose,20 g/L,shake flask,not specified,not specified,30°C,YPH499,"FAA1, FAA4",-,-
p93,10.1002.bit.25239,XL124,Saccharomyces cerevisiae,fatty acids (fatty acids),not specified,minimal media,glucose,20 g/L,shake flask,not specified,not specified,30°C,XL121,-,adhE,-
p94,10.1002.bit.25488,SP1,Saccharomyces cerevisiae,L-lactic acid (L-lactic acid),25.6 g/L,YSC-URA medium with 8% (v/v) glucose,glucose,8% (v/v),shake flask,not specified,30 h,30°C,CEN.PK2-1D,pdc1,-,Pelodiscus sinensis LDH
p94,10.1002.bit.25488,SP2,Saccharomyces cerevisiae,L-lactic acid (L-lactic acid),35 g/L,YP medium with 8% (v/v) glucose,glucose,8% (v/v),shake flask,not specified,-,30°C,CEN.PK2-1D,"pdc1, cyb2, gpd1","PGK1-LDH, CCW12-LDH",-
p94,10.1002.bit.25488,SP4,Saccharomyces cerevisiae,L-lactic acid (L-lactic acid),reduced (not specified),YP medium with 8% (v/v) glucose,glucose,8% (v/v),shake flask,not specified,-,30°C,SP2,nde1,-,-
p94,10.1002.bit.25488,SP5,Saccharomyces cerevisiae,L-lactic acid (L-lactic acid),35.8 g/L,YP medium with 8% (v/v) glucose,glucose,8% (v/v),shake flask,not specified,-,30°C,SP4,-,additional CCW12-LDH,-
p94,10.1002.bit.25488,SP7,Saccharomyces cerevisiae,L-lactic acid (L-lactic acid),37.8 g/L,modified YP medium with 60 g/L glucose,glucose,60 g/L,"2-L jar fermentor, fed-batch",3.5,30 h,30°C,SP5,nde2,-,-
p94,10.1002.bit.25488,SP7 (fed-batch),Saccharomyces cerevisiae,L-lactic acid (L-lactic acid),117 g/L,modified YP medium,glucose,continuously fed,"2-L jar fermentor, fed-batch",3.5,-,30°C,-,-,-,-
p95,10.1002.bit.25683,S. cerevisiae CEN.PK113-5D (pIST01-03),Saccharomyces cerevisiae,farnesene (farnesene),4 mg/L,minimal medium,glucose,20 g/L,"shake flask, no feed",5,48 h,30°C,CEN.PK113-5D,-,-,"farnesene synthase (M. domestica, C. junos, A. annua)"
p95,10.1002.bit.25683,S. cerevisiae CEN.PK113-5D (pIST04-06),Saccharomyces cerevisiae,farnesene (farnesene),"6 mg/L (M. domestica), 4.5 mg/L (C. junos), 3.5 mg/L (A. annua)",minimal medium,glucose,20 g/L,"shake flask, no feed",5,48 h,30°C,CEN.PK113-5D,-,tHMG1,"farnesene synthase (M. domestica, C. junos, A. annua)"
p95,10.1002.bit.25683,SCICK16 (pIST04-06),Saccharomyces cerevisiae,farnesene (farnesene),"up to 170 mg/L (M. domestica), 160 mg/L (C. junos), 120 mg/L (A. annua)",minimal medium,glucose,"20 g/L (batch), 200 g/L (feed)","2.5 L bioreactor, fed-batch, RQ-controlled",5,-,30°C,SCICK16,"PHXT1-ERG9, dpp1D, lpp1D",tHMG1,"farnesene synthase (M. domestica, C. junos, A. annua)"
p95,10.1002.bit.25683,SCIGS24 (pISP15),Saccharomyces cerevisiae,santalene (a-santalene),163 mg/L,minimal medium,glucose,30 g/L (batch),"2.5 L bioreactor, fed-batch, RQ-controlled",5,-,30°C,SCIGS24,"PHXT1-ERG9, dpp1D, lpp1D, ERG20"", GDH2"", gdh1D",-,santalene synthase (C. lansium)
p96,10.1016.j.bbrc.2009.12.013,BW25113 frdC,Escherichia coli,"Hydrogen, Ethanol (Hydrogen, Ethanol)",-,Glycerol medium,Glycerol,10 g/L,"Sealed crimp-top vials, batch",6.3,5-24h,37°C,BW25113,frdC,-,-
p96,10.1016.j.bbrc.2009.12.013,HW2,Escherichia coli,"Hydrogen, Ethanol (Hydrogen, Ethanol)","21±3 μmol/mg protein (Hydrogen at 5h), 2.1±0.3 mg/mg protein (Ethanol at 5h)",Glycerol medium,Glycerol,10 g/L,"Sealed crimp-top vials, batch",6.3,5-24h,37°C,BW25113 frdC,frdC,gldA (induced),-
p97,10.1016.j.ymben.2006.10.005,EPY213,Saccharomyces cerevisiae,amorphadiene (amorphadiene),-,SD medium,2% galactose,-,batch,-,7 days,30°C,-,-,"ADS, tHMGR, upc2-1, PMET3-ERG9",-
p97,10.1016.j.ymben.2006.10.005,PDB101,Saccharomyces cerevisiae,amorphadiene (amorphadiene),decreased,SD medium,2% galactose,-,batch,-,7 days,30°C,EPY213,ALD6,-,-
p97,10.1016.j.ymben.2006.10.005,PDB102,Saccharomyces cerevisiae,amorphadiene (amorphadiene),decreased,SD medium,2% galactose,-,batch,-,7 days,30°C,EPY213,ALD6 (integrated),-,-
p97,10.1016.j.ymben.2006.10.005,PDB103,Saccharomyces cerevisiae,amorphadiene (amorphadiene),increased,SD medium,2% galactose,-,batch,-,2 days,30°C,EPY213,ACS1,-,-
p97,10.1016.j.ymben.2006.10.005,PDB104,Saccharomyces cerevisiae,amorphadiene (amorphadiene),increased,SD medium,2% galactose,-,batch,-,2 days,30°C,EPY213,ACS1 (integrated),-,-
p97,10.1016.j.ymben.2006.10.005,PDB105,Saccharomyces cerevisiae,amorphadiene (amorphadiene),slightly increased,SD medium,2% galactose,-,batch,-,7 days,30°C,EPY213,"ALD6, ACS1",-,-
p97,10.1016.j.ymben.2006.10.005,PDB106,Saccharomyces cerevisiae,amorphadiene (amorphadiene),-,SD medium,2% galactose,-,batch,-,-,30°C,EPY213,Salmonella acs,-,Salmonella acs
p97,10.1016.j.ymben.2006.10.005,PDB107,Saccharomyces cerevisiae,amorphadiene (amorphadiene),higher than PDB105,SD medium,2% galactose,-,batch,-,-,30°C,EPY213,"ALD6, Salmonella acs (L641P)",-,Salmonella acs (L641P)
p97,10.1016.j.ymben.2006.10.005,PDB108,Saccharomyces cerevisiae,amorphadiene (amorphadiene),over 0.6mM,SD medium,2% galactose,-,batch,-,8 days,30°C,EPY224,"ALD6, Salmonella acs (L641P)",-,Salmonella acs (L641P)
p98,10.1016.j.ymben.2009.01.002,BL21(DE3) pYdbK pAF,Escherichia coli,H2 (Hydrogen),9-fold enhancement,MOPS minimal,0.5% glucose,-,"serum bottles, batch",7.0,17-24h,37°C,BL21(DE3),-,"ydbK, HydA, HydF, HydG, HydE, CpFdx",CpFdx
p98,10.1016.j.ymben.2009.01.002,BL21(DE3)ΔiscR pYdbK pAF,Escherichia coli,H2 (Hydrogen),2-fold increase,MOPS minimal,0.5% glucose,-,"serum bottles, batch",7.0,17-24h,37°C,BL21(DE3),iscR,"ydbK, HydA, HydF, HydG, HydE",CpFdx
p98,10.1016.j.ymben.2009.01.002,BL21(DE3)ΔiscR pYdbK pAF pBsAmyE,Escherichia coli,"H2, starch breakdown (Hydrogen, starch-dependent)",-,MOPS minimal,0.2% potato starch,-,"serum bottles, batch",7.0,-,37°C,BL21(DE3),iscR,"ydbK, HydA, HydF, HydG, HydE, AmyE",AmyE from B. subtilis
p99,10.1016.j.ymben.2009.02.002,E. coli BL21(DE3),Escherichia coli,"2-Pyrone-4,6-dicarboxylic acid (PDC) (2-Pyrone-4,6-dicarboxylic acid (PDC))",0.35 mg/l,minimal medium,glucose,2 g/l,"shaken flask, batch",not specified,48 hours,37°C,E. coli B,-,"aroFfbr, aroB, ubiC, pobA, ligABC",qutC (from Emericella (Aspergillus) nidulans)
p100,10.1016.j.ymben.2009.07.002,NZN111,E. coli,succinate (succinic acid),Up to 20% increase,M9 minimal media,glucose,10 g/L,Batch (microaerobic),Not specified,24h,37°C,E. coli K12,"ldhA, pflB","ldhA, hyfF, grxB, nuoC, ygfT, moaE, pfkB, MarA, yhcAD, argA",-
p101,10.1016.j.ymben.2010.11.002,JUDE-1,Escherichia coli,IgG (Immunoglobulin G),1-4 mg/L,modified NU,"glycerol, glucose","0.5%, 0.05%",shake flask,not specified,16h,25°C after 0.7 OD600 at 37°C,DH10B,-,"various molecular chaperones (e.g. DsbA, DsbC, FkpA)","human IgG1 variants (26.10, 9c8, M18.1)"
p102,10.1016.j.ymben.2011.09.006,AMS001,Escherichia coli,ethanol (ethanol),not specified,LB with 20g/l glucose,glucose,20g/l,"shake flask, batch",not specified,24h,37°C,GJT001,ubiCA,-,Z. mobilis pdc and adh (in pLOI295)
p102,10.1016.j.ymben.2011.09.006,AMS001 (pLOI295),Escherichia coli,ethanol (ethanol),12.5mM,LB with glycerol,glycerol,not specified,"shake flask, batch",not specified,until glycerol depletion,37°C,AMS001,ubiCA,-,Z. mobilis pdc and adh
p102,10.1016.j.ymben.2011.09.006,AMS001 (pCRADH2),Escherichia coli,ethanol (ethanol),4.2mM,LB with glycerol,glycerol,not specified,"shake flask, batch",not specified,until glycerol depletion,37°C,AMS001,ubiCA,-,mutated adhE* (in pCRADH2)
p102,10.1016.j.ymben.2011.09.006,AMS002 (pLOI295),Escherichia coli,ethanol (ethanol),55mM,LB with glycerol,glycerol,not specified,"shake flask, batch",not specified,until glycerol depletion,37°C,AMS002,"ubiCA, ldhA",-,Z. mobilis pdc and adh
p102,10.1016.j.ymben.2011.09.006,AMS002 (pCRADH2),Escherichia coli,ethanol (ethanol),varies,LB with glycerol,glycerol,not specified,"shake flask, batch",not specified,until glycerol depletion,37°C,AMS002,"ubiCA, ldhA",-,mutated adhE* (in pCRADH2)
p103,10.1016.j.ymben.2012.07.002,JCL166/pHM10H/pHL101,Escherichia coli,hexanoic acid (hexanoic acid),-,LB,1% glucose,-,batch,-,48h,30°C,JCL166,"ldhA, adhE, frdBC","AtoB, mBACH, Crt, Hbd",mBACH
p103,10.1016.j.ymben.2012.07.002,JCL166/pHM10C/pHL101,Escherichia coli,hexanoic acid (hexanoic acid),decreased,LB,1% glucose,-,batch,-,48h,30°C,JCL166,"ldhA, adhE, frdBC","AtoB, mBACH, Crt1, Hbd",C. kluyveri crt1
p103,10.1016.j.ymben.2012.07.002,JCL166/pHM10P/pHL101,Escherichia coli,hexanoic acid (hexanoic acid),similar to JCL166/pHM10H/pHL101,LB,1% glucose,-,batch,-,48h,30°C,JCL166,"ldhA, adhE, frdBC","AtoB, mBACH, Crt, PaaH1",R. eutropha paaH1
p103,10.1016.j.ymben.2012.07.002,JCL299/pHM10P,Escherichia coli,n-hexanol (n-hexanol),91mg/L (vs. undetectable),Terrific Broth,2% glucose,-,batch,-,48h,30°C,JCL299,-,"AtoB, mBACH, Crt, PaaH1",R. eutropha paaH1
p103,10.1016.j.ymben.2012.07.002,JCL299/pHM25-P variants,Escherichia coli,n-hexanol (n-hexanol),up to 469mg/L,Terrific Broth,2% glucose,-,batch,-,48h,30°C,JCL299,-,"AtoB, adhE2, Crt, PaaH1 variants","PaaH1 mutants (P01, P042, P06, P09, P13)"
p104,10.1016.j.ymben.2012.08.001,HB101 (pUC19ayt),Escherichia coli,acetone (acetone),122 mM (7.1g/l),not specified,glucose,not specified for fed-batch,"100-ml baffled shake flask, glucose fed-batch",kept above 5,80h,37°C,HB101,-,"thlA, adc, ybgC",ybgC (from H. influenzae)
p104,10.1016.j.ymben.2012.08.001,HB101 (pUC19att),Escherichia coli,acetone (acetone),62 mM (3.6g/l),LB medium,glucose,20g/l added after induction,5-ml test tube,not specified,24-30h,37°C,HB101,-,"thlA, adc, teIIsrf",teIIsrf (from B. subtilis)
p105,10.1016.j.ymben.2012.08.002,E. coli JW1380 (ΔfeaB),Escherichia coli,hydroxytyrosol (hydroxytyrosol),0.74 mM,M9Y,l-DOPA,-,shake flask,-,-,30°C,E. coli BW25113,feaB,"DDC, TYO","DDC (Sus scrofa), TYO (M. luteus)"
p105,10.1016.j.ymben.2012.08.002,E. coli JW1380 (ΔfeaB),Escherichia coli,hydroxytyrosol (hydroxytyrosol),0.19 mM,M9Y,l-tyrosine,1 mM,shake flask,-,-,30°C,E. coli JW1380,feaB,"TH, PCD, DHPR, DDC, TYO","TH (mouse), PCD, DHPR, DDC (Sus scrofa), TYO (M. luteus)"
p105,10.1016.j.ymben.2012.08.002,E. coli JW1380 (ΔfeaB),Escherichia coli,hydroxytyrosol (hydroxytyrosol),0.08 mM,M9Y,glucose,-,shake flask,-,3 days,30°C,E. coli,feaB,"TH, PCD, DHPR, DDC, TYO","TH (mouse), PCD, DHPR, DDC (Sus scrofa), TYO (M. luteus)"
p106,10.1016.j.ymben.2012.08.006,KTS622,Escherichia coli,Gluconate (Gluconate),Not specified,M9,Glucose,1.5% (w/v),Batch,Not specified,72h,37°C,Wildtype-like,PTS- (glucose transport),Glk (glucokinase),Gdh (glucose dehydrogenase)
p106,10.1016.j.ymben.2012.08.006,NVS622IG/NVS922IG,Escherichia coli,Gluconate (Gluconate),Up to 8.04g/L,M9,Glucose,1.5% (w/v),Batch,Not specified,72h,37°C,KTS622,-,Glk controlled by inverter,Gdh
p107,10.1016.j.ymben.2012.09.002,E. coli DH5α/pNnsG,Escherichia coli,NeuAc (N-acetylneuraminic acid),0.12 g L<sup>-1</sup>,modified TB,glucose,30 g L<sup>-1</sup>,shake flask,7.0,30 h,37°C,E. coli DH5α,-,"glmS, rffE, nanA","slr1975, GNA1"
p107,10.1016.j.ymben.2012.09.002,E. coli DH5α/pNnsGM,Escherichia coli,NeuAc (N-acetylneuraminic acid),0.26 g L<sup>-1</sup>,modified TB,glucose,30 g L<sup>-1</sup>,shake flask,7.0,-,37°C,E. coli DH5α,-,"glmSM, rffE, nanA","slr1975, GNA1"
p107,10.1016.j.ymben.2012.09.002,DN1/pNnsGM,Escherichia coli,NeuAc (N-acetylneuraminic acid),0.30 g L<sup>-1</sup>,modified TB,glucose,30 g L<sup>-1</sup>,shake flask,7.0,-,37°C,E. coli DH5α,"nagA, nagB","glmSM, rffE, nanA","slr1975, GNA1"
p107,10.1016.j.ymben.2012.09.002,DN2/pNnsGM,Escherichia coli,NeuAc (N-acetylneuraminic acid),0.79 g L<sup>-1</sup>,modified TB,glucose,30 g L<sup>-1</sup>,shake flask,7.0,-,37°C,DN1,ackA,"glmSM, rffE, nanA","slr1975, GNA1"
p107,10.1016.j.ymben.2012.09.002,DN4/pNnsGM,Escherichia coli,NeuAc (N-acetylneuraminic acid),1.36 g L<sup>-1</sup>,modified TB,glucose,30 g L<sup>-1</sup>,shake flask,7.0,30 h,37°C,DN3,"ackA, ldhA","glmSM, rffE, nanA","slr1975, GNA1"
p107,10.1016.j.ymben.2012.09.002,DN5/pNnsGM,Escherichia coli,NeuAc (N-acetylneuraminic acid),7.85 g L<sup>-1</sup>,modified TB,glucose,fed-batch,5L fermentor,7.0,-,37°C,DN4,nanATEK,"glmSM, rffE, nanA","slr1975, GNA1"
p108,10.1016.j.ymben.2012.11.008,XZ-T010,Escherichia coli,isobutanol (isobutanol),-,NBS,glucose,5%,"250mL flasks, aerobic",-,12h,37°C,E. coli ATCC 8739,"lactate dehydrogenase, pyruvate formate-lyase, fumarate reductase, acetate kinase, phosphate acetyltransferase",-,-
p108,10.1016.j.ymben.2012.11.008,AS6,Escherichia coli,isobutanol (isobutanol),3.7mM,NBS,glucose,5%,"250mL flasks, aerobic",-,-,37°C,XZ-T010,-,pflB-integration (kivD-ilvD operon with pck⁎),-
p108,10.1016.j.ymben.2012.11.008,AS18,Escherichia coli,isobutanol (isobutanol),"3.7mM (aerobic), 2.5mM (anaerobic)",NBS,glucose,5%,"250mL flasks (aerobic), 100mL screw cap bottles (anaerobic)",-,"24h (aerobic), 6 days (anaerobic)",37°C,AS6,-,frd-integration (adhA with pck⁎),-
p108,10.1016.j.ymben.2012.11.008,AS29,Escherichia coli,isobutanol (isobutanol),4.8mM (anaerobic),NBS,glucose,5%,"100mL screw cap bottles, anaerobic",-,6 days,37°C,AS6,-,kivD-ilvD operon modulated with M1-93,-
p108,10.1016.j.ymben.2012.11.008,AS74,Escherichia coli,isobutanol (isobutanol),4.9mM (anaerobic),NBS,glucose,5%,"100mL screw cap bottles, anaerobic",-,6 days,37°C,AS29,"tdcDE, adhE",-,-
p108,10.1016.j.ymben.2012.11.008,AS77,Escherichia coli,isobutanol (isobutanol),25mM (anaerobic),NBS,glucose,5%,"100mL screw cap bottles, anaerobic",-,6 days,37°C,AS74,-,-,B. subtilis alsS
p108,10.1016.j.ymben.2012.11.008,AS105,Escherichia coli,isobutanol (isobutanol),"65mM (aerobic), 26mM (anaerobic)",NBS,glucose,5%,"250mL flasks (aerobic), 100mL screw cap bottles (anaerobic)",-,-,37°C,AS77,-,-,second alsS with M1-64
p108,10.1016.j.ymben.2012.11.008,AS108,Escherichia coli,isobutanol (isobutanol),-,NBS,glucose,5%,-,-,-,-,AS105,-,ilvC modulated,-
p108,10.1016.j.ymben.2012.11.008,AS142-AS145,Escherichia coli,isobutanol (isobutanol),"various, AS144 notable for aerobic increase",NBS,glucose,5%,"250mL flasks (aerobic), 100mL screw cap bottles (anaerobic)",-,-,37°C,AS108,-,pntAB modulated,-
p108,10.1016.j.ymben.2012.11.008,AS166,Escherichia coli,isobutanol (isobutanol),63mM (anaerobic),NBS,glucose,5%,"100mL screw cap bottles, anaerobic",-,-,37°C,AS142,-,"pntAB (M1-46), yfjB modulated",-
p108,10.1016.j.ymben.2012.11.008,AS226,Escherichia coli,isobutanol (isobutanol),146mM (aerobic),NBS,glucose,5%,"250mL flasks, aerobic",-,24h,37°C,AS144,-,"pntAB (M1-46), yfjB (M1-37 or M1-30) modulated",-
p109,10.1007.s00253-006-0535-y,W1485,Escherichia coli,Various (Succinic acid),Not specified,LB,Glucose,15 g/L,Batch,,,37°C,-,-,-,-
p109,10.1007.s00253-006-0535-y,TUQ2 (ptsG knockout),Escherichia coli,Succinate (Succinic acid),Not specified,LB,Glucose,15 g/L,Batch,,,37°C,W1485,ptsG,-,-
p109,10.1007.s00253-006-0535-y,W1485/pQZ6,Escherichia coli,Succinate (Succinic acid),Increased,LB,Glucose,15 g/L,Batch,,,37°C,W1485,-,pyc,pyc (B. subtilis)
p109,10.1007.s00253-006-0535-y,"TUQ19 (ptsG:cam, iclR)",Escherichia coli,Succinate (Succinic acid),1.29 mol/mol glucose,Not specified,Glucose,Not specified,Batch,Not specified,10-16 h,37°C,W1485,"ptsG, iclR",pyc,pyc (B. subtilis)
