identifier,doi,strain names,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
p156,10.1016.j.ymben.2014.05.004,LZ01/pQQ05,mcl-PHA,1.25 wt% CDW,LB,Glucose,,Shake flask cultivation,,72h,37°C,E. coli LS5218,ptsG,"yqeF, ter",
p156,10.1016.j.ymben.2014.05.004,LZ02/pQQ05,mcl-PHA,1.99 wt% CDW,LB,Glucose,,Shake flask cultivation,,72h,37°C,E. coli LS5218,"ptsG, tesA","yqeF, ter",
p156,10.1016.j.ymben.2014.05.004,LZ03/pQQ05,mcl-PHA,4.01 wt% CDW,LB,Glucose,,Shake flask cultivation,,72h,37°C,E. coli LS5218,"ptsG, tesB","yqeF, ter",
p156,10.1016.j.ymben.2014.05.004,LZ04/pQQ05,mcl-PHA,2.04 wt% CDW,LB,Glucose,,Shake flask cultivation,,72h,37°C,E. coli LS5218,"ptsG, yciA","yqeF, ter",
p156,10.1016.j.ymben.2014.05.004,LZ05/pQQ05,mcl-PHA,6.62 wt% CDW,LB,Glucose,,Shake flask cultivation,,72h,37°C,E. coli LS5218,"ptsG, tesB, yciA","yqeF, ter",
p156,10.1016.j.ymben.2014.05.004,LZ05/pQQ06,scl-mcl PHA copolymers,7.38 wt% CDW,LB,Glucose,,Shake flask cultivation,,50h,37°C,E. coli LS5218,"ptsG, tesB, yciA","yqeF, ter","phaJ1Pa, phaC2Ps"
p156,10.1016.j.ymben.2014.05.004,LZ05/pQQ06+pQQ07,scl-mcl PHA copolymers,12.10 wt% CDW,LB,Glucose,,Shake flask cultivation,,,37°C,E. coli LS5218,"ptsG, tesB, yciA","yqeF, ter, phbA, phbB","phaJ1Pa, phaC2Ps"
p157,10.1016.j.ymben.2014.09.002,JBEI-7803,fatty acids,1532 mg/L,EZ-rich medium,Glucose,Not specified,Not specified,Not specified,48 h,30°C,JBEI-7761,"ΔfadE, ilvB, ilvI, metA, tdh","thrABC, ilvGMCDA","'tesA, bkd operon, bFabH2"
p157,10.1016.j.ymben.2014.09.002,JBEI-7804,fatty acids,1634 mg/L,EZ-rich medium,Glucose,Not specified,Not specified,Not specified,48 h,30°C,JBEI-7761,"ΔfadE, ilvB, ilvI, metA, tdh","thrABC, ilvGMCDA","'tesA, bkd operon"
p158,10.1016.j.ymben.2014.11.007,YXWP-60(+),carotenoids,11.93 mg/g DCW (in YPDG),SD-URA,glucose,varies (glucose-limited in some experiments),Shake flask,,,30 1C,BY4741,,P BTS1 -Cracked ERG9,"tHMG1 (upstream MVA pathway), CrtE, CrtYB, CrtI"
p158,10.1016.j.ymben.2014.11.007,YXWP-65(+),carotenoids,14.4 mg/g DCW (in YPDG),YPD,glucose,moderate glucose,Shake flask,,,30 1C,YXWP-53,,P HXT1 -substituted ERG9,"tHMG1, CrtE, CrtYB, CrtI, GAL1, GAL10"
p158,10.1016.j.ymben.2014.11.007,YXWP-82(+),carotenoids,19.71 mg/g DCW (in YPDG),YPDG,glucose,"1% glucose, 1% glycerol",Shake flask,,,30 1C,YXWP-65,,,"tHMG1, CrtE, CrtYB, CrtI, GAL1, GAL10, extra beta-carotene pathway"
p158,10.1016.j.ymben.2014.11.007,YXWP-101(+),carotenoids,1156 mg/L (in fed-batch fermentation),Fed-batch fermentation medium,"glucose, glycerol",25 g/L glucose (1st stage); 125 g glucose + 125 g glycerol (2nd stage),Stirred-tank bioreactor (5L),5.0,120 h,30 1C,YXWP-82(+),,,"tHMG1, CrtE, CrtYB, CrtI, GAL1, GAL10, extra constitutive beta-carotene pathway"
p159,10.1016.j.ymben.2014.11.011,strain 2p-Mm,limonene,435 mg/L,EZ-Rich defined medium,glucose,1%,shake flask; batch,-,72 h,"37°C (growth), 30°C (production)",E. coli DH1,-,-,"pBbE1a-HMGR-HMGS, pBbB1c-LS"
p159,10.1016.j.ymben.2014.11.011,strain B-Ml,limonene,435 mg/L,EZ-Rich defined medium,glucose,1%,shake flask; batch,-,72 h,"37°C (growth), 30°C (production)",E. coli DH1,-,-,"pBbE1a-HMGR-HMGS, pBbB1c-LS"
p159,10.1016.j.ymben.2014.11.011,strain A,limonene,low (~90 mg/L),EZ-Rich defined medium,glucose,1%,shake flask; batch,-,72 h,"37°C (growth), 30°C (production)",E. coli DH1,-,-,pBbA5c-CL1-T1-CL2
p159,10.1016.j.ymben.2014.11.011,strain BL-Mm,limonene,605 mg/L,EZ-Rich defined medium,glucose,1%,shake flask; batch,-,72 h,"37°C (growth), 30°C (production)",E. coli DH1,-,-,"pBbE1a-HMGR-HMGS, pBbB1c-LS, pTrc-LS"
p159,10.1016.j.ymben.2014.11.011,strain PY,bisabolene,550 mg/L,EZ-Rich defined medium,glucose,1%,shake flask; batch,-,-,-,E. coli,-,-,"pBbA5c-CL1ʹ-T1-CL2ʹ, pTrc-AgBIS"
p159,10.1016.j.ymben.2014.11.011,strain CB,bisabolene,1150 mg/L,EZ-Rich defined medium,glucose,1%,shake flask; batch,-,-,-,E. coli,-,-,"pBbA5c-CL1ʹ-T61-CL2ʹ-T21, pTrc-AgBIS"
p160,10.1016.j.ymben.2014.12.002,BL21star™ (DE3),(±)-catechin,910.9 ± 61.3 mg/L,M9 minimal media,D-glucose,0.4% (w/v),batch culture,-,2 days,30°C,-,-,-,"CsF3H syn, AaDFR syn, DuLAR syn"
p160,10.1016.j.ymben.2014.12.002,BLΔpgiΔppc-p148,(±)-catechin,760.9 ± 84.3 mg/L,M9 minimal media,D-glucose,0.4% (w/v),batch culture,-,2 days,30°C,BL21star™,"pgi, ppc",-,"CsF3H syn, AaDFR syn, DuLAR syn"
p160,10.1016.j.ymben.2014.12.002,BLΔpgiΔppc-p168-759,(±)-catechin,910.9 ± 61.3 mg/L,M9 minimal media,D-glucose,0.4% (w/v),batch culture,-,2 days,30°C,BL21star™,"pgi, ppc",-,"CsF3H syn, AaDFR syn, DuLAR syn, scaffold 759"
p161,10.1016.j.ymben.2015.04.003,JBEI-8085,F-OH,3.787 ± 0.090 g/L,LB & M9,glucose,3%,Shake flask,-,79-95 hours,30 °C,JBEI-5029,-,"cgFAS1A, Maqu2220","cgFAS1A (C. glutamicum), Maqu2220"
p161,10.1016.j.ymben.2015.04.003,JBEI-9017,F-OH,3.827 ± 0.050 g/L,LB & M9,glucose,3%,Shake flask,-,79-95 hours,30 °C,JBEI-5029,-,"'tesA, fadD, Maqu2220",Maqu2220
p161,10.1016.j.ymben.2015.04.003,JBEI-9018,F-OH,Similar to JBEI-9017,LB & M9,glucose,3%,Shake flask,-,79-95 hours,30 °C,JBEI-5029,-,Maqu2220,-
p161,10.1016.j.ymben.2015.04.003,JBEI-9019,MK,≤ 5 mg/L,LB & M9,glucose,3%,Shake flask,-,79-95 hours,37 °C,JBEI-5029,-,-,-
p161,10.1016.j.ymben.2015.04.003,JBEI-9020,MK,27.8 ± 1.4 mg/L,LB & M9,glucose,3%,Shake flask,-,79-95 hours,37 °C,JBEI-5029,-,cgFAS1A,cgFAS1A (C. glutamicum)
p161,10.1016.j.ymben.2015.04.003,JBEI-9021,MK,174.0 ± 11.6 mg/L,LB & M9,glucose,3%,Shake flask,-,79-95 hours,37 °C,JBEI-5029,-,"'tesA, fadD",-
p162,10.1016.j.ymben.2015.04.009,YXWP-111(þ),Lycopene,9.67 mg/g DCW,YPD,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 days,Not mentioned,Not mentioned,Not mentioned,"CrtE03M, CrtYB11M, CrtI",Not mentioned
p162,10.1016.j.ymben.2015.04.009,YXWPD-14,Lycopene,"1.61 g/L, 24.41 mg/g DCW",Not mentioned,Not mentioned,Not mentioned,"5 L fermentor, two-stage feeding",Not mentioned,96 h,Not mentioned,YXWP-137(þ),Not mentioned,"CrtE03M, CrtYB11M, CrtI",Not mentioned
p162,10.1016.j.ymben.2015.04.009,YXWP-136(þ),Lycopene,17.46 mg/g DCW,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 days,Not mentioned,Not mentioned,Not mentioned,"CrtYB11M, CrtE03M",Not mentioned
p162,10.1016.j.ymben.2015.04.009,YXWPD-12,Lycopene,"23.23 mg/g,159.56 mg/L",Not mentioned,Not mentioned,Not mentioned,Shake flask,Not mentioned,3 days,Not mentioned,YXWP-137(þ),Not mentioned,Same as YXWP-137(þ),Not mentioned
p163,10.1016.S1096-7176(03)00046-6,AG14/(pSTV28GPS),BH4,429 mg/L culture broth,LB,Glycerol,2% w/v,Tube Culture,-,40h,37°C,JM101 mutant,,"folE, PTPS, SPR",-
p163,10.1016.S1096-7176(03)00046-6,"AG14/(pSTV28GPS, pMW218guaBA)",BH4,718 mg/L culture broth,LB,Glycerol,2% w/v,Tube Culture and Glycerol feed,-,40h,37°C,AG14,-,"folE, PTPS, SPR, guaBA",-
p163,10.1016.S1096-7176(03)00046-6,"AG14/(pSTV28MPS, pMW218guaBA)",BH4,4.0 g/L,NUCA,Glycerol,"Initial 2%, feed 10-15 ml/h","3L Bench Scale Fermentor, fed-batch",-,40h,37°C,AG14,-,"PTPS, SPR, guaBA",mtrA (Bacillus subtilis)
p164,10.1007.s002840010255,NST[pAT1],phenylalanine,~1.4-fold higher than NST,MOPS,glucose,0.2%,batch culture,-,28 h,37°C,NST 74,-,tktA,-
p164,10.1007.s002840010255,NST CSR,phenylalanine,~2-fold higher than NST,MOPS,glucose,0.2%,batch culture,-,28 h,37°C,NST 74,csrA::kanR,-,-
p164,10.1007.s002840010255,NST CSR[pAT1],phenylalanine,~2.2 to 2.4-fold higher than NST,MOPS,glucose,0.2%,batch culture,-,28 h,37°C,NST 74,csrA::kanR,tktA,-
p164,10.1007.s002840010255,NST,phenylalanine,~43% conversion (0.39 mol),MOPS,glucose,≤0.4%,batch culture,-,-,37°C,NST 74,-,-,-
p164,10.1007.s002840010255,NST[pAT1],phenylalanine,~43% conversion (0.39 mol),MOPS,glucose,≤0.4%,batch culture,-,-,37°C,NST 74,-,tktA,-
p164,10.1007.s002840010255,NST CSR,phenylalanine,~43% conversion (0.39 mol),MOPS,glucose,≤0.4%,batch culture,-,-,37°C,NST 74,csrA::kanR,-,-
p164,10.1007.s002840010255,NST CSR[pAT1],phenylalanine,~43% conversion (0.39 mol),MOPS,glucose,≤0.4%,batch culture,-,-,37°C,NST 74,csrA::kanR,tktA,-
p165,10.1002.jctb.4293,E. coli(pAC-NOX),(3R)-AC,60.3 g L⁻¹,LB,glucose,60 g L⁻¹,fed-batch in 5 L bioreactor (interim fed-batch),7.0,39 h,"37°C, optimized to 35°C post optimization",E. coli DH5α,,NADH oxidase,"budRAB from S. marcescens, nox from L. brevis"
p167,10.1016.j.ymben.2011.09.005,CEN.PK113-7D (SUC2),ethanol,0.38 g/g sucrose,synthetic medium,sucrose,"20 g/L, 25 g/L","chemostat, anaerobic",5.0,,30°C,,,,
p167,10.1016.j.ymben.2011.09.005,IMI056 (iSUC2),ethanol,0.38 g/g sucrose,synthetic medium,sucrose,"20 g/L, 25 g/L","chemostat, anaerobic",5.0,,30°C,CEN.PK113-7D (SUC2),,SUC2 (with ADH1 promoter),
p167,10.1016.j.ymben.2011.09.005,IMM007 (iSUC2 evolved),ethanol,0.42 g/g sucrose,synthetic medium,sucrose,"20 g/L, 25 g/L","chemostat, anaerobic",5.0,,30°C,IMI056 (iSUC2),,AGT1,
p167,10.1016.j.ymben.2011.09.005,IMM009 (iSUC2 evolved agt1Δ/agt1Δ),ethanol,0.38 g/g sucrose,synthetic medium,sucrose,"20 g/L, 25 g/L","chemostat, anaerobic",5.0,,30°C,IMM007 (iSUC2 evolved),AGT1,,
p168,10.1016.j.ymben.2012.09.003,D-10,xylitol,13g/L,YP,"glucose, xylose",20g/L each,flask fermentation,-,48h,30°C,D452-2,-,-,SsXYL1
p168,10.1016.j.ymben.2012.09.003,D-10-BT,xylitol,19g/L,YP,"cellobiose, xylose",20g/L each,flask fermentation,-,48h,30°C,D-10,-,-,"cdt-1, gh1-1, SsXYL1"
p168,10.1016.j.ymben.2012.09.003,D-10-BT-ALD6,xylitol,37–63% improved,YP,"cellobiose, xylose",30g/L each,flask fermentation,-,-,30°C,D-10-BT,-,ALD6,"cdt-1, gh1-1, SsXYL1"
p168,10.1016.j.ymben.2012.09.003,D-10-BT-IDP2,xylitol,37–63% improved,YP,"cellobiose, xylose",30g/L each,flask fermentation,-,-,30°C,D-10-BT,-,IDP2,"cdt-1, gh1-1, SsXYL1"
p168,10.1016.j.ymben.2012.09.003,D-10-BT-SsZWF1,xylitol,37–63% improved,YP,"cellobiose, xylose",30g/L each,flask fermentation,-,-,30°C,D-10-BT,-,SsZWF1,"cdt-1, gh1-1, SsXYL1"
p168,10.1016.j.ymben.2012.09.003,D-10-BT,xylitol,30g/L,YP,"cellobiose, xylose","34g/L cellobiose, 30g/L xylose",flask fermentation,-,62h,30°C,D-10,-,-,"cdt-1, gh1-1, SsXYL1"
p168,10.1016.j.ymben.2012.09.003,D-10-BT,xylitol,39g/L,YP,"cellobiose, xylose","44g/L cellobiose, 40g/L xylose",flask fermentation,-,72h,30°C,D-10,-,-,"cdt-1, gh1-1, SsXYL1"
p168,10.1016.j.ymben.2012.09.003,D-10-BT,xylitol,42g/L,YP,"cellobiose, xylose","22g/L cellobiose, 63g/L xylose","bioreactor, initial",6.0,34h,30°C,D-10,-,-,"cdt-1, gh1-1, SsXYL1"
p168,10.1016.j.ymben.2012.09.003,D-10-BT,xylitol,93g/L,YP,"cellobiose, xylose","46g/L cellobiose, 102g/L xylose","bioreactor, initial, fed at 28h",6.0,-,30°C,D-10,-,-,"cdt-1, gh1-1, SsXYL1"
p169,10.1016.j.ymben.2013.04.001,B. bassiana ATCC 7159,1,22.3±1.5 mg/l,PDB,Not specified,Not specified,"250-ml flasks, rotary shaker at 250rpm",Not specified,4 days,30°C,,,,
p169,10.1016.j.ymben.2013.04.001,B. bassiana ATCC 7159,2,18.2±0.6 mg/l,PDB,Not specified,Not specified,"250-ml flasks, rotary shaker at 250rpm",Not specified,4 days,30°C,,,,
p169,10.1016.j.ymben.2013.04.001,S. cerevisiae BJ5464-NpgA/pDY37,1,33.8±1.4 mg/l,SC-Ura dropout medium,glucose,20 g/l,"shake flask, equal volume of YP medium added",Not specified,72 hours,30°C,BJ5464-NpgA,,,BbBEAS
p169,10.1016.j.ymben.2013.04.001,S. cerevisiae BJ5464-NpgA/pDY42,2,21.7±0.1 mg/l,SC-Ura dropout medium,glucose,20 g/l,"shake flask, equal volume of YP medium added",Not specified,72 hours,30°C,BJ5464-NpgA,,,BbBSLS
p169,10.1016.j.ymben.2013.04.001,S. cerevisiae BJ5464-NpgA/pDY37+pDY48,"1, 3-5",61.7±3.0 mg/l (total),SC-Ura-Trp dropout,glucose,20 g/l,"shake flask, equal volume of YP medium added",Not specified,72 hours,30°C,BJ5464-NpgA,,KIVR,BbBEAS
p169,10.1016.j.ymben.2013.04.001,S. cerevisiae BJ5464-NpgA/pDY37+pDY48,"1, 3-5",93.1±1.8 to 105.8±2.1 mg/l total (supplemented L-Val),SC-Ura-Trp dropout,glucose,20 g/l,"shake flask, equal volume of YP medium added",Not specified,72 hours,30°C,BJ5464-NpgA,,KIVR,BbBEAS
p169,10.1016.j.ymben.2013.04.001,S. cerevisiae BJ5464-NpgA/pDY37+pDY48,"1, 3-5",57.9±1.2 to 52.7±1.5 mg/l total (supplemented L-Ile),SC-Ura-Trp dropout,glucose,20 g/l,"shake flask, equal volume of YP medium added",Not specified,72 hours,30°C,BJ5464-NpgA,,KIVR,BbBEAS
p170,10.1002.bit.24547,ZD-T-010,miltiradiene,4.2 mg/L,SD,glucose,2%,Unbaffled culture flasks,-,4 days,30°C,BY4742,-,-,"SmCPS, SmKSL"
p170,10.1002.bit.24547,ZD-T-011,miltiradiene,4.2 mg/L,SD,glucose,2%,Unbaffled culture flasks,-,4 days,30°C,ZD-T-010,-,"tHMGR, upc2.1",-
p170,10.1002.bit.24547,ZD-T-012,miltiradiene,4.2 mg/L,SD,glucose,2%,Unbaffled culture flasks,-,4 days,30°C,ZD-T-010,-,"tHMGR, upc2.1",-
p170,10.1002.bit.24547,ZD-T-013,miltiradiene,6.6 mg/L,SD,glucose,2%,Unbaffled culture flasks,-,4 days,30°C,ZD-T-010,-,"ERG20-BTS1, SaGGPS",-
p170,10.1002.bit.24547,ZD-T-014,miltiradiene,8.8 mg/L,SD,glucose,2%,Unbaffled culture flasks,-,4 days,30°C,ZD-T-010,-,"ERG20-BTS1, SaGGPS",-
p170,10.1002.bit.24547,ZD-T-021,miltiradiene,6.3 mg/L,YPD,-,-,Unbaffled culture flasks,-,4 days,30°C,ZD-T-010,-,"tHMGR, upc2.1",-
p170,10.1002.bit.24547,ZD-T-022,miltiradiene,7.2 mg/L,YPD,-,-,Unbaffled culture flasks,-,4 days,30°C,ZD-T-010,-,"tHMGR, upc2.1",-
p170,10.1002.bit.24547,ZD-T-023,miltiradiene,28.2 mg/L,YPD,-,-,Unbaffled culture flasks,-,4 days,30°C,ZD-T-010,-,"ERG20-BTS1, SaGGPS",-
p170,10.1002.bit.24547,ZD-T-024,miltiradiene,25.7 mg/L,YPD,-,-,Unbaffled culture flasks,-,4 days,30°C,ZD-T-010,-,"ERG20-BTS1, SaGGPS",-
p170,10.1002.bit.24547,ZD-T-025,miltiradiene,41.6 mg/L,YPD,-,-,Unbaffled culture flasks,-,4 days,30°C,ZD-T-023,-,"tHMGR, upc2.1, ERG20-BTS1-SaGGPS",-
p170,10.1002.bit.24547,ZD-T-026,miltiradiene,61.8 mg/L,YPD,-,-,Unbaffled culture flasks,-,4 days,30°C,ZD-T-024,-,"tHMGR, upc2.1, ERG20-BTS1-SaGGPS",-
p170,10.1002.bit.24547,ZD-T-027,miltiradiene,43.6 mg/L,YPD,-,-,Unbaffled culture flasks,-,4 days,30°C,ZD-T-023,-,"tHMGR, upc2.1, ERG20-BTS1-SaGGPS",-
p170,10.1002.bit.24547,ZD-T-028,miltiradiene,43.2 mg/L,YPD,-,-,Unbaffled culture flasks,-,4 days,30°C,ZD-T-024,-,"tHMGR, upc2.1, ERG20-BTS1-SaGGPS",-
p170,10.1002.bit.24547,ZD-T-026,miltiradiene,488 mg/L,YPD,-,-,"5 L fermentor, fed-batch",5.5,6 days,30°C,ZD-T-024,-,"tHMGR, upc2.1, ERG20-BTS1-SaGGPS",-
p171,10.1002.bit.24888,SCKK033,PHB,14.87 mg/gDW at 100 h,Modified minimal medium,"Glucose, Ethanol",20 g/L (Glucose),Shake Flask (aerobic),6.5,100 h,30°C,CEN.PK113-11C,his3-D1,"gapN, PHB pathway (phaA, phaB, phaC)",-
p171,10.1002.bit.24888,SCKK032,PHB,27.86 mg/gDW at 100 h,Modified minimal medium,"Glucose, Ethanol",20 g/L (Glucose),Shake Flask (aerobic),6.5,100 h,30°C,CEN.PK113-11C,-,"phosphoketolase pathway (xpkA, ack)",-
p171,10.1002.bit.24888,SCKK034,PHB,14.50 mg/g EtOH,Modified minimal medium,"Glucose, Ethanol",20 g/L (Glucose),Shake Flask (aerobic),6.5,-,30°C,CEN.PK113-11C,-,"Ethanol degradation pathway (ADH2, ALD6, ERG10, acs L641P), gapN",-
p172,10.1002.bit.24993,Wild Type,2-PE,110.1 mg/L,SC-Trp,L-Phe,87 mg/L,-,-,48 h,30°C,W303-1B,-,ARO80,-
p172,10.1002.bit.24993,Wild Type,2-PE,350.0 mg/L,SC-Leu-Ura,L-Phe,91 mg/L,-,-,96 h,30°C,W303-1B,-,"ARO9, ARO10",-
p172,10.1002.bit.24993,Wild Type,2-PE,449.5 mg/L,SC-Leu-Trp-Ura,L-Phe,95 mg/L,-,-,96 h,30°C,W303-1B,-,"ARO9, ARO10, ARO80",-
p172,10.1002.bit.24993,ald2Δ,2-PE,88.3 mg/L,SC,L-Phe,83 mg/L,-,-,72 h,30°C,W303-1B,ALD2,-,-
p172,10.1002.bit.24993,ald3Δ,2-PE,110.8 mg/L,SC,L-Phe,83 mg/L,-,-,72 h,30°C,W303-1B,ALD3,-,-
p172,10.1002.bit.24993,ald3ΔARO9ARO10,2-PE,514.2 mg/L,SC,-,-,-,-,84 h,30°C,W303-1B,ALD3,"ARO9, ARO10",-
p172,10.1002.bit.24993,ald3ΔARO9ARO10ARO80,2-PE,619.6 mg/L,SC,-,-,-,-,84 h,30°C,W303-1B,ALD3,"ARO9, ARO10, ARO80",-
p172,10.1002.bit.24993,Wild Type,2-PE,4.8 g/L,Minimal medium,L-Phe,10 g/L,-,-,195 h,-,W303-1B,-,-,-
p172,10.1002.bit.24993,JHY315,2-PE,4.1 g/L,Selective SC / Production medium,L-Phe,10 g/L,two-step culture method,-,72 h,-,W303-1B,ALD3,"ARO9, ARO10, ARO80",-
p172,10.1002.bit.24993,Wild Type,2-PE,682.8 mg/L,Selective SC / Production medium,L-Phe,10 g/L,two-phase (with PPG 1200),-,72 h,-,W303-1B,-,-,-
p172,10.1002.bit.24993,JHY315,2-PE,6.1 g/L,Selective SC / Production medium,L-Phe,10 g/L,two-phase (with PPG 1200),-,72 h,-,W303-1B,ALD3,"ARO9, ARO10, ARO80",-
p172,10.1002.bit.24993,JHY315,2-PE,4.8 g/L,Selective SC / Production medium,L-Phe,10 g/L,two-phase anaerobic,-,72 h,-,W303-1B,ALD3,"ARO9, ARO10, ARO80",-
p173,10.1002.bit.25356,wt-FAR,Fatty alcohols,"45 mg/L (intracellular),",YPD,"Raffinose,","2% galactose, 6% galactose","Shake flask, Batch",-,40h,30°C,S. cerevisiae,-,FAR,Yes
p173,10.1002.bit.25356,,,4.3 mg/L (extracellular),,Galactose,,,,,,BY4741,,,
p173,10.1002.bit.25356,Ddga1-FAR,Fatty alcohols,"84 mg/L (intracellular),",YPD,"Raffinose,","2% galactose, 6% galactose","Shake flask, Batch",-,40h,30°C,S. cerevisiae,dga1,FAR,Yes
p173,10.1002.bit.25356,,,14 mg/L (extracellular),,Galactose,,,,,,BY4741,,,
p174,10.1186.1475-2859-11-117,SCIGS28,α-santalene,0.0013 Cmmol (Cmmol glucose)-1,Mineral salts medium,Glucose,20 g/l,Chemostat,5.0,Steady state reached after at least 5 residence times,30°C,CEN.PK113-5D,,"tHMG1 (plasmid), SanSyn opt (plasmid)","tHMG1, SanSyn opt"
p174,10.1186.1475-2859-11-117,SCIGS29,α-santalene,0.0039 Cmmol (Cmmol glucose)-1,Mineral salts medium,Glucose,20 g/l,Chemostat,5.0,Steady state reached after at least 5 residence times,30°C,SCICK16,lpp1 Δ,-ERG9 regulated by P HXT1,"tHMG1, SanSyn opt"
p174,10.1186.1475-2859-11-117,SCIGS30,α-santalene,0.0039 Cmmol (Cmmol glucose)- 1,Mineral salts medium,Glucose,20 g/l,Chemostat,5.0,Steady state reached after at least 5 residence times,30°C,SCIGS29,"lpp1 Δ, dpp1 Δ",-ERG9 regulated by P HXT1,"tHMG1, SanSyn opt"
p174,10.1186.1475-2859-11-117,SCIGS24,α-santalene,0.0052 Cmmol (Cmmol glucose)-1,Mineral salts medium,Glucose,20 g/l,Chemostat,5.0,Steady state reached after at least 5 residence times,30°C,Not provided explicitly,,"ERG20, GDH2","tHMG1, SanSyn opt"
p174,10.1186.1475-2859-11-117,SCIGS25,α-santalene,0.0052 Cmmol (Cmmol glucose)-1,Mineral salts medium,Glucose,20 g/l,Chemostat,5.0,Steady state reached after at least 5 residence times,30°C,Not provided explicitly,,"upc2-1, tHMG1","tHMG1, SanSyn opt"
p175,10.1186.1475-2859-9-84,VG0,VG,>100 mg/L,minimal medium,glucose,20 g/L,2 L well-controlled bioreactors (batch mode),5,90 h,30°C,VAN286,none,none,"UGT72E2 (Arabidopsis thaliana), EntD (Escherichia coli)"
p175,10.1186.1475-2859-9-84,VG2,VG,1.5 fold higher yield,minimal medium,glucose,20 g/L,2 L well-controlled bioreactors (batch mode),5,not specified,30°C,VG0,PDC1,none,"UGT72E2 (Arabidopsis thaliana), EntD (Escherichia coli)"
p175,10.1186.1475-2859-9-84,VG2,VG,5.6 mgVG/gglc (chemostat),minimal medium,glucose,20 g/L,1.5 L glucose-limited chemostat at 0.1 h^-1,5,not specified,30°C,VG0,PDC1,none,"UGT72E2 (Arabidopsis thaliana), EntD (Escherichia coli)"
p175,10.1186.1475-2859-9-84,VG4,VG,55% higher yield,minimal medium,glucose,20 g/L,2 L well-controlled bioreactors (batch mode),5,not specified,30°C,VG3,"PDC1, GDH1",GDH2 (under PGK1 promoter),"UGT72E2 (Arabidopsis thaliana), EntD (Escherichia coli)"
p175,10.1186.1475-2859-9-84,VG4,VG,15 mgVG/gglc (chemostat),minimal medium,glucose,20 g/L,1.5 L glucose-limited chemostat at 0.015 h^-1,5,not specified,30°C,VG2,"PDC1, GDH1",GDH2 (under PGK1 promoter),"UGT72E2 (Arabidopsis thaliana), EntD (Escherichia coli)"
p177,10.1186.s13068-015-0281-4,BR (GCD1-P180),n-butanol,150-300 mg/L,"YPD, SCD (both with 2% glucose)",glucose,2%,semi-anaerobic 50 ml vials,,21 days,30°C,S. cerevisiae,ADH1,"ALD6, ACS2","ABE pathway genes (Cct, Adhe2, Bcd, Hbd, Ter)"
p177,10.1186.s13068-015-0281-4,BS (GCD1-S180),n-butanol,75-150 mg/L,"YPD, SCD (both with 2% glucose)",glucose,2%,semi-anaerobic 50 ml vials,,21 days,30°C,S. cerevisiae,ADH1,"ALD6, ACS2","ABE pathway genes (Cct, Adhe2, Bcd, Hbd, Ter)"
p178,10.1006.mben.1999.0140,TN19,Ethanol,Increased by 10% compared to wild type,Minimal medium,Glucose,25 g/l,Anaerobic batch cultivation,5.00,"24 h (pre-culture), batch duration not specified",30°C,TN1,GDH1,"GLN1, GLT1",
p178,10.1006.mben.1999.0140,TN9,Ethanol,Increased by 8% compared to wild type,Minimal medium,Glucose,25 g/l,Anaerobic batch cultivation,5.00,"24 h (pre-culture), batch duration not specified",30°C,TN1,GDH1,,
p178,10.1006.mben.1999.0140,TN15,Ethanol,Slight increase compared to TN9,Minimal medium,Glucose,25 g/l,Anaerobic batch cultivation,5.00,"24 h (pre-culture), batch duration not specified",30°C,TN9,,GLN1,
p178,10.1006.mben.1999.0140,TN17,Ethanol,Slight increase compared to TN9,Minimal medium,Glucose,25 g/l,Anaerobic batch cultivation,5.00,"24 h (pre-culture), batch duration not specified",30°C,TN9,,GLT1,
p178,10.1006.mben.1999.0140,TN22,Ethanol,Slight increase compared to TN9,Minimal medium,Glucose,25 g/l,Anaerobic batch cultivation,5.00,"24 h (pre-culture), batch duration not specified",30°C,TN9,,GDH2,
p179,10.1016.j.jbiotec.2013.10.017,JN02,Geraniol,0.52 mg L^-1,YNB,Glucose,2%,"250-mL and 500-mL flask, batch",Not specified,"24 h initial, 48 h main",30°C,CEN.PK2-1C,,,GES1
p179,10.1016.j.jbiotec.2013.10.017,JN03,Geraniol,0.73 mg L^-1,YNB,Glucose,2%,"250-mL and 500-mL flask, batch",Not specified,"24 h initial, 48 h main",30°C,JN02,,,coGES1
p179,10.1016.j.jbiotec.2013.10.017,JN04,Geraniol,0.66 mg L^-1,YNB,Glucose,2%,"250-mL and 500-mL flask, batch",Not specified,"24 h initial, 48 h main",30°C,JN02,,coGES1,coGES1
p179,10.1016.j.jbiotec.2013.10.017,JN05,Geraniol,1.57 mg L^-1,YNB,Glucose,2%,"250-mL and 500-mL flask, batch",Not specified,"24 h initial, 48 h main",30°C,JN04,,tHMG1,
p179,10.1016.j.jbiotec.2013.10.017,JN06,Geraniol,1.62 mg L^-1,YNB,Glucose,2%,"250-mL and 500-mL flask, batch",Not specified,"24 h initial, 48 h main",30°C,JN04,,IDI1,
