paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,oxygen level,parent strain,knock out gene,overexpress gene,heterologous gene,check,Unnamed: 19
p39,10.1016.j.biortech.2016.06.028,P3,Yarrowia lipolytica,a-farnesene (a-farnesene),21.39 mg/L,YPD,glucose,2%,Flask,,120 h,30°C,,Po1h,,,ERG20;FS;OptFS;OptFSLERG20,hetero,
p39,10.1016.j.biortech.2016.06.028,P4,Yarrowia lipolytica,a-farnesene (a-farnesene),16.50 mg/L,YPD,glucose,2%,Flask,,120 h,30°C,,Po1h,,,ERG20;ERG20LOptFS;FS;OptFS,hetero,
p39,10.1016.j.biortech.2016.06.028,P5,Yarrowia lipolytica,a-farnesene (a-farnesene),5.14 mg/L,YPD,glucose,2%,Flask,,120 h,30°C,,Po1h,,,FPPS;FS;OptFS,hetero,
p39,10.1016.j.biortech.2016.06.028,P6,Yarrowia lipolytica,a-farnesene (a-farnesene),22.41 mg/L,YPD,glucose,2%,Flask,,120 h,30°C,,Po1h,,IDI,FS;OptFS,hetero,
p39,10.1016.j.biortech.2016.06.028,P7,Yarrowia lipolytica,a-farnesene (a-farnesene),57.08 mg/L,YPD,glucose,2%,Flask,,120 h,30°C,,Po1h,,IDI;tHMG1,FS;OptFS,hetero,
p39,10.1016.j.biortech.2016.06.028,P7,Yarrowia lipolytica,a-farnesene (a-farnesene),43.78 mg/L,PM,"glucose, fructose","glucose: 1.99%, fructose: 2%",Flask,,120 h,30°C,,Po1h,,IDI;tHMG1,FS;OptFS,hetero,
p39,10.1016.j.biortech.2016.06.028,P7,Yarrowia lipolytica,a-farnesene (a-farnesene),259.98 mg/L,PM,"glucose, fructose","glucose: 1.99%, fructose: 2%","1.5L fermenter, batch",7.0,5 days,30°C,DO > 50%,Po1h,,IDI;tHMG1,FS;OptFS,hetero,
p39,10.1016.j.biortech.2016.06.028,P7,Yarrowia lipolytica,a-farnesene (a-farnesene),4.52 mg/g,PM,"glucose, fructose","glucose: 1.99%, fructose: 2%",Flask,,120 h,30°C,,Po1h,,IDI;tHMG1,FS;OptFS,hetero,
p39,10.1016.j.biortech.2016.06.028,P7,Yarrowia lipolytica,biomass (biomass),7.65 g/L,PM,"glucose, fructose","glucose: 1.99%, fructose: 2%","1.5L fermenter, batch",7.0,5 days,30°C,DO > 50%,Po1h,,IDI;tHMG1,FS;OptFS,hetero,
p39,10.1016.j.biortech.2016.06.028,P1,Yarrowia lipolytica,a-farnesene (a-farnesene),2.75 ± 0.29 mg/L,YPD,glucose,2%,Shake flask,,120 h,30 °C,,Po1h,,,FS;OptFS,yes,
p39,10.1016.j.biortech.2016.06.028,P2,Yarrowia lipolytica,a-farnesene (a-farnesene),6.12 ± 0.32 mg/L,YPD,glucose,2%,Shake flask,,120 h,30 °C,,P1,,tHMG1,FS;OptFS,yes,
p39,10.1016.j.biortech.2016.06.028,P3,Yarrowia lipolytica,a-farnesene (a-farnesene),21.39 ± 0.61 mg/L,YPD,glucose,2%,Shake flask,,120 h,30 °C,,Po1h,,ERG20;FS;OptFS,,OE,
p39,10.1016.j.biortech.2016.06.028,P4,Yarrowia lipolytica,a-farnesene (a-farnesene),16.50 ± 0.16 mg/L,YPD,glucose,2%,Shake flask,,120 h,30 °C,,Po1h,,ERG20;FS;OptFS;OptFSLERG20,,OE,
p39,10.1016.j.biortech.2016.06.028,P5,Yarrowia lipolytica,a-farnesene (a-farnesene),5.14 ± 0.61 mg/L,YPD,glucose,2%,Shake flask,,120 h,30 °C,,Po1h,,FPPS;FS;OptFS,,OE,
p39,10.1016.j.biortech.2016.06.028,P6,Yarrowia lipolytica,a-farnesene (a-farnesene),22.41 ± 0.22 mg/L,YPD,glucose,2%,Shake flask,,120 h,30 °C,,Po1h,,IDI,,OE,
p39,10.1016.j.biortech.2016.06.028,P7,Yarrowia lipolytica,a-farnesene (a-farnesene),57.08 ± 1.43 mg/L,YPD,glucose,2%,Shake flask,,120 h,30 °C,50+%,Po1h,,FS;IDI;OptFS;tHMG1,,OE,
p39,10.1016.j.biortech.2016.06.028,P7,Yarrowia lipolytica,a-farnesene (a-farnesene),43.78 ± 0.43 mg/L,PM,glucose &,"2% glucose,",Shake flask,,120 h,30 °C,50+%,Po1h,,FS;IDI;OptFS;tHMG1,,OE,
p39,10.1016.j.biortech.2016.06.028,P7,Yarrowia lipolytica,a-farnesene (a-farnesene),259.98 ± 13.81 mg/L,PM,glucose &,"2% glucose,",1.5L batch fermenter,7.0,120 h,30 °C,50+%,Po1h,,FS;IDI;OptFS;tHMG1,,OE,
p39,10.1016.j.biortech.2016.06.028,P7,Yarrowia lipolytica,a-farnesene (a-farnesene),4.52 ± 0.33 mg/g,PM,glucose &,"2% glucose,",Shake flask,,120 h,30 °C,50+%,Po1h,,FS;IDI;OptFS;tHMG1,,OE,
,,,,,,,,,,,,,,,,,,,
p40,10.1016.j.biortech.2023.128911,K1-C1Q1,Escherichia coli,"1,3-BDO (1,3-Butanediol)",7.6 mM,LB medium,Glucose,30 g/L,Shake flask,,24h,37°C,200 rpm,E. coli K12 MG1655,,Cn_phaA;Cn_phaB;Cs_bld;bld;phaA;phaB,,yes,
p40,10.1016.j.biortech.2023.128911,K1-C1Q7,Escherichia coli,"1,3-BDO (1,3-Butanediol)",11.02 mM,,,,,,,,,E. coli K12 MG1655,,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K1-C1Q7,Escherichia coli,acetate (acetate),12.1 mM,minimal,glucose,-,-,-,-,-,-,E. coli K12 MG1655,,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K1-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",25.1 mM,,,,,,,,,E. coli K12 MG1655,,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,yes,
p40,10.1016.j.biortech.2023.128911,K1-Q10,Escherichia coli,acetate (acetate),2.5 mM,minimal,glucose,-,-,-,-,-,-,E. coli K12 MG1655,,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,yes,
p40,10.1016.j.biortech.2023.128911,W3110,Escherichia coli,"1,3-BDO (1,3-Butanediol)",24.2 mM,,,,,,,,,,,,,yes,
p40,10.1016.j.biortech.2023.128911,BL21,Escherichia coli,"1,3-BDO (1,3-Butanediol)",18.8 mM,,,,,,,,,,,,,yes,
p40,10.1016.j.biortech.2023.128911,BW25113,Escherichia coli,"1,3-BDO (1,3-Butanediol)",18.4 mM,,,,,,,,,,,,,yes,
p40,10.1016.j.biortech.2023.128911,W,Escherichia coli,"1,3-BDO (1,3-Butanediol)",15.1 mM,,,,,,,,,,,,,yes,
p40,10.1016.j.biortech.2023.128911,W,Escherichia coli,acetate (acetate),14.0 mM,M9 medium,glucose,50-250mM,"Flask, initial 9h production",-,-,-,-,,,,,yes,
p40,10.1016.j.biortech.2023.128911,XL1-Blue,Escherichia coli,"1,3-BDO (1,3-Butanediol)",6.2 mM,,,,,,,,,,,,,yes,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",42 mM,,,,,,,,,,adhE;ldh;ldhA;yciA,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",86.2 mM,,,,,,,,,,adhE;ldh;ldhA;yciA,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",179 mM,M9 medium,Glucose,50-250 mM,Eppendorf bioreactor (1 L),7.0,36h,37°C,550 rpm,,adhE;ldh;ldhA;yciA,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",178 mM,,,,,,,,,,adhE;ldh;ldhA;yciA,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",215 mM,,,,,,,,,,adhE;ldh;ldhA;yciA,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",257 mM,,,,,,,,,,adhE;ldh;ldhA;yciA,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.42 mol/mol,,,,,,,,,,adhE;ldh;ldhA;yciA,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.21 mol/mol,minimal,glucose,-,"bioreactor, two-stage fed",-,-,-,-,,adhE;ldh;ldhA;yciA,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.41 mol/mol,M9 medium,glucose,50-250mM,"bioreactor, C:N ratio 80",7.0±0.1,36 h,37°C,550 rpm,,adhE;ldh;ldhA;yciA,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.2 mol/mol,M9 medium,glucose,50-250mM,"bioreactor, 9h induction",7.0±0.1,-,37°C,-,,adhE;ldh;ldhA;yciA,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.51 mol/mol,M9 medium,glucose,50-250mM,"Flask, cysteine addition",-,24 h,-,-,,adhE;ldh;ldhA;yciA,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.47 mol/mol,M9 medium,glucose,50-250mM,"Flask, glutamate addition",-,24 h,-,-,,adhE;ldh;ldhA;yciA,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,,hetero,
p40,10.1016.j.biortech.2023.128911,K12 MG1655,Escherichia coli,acetate (acetate),1.17 mM,minimal,glucose,-,-,-,-,-,-,,,,,yes,
,,,,,,,,,,,,,,,,,,,
p41,10.1016.j.biortech.2023.129540,ARG12,Escherichia coli,L-arginine (L-arginine),110 g/L,fermentation medium,glucose,10 g/L,"5-L bioreactor, fed-batch",,48 h,37℃,,,,,,yes,
p41,10.1016.j.biortech.2023.129540,ARG12,Escherichia coli,L-arginine (L-arginine),0.43 g/g,fermentation medium,glucose,10 g/L,"5-L bioreactor, fed-batch",,,37℃,,,,,,yes,
p41,10.1016.j.biortech.2023.129540,ARGp2,Escherichia coli,L-arginine (L-arginine),0.37 g/L,96 deep-well plates,glucose,10 g/L,96 deep-well plates fermentation,,12 h,,,ARG12,,cynX,,yes,
p41,10.1016.j.biortech.2023.129540,ARGp15,Escherichia coli,L-arginine (L-arginine),0.66 g/L,96 deep-well plates,glucose,10 g/L,96 deep-well plates fermentation,,12 h,,,ARGp7,,rhaB,,yes,
p41,10.1016.j.biortech.2023.129540,ARGs1,Escherichia coli,L-arginine (L-arginine),29.8 g/L,shake flask medium,glucose,10 g/L,shake flask fermentation,,28 h,37℃,,ARG12,,cynX,,yes,
p41,10.1016.j.biortech.2023.129540,ARGs3,Escherichia coli,L-arginine (L-arginine),31.2 g/L,shake flask medium,glucose,10 g/L,shake flask fermentation,,28 h,37℃,,ARG12,,pyrB,,yes,
p41,10.1016.j.biortech.2023.129540,ARGs2,Escherichia coli,L-arginine (L-arginine),28.7 g/L,shake flask medium,glucose,10 g/L,shake flask fermentation,,28 h,37℃,,ARG12,,cynT,,yes,
p41,10.1016.j.biortech.2023.129540,ARGs5,Escherichia coli,L-arginine (L-arginine),31.9 g/L,shake flask medium,glucose,10 g/L,shake flask fermentation,,28 h,37℃,,ARG12,rhaB,,,yes,
p41,10.1016.j.biortech.2023.129540,ARGs6,Escherichia coli,L-arginine (L-arginine),33.1 g/L,shake flask medium,glucose,10 g/L,shake flask fermentation,,28 h,37℃,,ARG12,rhaB,cynT;cynX;pyrB,,yes,
p41,10.1016.j.biortech.2023.129540,ARGs6,Escherichia coli,L-arginine (L-arginine),122 g/L,fermentation medium,glucose,10 g/L,"5-L bioreactor, fed-batch",,,37℃,,ARG12,rhaB,cynT;cynX;pyrB,,yes,
p41,10.1016.j.biortech.2023.129540,ARGs6,Escherichia coli,L-arginine (L-arginine),125 g/L,fermentation medium,glucose,10 g/L,"5-L bioreactor, fed-batch",,,37℃,,ARG12,rhaB,cynT;cynX;pyrB,,yes,
p41,10.1016.j.biortech.2023.129540,ARGs6,Escherichia coli,L-arginine (L-arginine),0.49 g/g,fermentation medium,glucose,10 g/L,"5-L bioreactor, fed-batch",,,37℃,,ARG12,rhaB,cynT;cynX;pyrB,,yes,
,,,,,,,,,,,,,,,,,,,
p42,10.1016.j.biortech.2023.130145,S4,E.coli,acetate (acetate),0.72 g/L,soy whey,,,"Shake flask, batch culture",,20 h,37°C,,S2,EIICBGLC;galP;lacY;mglCAB,,EGFP;Ec_YdiI;Eg_Ter;Re_BktB;Se_FadB;sucrase;α-galactosidase,yes,
p42,10.1016.j.biortech.2023.130145,S4,E.coli,formate (formate),0.47 g/L,soy whey,,,"Shake flask, batch culture",,20 h,37°C,,S2,EIICBGLC;galP;lacY;mglCAB,,EGFP;Ec_YdiI;Eg_Ter;Re_BktB;Se_FadB;sucrase;α-galactosidase,yes,
p42,10.1016.j.biortech.2023.130145,S4,E.coli,lactate (lactate),0.17 g/l,soy whey,,,"Shake flask, batch culture",,20 h,37°C,,S2,EIICBGLC;galP;lacY;mglCAB,,EGFP;Ec_YdiI;Eg_Ter;Re_BktB;Se_FadB;sucrase;α-galactosidase,yes,
p42,10.1016.j.biortech.2023.130145,S4,E.coli,medium-chain fatty acids (MCFA) (medium-chain fatty acids),547.17 mg/l,soy whey,,,"Shake flask, batch culture",,20 h,37°C,,S2,EIICBGLC;galP;lacY;mglCAB,,EGFP;Ec_YdiI;Eg_Ter;Re_BktB;Se_FadB;sucrase;α-galactosidase,yes,
p42,10.1016.j.biortech.2023.130145,S4,E.coli,succinate (succinate),0.22 g/L,soy whey,,,"Shake flask, batch culture",,20 h,37°C,,S2,EIICBGLC;galP;lacY;mglCAB,,EGFP;Ec_YdiI;Eg_Ter;Re_BktB;Se_FadB;sucrase;α-galactosidase,yes,
p42,10.1016.j.biortech.2023.130145,S2,E.coli,medium-chain fatty acids (MCFA) (medium-chain fatty acids),377.52 mg/l,soy whey,,,"Shake flask, batch culture",,20 h,37°C,,C3,EIICBGLC;galP;lacY;mglCAB,,EGFP;Ec_YdiI;Eg_Ter;Re_BktB;Se_FadB;sucrase;α-galactosidase,yes,
p42,10.1016.j.biortech.2023.130145,S7,E.coli,medium-chain fatty acids (MCFA) (medium-chain fatty acids),1.17 g/l,soy whey,,,"Shake flask, batch culture",,20 h,37°C,,S4,EIICBGLC;galP;gltA;lacY;ldhA;mglCAB;pflB;poxB,,EGFP;Ec_YdiI;Eg_Ter;Re_BktB;Se_FadB;sucrase;α-galactosidase,yes,
p42,10.1016.j.biortech.2023.130145,S8,E.coli,medium-chain fatty acids (MCFA) (medium-chain fatty acids),3.25 g/l,soy whey,,,"Shake flask, batch culture",,20 h,37°C,,S7,EIICBGLC;galP;gltA;lacY;ldhA;mglCAB;pflB;poxB,,Bs_mdh;Cb_Fdh;EGFP;Ec_YdiI;Eg_Ter;Fdh;Re_BktB;Se_FadB;falDH;sucrase;α-galactosidase,yes,
p42,10.1016.j.biortech.2023.130145,S8,E.coli,medium-chain fatty acids (MCFA) (medium-chain fatty acids),4.72 g/l,soy whey,2.50 g/L methanol,,"Shake flask, batch culture",,20 h,37°C,,S7,EIICBGLC;galP;gltA;lacY;ldhA;mglCAB;pflB;poxB,,Bs_mdh;Cb_Fdh;EGFP;Ec_YdiI;Eg_Ter;Fdh;Re_BktB;Se_FadB;falDH;sucrase;α-galactosidase,yes,
p42,10.1016.j.biortech.2023.130145,S8,E.coli,medium-chain fatty acids (MCFA) (medium-chain fatty acids),8.20 g/l,soy whey,,,"3-L bioreactor, batch fermentation",7.00,20 h,37°C,controlled,S7,EIICBGLC;galP;gltA;lacY;ldhA;mglCAB;pflB;poxB,,Bs_mdh;Cb_Fdh;EGFP;Ec_YdiI;Eg_Ter;Fdh;Re_BktB;Se_FadB;falDH;sucrase;α-galactosidase,yes,
p42,10.1016.j.biortech.2023.130145,S8,E.coli,medium-chain fatty acids (MCFA) (medium-chain fatty acids),16.42 g/l,soy whey,20 g/L glucose,,"3-L bioreactor, fed-batch fermentation",7.00,20 h,37°C,controlled,S7,EIICBGLC;galP;gltA;lacY;ldhA;mglCAB;pflB;poxB,,Bs_mdh;Cb_Fdh;EGFP;Ec_YdiI;Eg_Ter;Fdh;Re_BktB;Se_FadB;falDH;sucrase;α-galactosidase,yes,
,,,,,,,,,,,,,,,,,,,
p43,10.1016.j.cels.2023.10.005,WL4PL1,Escherichia coli,4HPLA (4-hydroxyphenyllactate),1.46 g/L,MR,Glucose,20 g/L,Flask,7,48 h,37 °C,40%,E.coli WL3110,tyrB;tyrR,aroG;tyrA,fldH,yes,
p43,10.1016.j.cels.2023.10.005,WL4PL1,Escherichia coli,4HPLA (4-hydroxyphenyllactate),1.5 g/L,MR,Glucose,20 g/L,Bioreactor (fed-batch),7,48 h,37 °C,40%,E.coli WL3110,tyrB;tyrR,aroG;tyrA,fldH,yes,
p43,10.1016.j.cels.2023.10.005,WL4PL2,Escherichia coli,4HPLA (4-hydroxyphenyllactate),840.8 mg/L,MR,Glucose,20 g/L,Flask,7,48 h,37 °C,40%,WL4PL1,tyrB;tyrR,aroG;ppsA;tyrA,fldH,yes,
p43,10.1016.j.cels.2023.10.005,WL4PL2,Escherichia coli,4HPLA (4-hydroxyphenyllactate),4.8 g/L,MR,Glucose,20 g/L,Bioreactor (fed-batch),7,48 h,37 °C,40%,WL4PL1,tyrB;tyrR,aroG;ppsA;tyrA,fldH,yes,
p43,10.1016.j.cels.2023.10.005,WL4PL3,Escherichia coli,4HPLA (4-hydroxyphenyllactate),"1,158.9 mg/L",MR,Glucose,20 g/L,Flask,7,48 h,37 °C,40%,WL4PL2,tyrB;tyrR,aroG;ppsA;tyrA,fldH,KO,
p43,10.1016.j.cels.2023.10.005,WL4PL3,Escherichia coli,4HPLA (4-hydroxyphenyllactate),8.2 g/L,MR,Glucose,20 g/L,Bioreactor (fed-batch),7,48 h,37 °C,40%,WL4PL2,tyrB;tyrR,aroG;ppsA;tyrA,fldH,KO,
p43,10.1016.j.cels.2023.10.005,WLPAN1,Escherichia coli,D-panthenol (D-panthenol),27.5 mg/L,MR,Glucose,20 g/L,Flask,7,48 h,37 °C,40%,E.coli W3110,,panD;panDBC,carM;sfp,yes,
p43,10.1016.j.cels.2023.10.005,WLPAN1,Escherichia coli,D-panthenol (D-panthenol),0.3 g/L,MR,Glucose,20 g/L,Bioreactor (fed-batch),7,48 h,37 °C,40%,E.coli W3110,,panD;panDBC,carM;sfp,yes,
p43,10.1016.j.cels.2023.10.005,WLPAN2,Escherichia coli,D-panthenol (D-panthenol),177.6 mg/L,MR,Glucose,20 g/L,Flask,7,48 h,37 °C,40%,WLPAN1,,ilvB;ilvBN;ilvBNmut;panD;panDBC,carM;sfp,yes,
p43,10.1016.j.cels.2023.10.005,WLPAN2,Escherichia coli,D-panthenol (D-panthenol),4.1 g/L,MR,Glucose,20 g/L,Bioreactor (fed-batch),7,48 h,37 °C,40%,WLPAN1,,ilvB;ilvBN;ilvBNmut;panD;panDBC,carM;sfp,yes,
p43,10.1016.j.cels.2023.10.005,WLPAN2,Escherichia coli,D-panthenol (D-panthenol),383.6 mg/L,MR,Glucose,20 g/L,Flask,7,48 h,37 °C,40%,WLPAN1,,ilvB;ilvBN;ilvBNmut;panD;panDBC,carM;sfp,yes,
p43,10.1016.j.cels.2023.10.005,WLPAN3,Escherichia coli,D-panthenol (D-panthenol),10.3 g/L,MR,Glucose,20 g/L,Bioreactor (fed-batch),7,48 h,37 °C,40%,WLPAN2,,ilvB;ilvBN;ilvBNmut;panD;panDBC,carM;sfp,KO,
p43,10.1016.j.cels.2023.10.005,WLPAN3,Escherichia coli,D-panthenol (D-panthenol),13.25 g/L,MR,Glucose,20 g/L,Bioreactor (fed-batch),7,48 h,37 °C,40%,WLPAN2,,ilvB;ilvBN;ilvBNmut;panD;panDBC,carM;sfp,KO,
p43,10.1016.j.cels.2023.10.005,XQSAG,Escherichia coli,putrescine (putrescine),42.3 g/L,R/2,Glucose,10 g/L,Bioreactor (fed-batch),6.8,12 h,37 °C,40%,,,argF;glnA;speC,,yes,
p43,10.1016.j.cels.2023.10.005,XQSAG,Escherichia coli,putrescine (putrescine),53.0 g/L,R/2 medium,glucose,10 g/L,"5L Bioreactor, Fed-batch",6.8,12h,37 °C,>40%,,,argF;glnA;speC,,yes,
p43,10.1016.j.cels.2023.10.005,XQSAGP,Escherichia coli,putrescine (putrescine),63.7 g/L,R/2,Glucose,10 g/L,Bioreactor (fed-batch),6.8,12 h,37 °C,40%,XQSAG,,argF;glnA;speC,pyc,yes,
,,,,,,,,,,,,,,,,,,,
p44,10.1016.j.ces.2016.06.014,M1EG,Saccharomyces cerevisiae,ergosterol (ergosterol),17.46 mg/L,YPD broth,glucose,20g/L,100ml Erlenmeyer flask,,48h,30°C,aerobic,,,ERG2;ERG20;ERG9;HMG1;IDI1,,OE,
p44,10.1016.j.ces.2016.06.014,M1EG,Saccharomyces cerevisiae,squalene (squalene),20.9 mg/L,YPD broth,glucose,20g/L,100ml Erlenmeyer flask,,48h,30°C,aerobic,,,ERG2;ERG20;ERG9;HMG1;IDI1,,OE,
p44,10.1016.j.ces.2016.06.014,M1EG,Saccharomyces cerevisiae,squalene (squalene),34 mg/L,YPD broth,glucose,20g/L,100ml Erlenmeyer flask,,48h,30°C,aerobic,,,ERG2;ERG20;ERG9;HMG1;IDI1,,OE,
p44,10.1016.j.ces.2016.06.014,M1EG,Saccharomyces cerevisiae,squalene (squalene),119.08 mg/L,YPD broth,glucose,20g/L,100ml Erlenmeyer flask,,48h,30°C,aerobic,,,ERG2;ERG20;ERG9;HMG1;IDI1,,OE,
p44,10.1016.j.ces.2016.06.014,M1EG,Saccharomyces cerevisiae,squalene (squalene),7.77 mg/g DCW,YPD broth,glucose,20g/L,100ml Erlenmeyer flask,,48h,30°C,aerobic,,,ERG2;ERG20;ERG9;HMG1;IDI1,,OE,
,,,,,,,,,,,,,,,,,,,
p45,10.1016.j.enzmictec.2019.109437,BDPP101,Pseudomonas putida,mevalonate (mevalonate),0.31 g/L,M9B,"2,3-BDO",7.5 g/L,"Erlenmeyer flask, batch mode",,30 h,30 °C,200 rpm,P. putida KT2440,,,mvaE;mvaS,yes,
p45,10.1016.j.enzmictec.2019.109437,BDPP102,Pseudomonas putida,mevalonate (mevalonate),1.52 g/L,M9B,"2,3-BDO",7.5 g/L,"Erlenmeyer flask, batch mode",,30 h,30 °C,200 rpm,P. putida KT2440,,atoB,mvaE;mvaES,yes,
p45,10.1016.j.enzmictec.2019.109437,BDPP102,Pseudomonas putida,mevalonate (mevalonate),0.23 g/L,M9G,Glucose,10 g/L,"Erlenmeyer flask, batch mode",,12 h,30 °C,200 rpm,P. putida KT2440,,atoB,mvaE;mvaES,yes,
p45,10.1016.j.enzmictec.2019.109437,BDPP102,Pseudomonas putida,mevalonate (mevalonate),0.18 g/L,M9Gly,Glycerol,10.2 g/L,"Erlenmeyer flask, batch mode",,30 h,30 °C,200 rpm,P. putida KT2440,,atoB,mvaE;mvaES,yes,
p45,10.1016.j.enzmictec.2019.109437,BDPP102,Pseudomonas putida,mevalonate (mevalonate),2.21 g/L,M9B,"2,3-BDO",7.5 g/L,"Erlenmeyer flask, batch mode",,30 h,30 °C,150 rpm,P. putida KT2440,,atoB,mvaE;mvaES,yes,
,,,,,,,,,,,,,,,,,,,
p46,10.1016.j.jbiosc.2020.05.003,4AK4 (pMCS-phaAB-acs),Aeromonas hydrophila,PHB (poly-3hydroxybutyrate),0.49 g/L,MS,acetate,10 g/L,shake flask,,24 h,30°C,200 rpm,A.hydrophila 4AK4,,,acs;phaAB,yes,
p46,10.1016.j.jbiosc.2020.05.003,4AK4 (pMCS-phaAB-acs),Aeromonas hydrophila,PHBV (poly(3-hydroxybutyrate-co-3-hydroxyvalerate)),3.63 g/L,MS,"acetate,","10 g/L acetate,",shake flask,,24 h,30°C,200 rpm,A.hydrophila 4AK4,,,acs;phaAB,yes,
p46,10.1016.j.jbiosc.2020.05.003,4AK4 (pMCS-phaAB-acsAh),Aeromonas hydrophila,PHBV (poly(3-hydroxybutyrate-co-3-hydroxyvalerate)),3.79 g/L,MS,"acetate,","10 g/L acetate,",shake flask,,24 h,30°C,200 rpm,A.hydrophila 4AK4,,acetyl-CoA synthetase,phaAB,yes,
,,,,,,,,,,,,,,,,,,,
p47,10.1016.j.jbiosc.2020.07.013,BJAiEPGY,Escherichia coli,DAP (cadaverine),20 g/L,LB,Lysine,50 g/L,"Flask, batch",,27 h,37°C,200 rpm,,,CadA,dCas9,yes,
p47,10.1016.j.jbiosc.2020.07.013,BJAiEPGY,Escherichia coli,DAP (cadaverine),20.7 g/L,LB,Lysine,50 g/L,"Flask, batch",,27 h,37°C,200 rpm,,,CadA,dCas9,yes,
p47,10.1016.j.jbiosc.2020.07.013,BJAiY,Escherichia coli,DAP (cadaverine),22.5 g/L,LB,Lysine,50 g/L,"Flask, batch",,27 h,37°C,200 rpm,,,CadA,dCas9,yes,
p47,10.1016.j.jbiosc.2020.07.013,BJAiGY,Escherichia coli,DAP (cadaverine),21.5 g/L,LB,Lysine,50 g/L,"Flask, batch",,27 h,37°C,200 rpm,,,CadA,dCas9,yes,
p47,10.1016.j.jbiosc.2020.07.013,BT7AiY,Escherichia coli,DAP (cadaverine),40 g/L,LB,Lysine,50 g/L,"Flask, batch",,24 h,37°C,200 rpm,BL21(DE3),,CadA,dCas9,yes,
p47,10.1016.j.jbiosc.2020.07.013,BT7AiY,Escherichia coli,DAP (cadaverine),38 g/L,LB,Lysine,10 μM PLP,"Flask, batch",,24 h,37°C,200 rpm,BL21(DE3),,CadA,dCas9,yes,
p47,10.1016.j.jbiosc.2020.07.013,BT7AiY,Escherichia coli,DAP (cadaverine),47 g/L,LB,Lysine,75 g/L,"Flask, batch",,27 h,37°C,200 rpm,BL21(DE3),,CadA,dCas9,yes,
p47,10.1016.j.jbiosc.2020.07.013,WL5AiPGY,Escherichia coli,DAP (cadaverine),25-35 g/L,LB,Lysine,50 g/L,"Flask, batch",,24 h,37°C,200 rpm,W3110::L5,,CadA,dCas9,yes,
