doi,product,product titer,medium,carbon source,ph,temperature,oxygen level,vessel and feed mode,gene
10.1016.j.ymben.2009.11.002,"['diapolycopendioic acid', 'diapolycopendioic acid (diapolycopendioic acid)']","['0.0470 mg-carotenoid/g-glucose', '0.1770 mg-carotenoid/g-glucose']",['M9 medium'],['Glucose'],['6.9'],['30°C'],['Aerobic'],['Batch bioreactor'],"['CRT028', 'DadhE', 'DfrdA', 'DldhA', 'DmaeB', 'DpoxB', 'Dpta', 'DpykF', 'Dzwf', 'adhE', 'crtM', 'crtN', 'crtOx', 'frdA', 'ldhA', 'maeB', 'pACMNOx', 'poxB', 'pta', 'pykF', 'zwf']"
10.1016.j.ymben.2010.02.003,"['b-hydroxymyristic acid', 'b-hydroxymyristic acid (b-hydroxymyristic acid)', 'fatty acids', 'fatty acids (fatty acids)']","['2.5 g/L/day', '1.1 g/L/day', '4.5 g/L/day']",['LB'],[''],[''],['30°C'],[''],"['Fed-batch fermentation', 'Shake-flask']","['ACC', 'ACP', 'AccA3', 'AccD6', 'AccE5', 'PTDH', 'TE', 'TesA', 'accA2', 'accB', 'accE', 'ackA-pta', 'acpP', 'adhE', 'apo-ACP', 'birA', 'fadD', 'holo-ACP', 'phosphite dehydrogenase', 'plant TE', 'sfp']"
10.1016.j.ymben.2011.01.004,"['hydrogen', 'hydrogen (hydrogen)']","['210 nmol H2 min - 1 mg - 1', '8.4 mmol H2 per litre of culture', '37 nmol H2 per minute per mg of total protein at 55 1C']","['BG-11 media', 'semi defined medium']","['', 'glucose']",[''],"['25 1C', '37 1C']",['anaerobic'],"['100 mL in shaker incubator', '250 mL Duran type bottles']","['DhoxW', 'DhyaB', 'DhybC', 'DhycE', 'DhyfG', 'DhypA1', 'DhypB1', 'DhypC', 'DhypD', 'DhypE', 'DhypF', 'DpflB', 'HoxH', 'HoxW', 'HoxY', 'HypA1', 'HypAB', 'HypCDEF', 'PFL', 'hoxE', 'hoxEFUYH', 'hoxEFUYHW', 'hoxF', 'hoxH', 'hoxU', 'hoxW', 'hoxY', 'hyaB', 'hybC', 'hycE', 'hyfG', 'hypA1', 'hypB1', 'hypC', 'hypD', 'hypE', 'hypF', 'pSynHox']"
10.1016.j.ymben.2011.04.005,"['p-coumaric acid', 'p-coumaric acid (p-coumaric acid)', 'resveratrol', 'resveratrol (resveratrol)', 'trans-resveratrol', 'trans-resveratrol (trans-resveratrol)']","['2.3 mg/L', '3.1 mg/L', '0.68 mg/L', '3.44 mg/L', '1.78 mg/L', '1.27 mg/L', '1.90 mg/L', '3.0 mg/L', '1.06 mg/L']","['Fresh grape juice', 'Grape juice', 'SD dropout liquid', 'Sucrose medium', 'Yeast medium']","['', 'Sucrose', 'Tyrosine']",[''],"['', '30°C', 'Room temp (~22-25°C)']",[''],"['5-gallon bucket, batch', 'Flask, batch culture']","['4CL', '4CL::STS', 'STS', 'TAL', 'TAL-made', 'TAL-mutant', 'araE', 'ccdB']"
10.1016.j.ymben.2011.05.003,"['5-Aminolevulinic acid', '5-Aminolevulinic acid (5-Aminolevulinic acid)']","['4.13 g/L', '0.168 g/g', '404.62 mg/L', '2052 mg/L', '176 mg/L']",['modified minimal medium'],['glucose'],['6.0'],['37°C'],['monitored'],"['300 mL Erlenmeyer flask, batch', '5 L fermentor, batch']","['DDppA', 'DDppADMppA', 'DMppA', 'HemA', 'dppA', 'gapA', 'gltX', 'hemA', 'hemA M', 'hemB', 'hemL', 'mppA', 'rhtA', 'udhA', 'yeaS']"
10.1016.j.ymben.2011.06.005,"['L-phenylalanine', 'L-phenylalanine (L-phenylalanine)', 'styrene', 'styrene (styrene)']","['0.052-0.074 g/g', '250 mg/L', '0.051-0.072 g/g', '15.2 mg', '700-1000 mg/L', '260 mg/L', '13.4 mg', '376 mg/L', '210 mg/L', '500 mg/L', '18.9 mg', '183 mg/L', '13.6 mg', '29 mg/L', '188 mg/L']",['MM1'],"['Glucose', 'L-phenylalanine']","['', '7']",[''],"['', '-', 'Aerobic']","['Resting Cells', 'Sealed Jars', 'Shake Flasks']","['CADC', 'EncP', 'FDC1', 'PAD1', 'PADC', 'PAL', 'PAL1', 'PAL2', 'amorphadiene oxidase', 'csrA', 'padC', 'pdc', 'tktA', 'ubix']"
10.1016.j.ymben.2011.08.001,"['FOH', 'FOH (FOH)', 'a-farnesene', 'a-farnesene (a-farnesene)', 'mevalonate']","['57.6 mg/L', '17 mg/L', '17.8 mg/L', '0.9 mg/L', '86.8 mg/L', '28.7 mg/g', '153.6 mg/L', '23.8 mM', '380.0 mg/L', '103.6 mg/g', '18.4 mg/g']",['2YT'],"['', 'Mevalonate']",[''],['29°C'],[''],[''],"['DXS', 'IDI', 'MdAFS1', 'a-farnesene synthase', 'aFS', 'ispA', 'ispALaFS-SN', 'ispANaFS-SN', 'wFS']"
10.1016.j.ymben.2012.11.009,"['(2S)-pinocembrin', '(2S)-pinocembrin ((2S)-pinocembrin)']","['1.22 mg/L', '0.71 mg/L', '0.63 mg/L', '10.51 mg/L', '3.12 mg/L', '40.02 mg/L', '5.62 mg/L']",['MOPS'],['Glucose'],['Not specified'],['30 °C'],['Not specified'],['Batch'],"['4CL', 'CHI', 'CHS', 'PAL', 'aroF', 'aroG', 'aroH', 'fbr', 'matB', 'matC', 'pheA']"
10.1016.j.ymben.2013.01.008,"['1-propanol', '1-propanol (1-propanol)', 'acetate', 'acetate (acetate)', 'lactate', 'lactate (lactate)']","['8 g/L', '43 g/L', '3 g/L', '1.5 to 2 g/L', '1 g/L', 'less than 1 g/L', '7.5 g/L', '2 g/L', '0.15 g/g', '4.5 g/L', '0.09 to 0.11 g/g', '2.5 g/L', '0.15 g/g of glucose']","['', 'LB/M9', 'M9']","['', 'Glucose']","['', '7', 'N/A']","['', '30°C', '37°C/30°C']","['', 'Micro-aerobic']","['', 'Flasks, screwed cap']","['ADH2', 'AdhE', 'BC', 'Frd', 'Kivd', 'LdhA', 'LeuABCD', 'PoxB', 'Pta', 'YqhD', 'adhE', 'arcA', 'avtA', 'cimA2D', 'citramalate pathway', 'fbr', 'frdA', 'gltA', 'iclR', 'ilvA', 'kivd', 'ldhA', 'leuA', 'leuABCD', 'leuBCD', 'poxB', 'pta', 'tdc', 'tdcE', 'thrA', 'thrA fbr BC', 'thrB', 'threonine pathway', 'yqhD']"
10.1016.j.ymben.2013.05.004,"['limonene', 'limonene (limonene)', 'perillyl alcohol', 'perillyl alcohol (perillyl alcohol)']","['1 mg/L', '34 mg/L', '435 mg/L', '30 mg/L', '187 mg/L', '70 mg/L', '335 mg/L', '2 mg/L', '40 mg/L']",['EZ-Rich defined medium'],['glucose'],[''],['30°C'],[''],['rotary shakers'],"['CAT', 'GPPS', 'HMGR', 'HMGS', 'LS', 'MBI', 'MK', 'MTSA', 'P450', 'PMD', 'PMK', 'ahpGHI', 'atoB', 'idi', 'lacI', 'lacI q', 'limonene synthase']"
10.1016.j.ymben.2014.02.009,"['MA', 'MA (cis,cis-Muconic acid)', 'SA', 'SA (salicylic acid)', 'acetate', 'acetate (acetate)']","['158.5 mg/L', '1.5 g/l', '1425.71 mg/L', '1179.92 mg/L', '177.95 mg/L', '2.5 g/l', '207.20 mg/L', '813.97 mg/L', '2313.0 mg/L', '621.05 mg/L', '1453.64 mg/L', '938.4 mg/L', '778.16 mg/L']",['M9Y'],"['glucose, glycerol']",[''],['37°C'],"['', 'high']","['Fed-batch, continuous SA feed (3mM/h)', 'Static batch']","['APTA', 'CDO', 'EP', 'EntC', 'ICS', 'IPL', 'PchB', 'SMO', 'aroG', 'aroG fbr', 'aroL', 'catA', 'entC', 'nahG', 'nahG opt', 'paantABC', 'pchB', 'pfantABC', 'pheA', 'ppbenABCD', 'ppsA', 'tktA', 'trpD', 'tyrA']"
10.1016.j.ymben.2014.05.004,"['mcl-PHA copolymers', 'mcl-PHA copolymers (medium-chain-length polyhydroxyalkanoates copolymers)', 'polyhydroxybutyrate (PHB)', 'polyhydroxybutyrate (PHB) (polyhydroxybutyrate)', 'scl-mcl PHA', 'scl-mcl PHA (short-chain-length and medium-chain-length polyhydroxyalkanoates)']","['4.01 wt%', '3.20 wt%', '6.28 g/l', '6.28 wt%', '12.10 wt%', '7.38 wt%', '6.62 g/l', '0.50 wt%', '0.23 wt%', '1.25 wt%', '2.04 wt%', '6.62 wt%', '5.07 g/l', '437 mg/l', '5.07 wt%', '11.20 wt%']",['Fermentation medium'],['Glucose'],[''],['30°C'],['Shaking at 250 rpm'],['Shake flask'],"['fadA', 'fadB', 'fadBA', 'phaC', 'phaC2', 'phaC2 Pa', 'phaC2 Ps', 'phaJ1', 'phaJ1 Pa', 'phbA', 'phbB', 'phbC', 'ptsG', 'ter', 'tesA', 'tesB', 'yciA', 'ydiO', 'yqeF']"
10.1016.j.ymben.2014.09.002,"['anteiso-branched fatty acids', 'anteiso-branched fatty acids (anteiso-branched fatty acids)', 'free fatty acids', 'free fatty acids (free fatty acids)', 'straight-chain fatty acids', 'straight-chain fatty acids (straight-chain fatty acids)']","['1634 mg/L', '1532 mg/L', '1922 mg/L']",['EZ-rich'],['Glucose'],['Not specified'],"['37°C (initially), then 30°C']",['Not specified'],['Not specified'],"['Bkd', 'FabA', 'FabB', 'IlvA', 'IlvCD', 'IlvGM', 'MetA', 'Tdh', 'ThrABC', 'bFabH', 'bFabH2', 'bfabH1', 'bfabH2', 'bkd', 'bkd operon', 'fadE', 'fadR', 'gfp', 'ilvA', 'ilvB', 'ilvC', 'ilvCD', 'ilvGM', 'ilvGMCD', 'ilvGMCDA', 'ilvI', 'ilvN', 'ilvY', 'metA', 'tdh', 'tesA', 'thrABC', 'thrL']"
10.1016.j.ymben.2014.11.007,"['beta-carotene', 'beta-carotene (beta-carotene)', 'carotenoids', 'carotenoids (carotenoids)', 'other carotenes', 'squalene', 'squalene (squalene)']","['1156 mg/L', '1156 mg/l', '2.54 mg/g DCW', '9.64 mg/g DCW', '10.03 mg/g DCW in YPDG', '20.79 mg/g DCW', '22.43 mg/g DCW', '10.1 mg/g DCW', '2.25 mg/g DCW', '11.93 mg/g DCW', '7.25 mg/g DCW', '18.75 mg/g DCW', '14.4 mg/g DCW', '2.5 mg/g DCW', '19.71 mg/g DCW', '2.56 mg/g DCW']","['', 'YPD', 'YPDG']","['', 'glucose', 'glucose/glycerol', 'glycerol']",[''],"['', '30°C']",[''],"['', '250 ml flasks, shaking', 'Shake Flask']","['ACT1', 'CYC1', 'CrtE', 'CrtI', 'CrtYB', 'ERG9', 'GAL1', 'GAL10', 'GAL80', 'HIS3', 'HMG1', 'HXT1', 'LEU2', 'MET15', 'P BTS1', 'P ERG9', 'P HXT1', 'YPRCtau3', 'dpp1', 'gal80', 'ho', 'tHMG1']"
10.1016.j.ymben.2014.11.011,"['bisabolene', 'bisabolene (bisabolene)', 'limonene', 'limonene (limonene)']","['605 mg/L', '435 mg/L', '1150 mg/L', '435718 mg/L', '550 mg/L', '435723 mg/L']",['EZ-Rich defined'],['glucose'],[''],['30°C'],['200 rpm'],['rotary shakers'],"['AgBIS', 'AtoB', 'DMAPP synthase', 'GPP synthase', 'HMGR', 'HMGS', 'IPP synthase', 'IspA', 'LS', 'LacI', 'MK', 'PC2', 'PMD', 'PMK', 'hydroxymethylglutaryl-CoA reductase', 'hydroxymethylglutaryl-CoA synthase', 'idi', 'ispA', 'limonene synthase', 'mevalonate kinase', 'mevalonate-5-pyrophosphate decarboxylase', 'phosphomevalonate kinase', 'tr-GPPS(co)']"
10.1016.j.ymben.2014.12.002,"['(þ)-afzelechin', '(þ)-afzelechin ((þ)-afzelechin)', '(þ)-catechin', '(þ)-catechin ((þ)-catechin)', 'dihydrokaempferol (DHK)', 'dihydroquercetin (DHQ)', 'luteoforol', 'luteoforol (luteoforol)']","['129.478.5 mg/L', '16.8 mg/L', '663.1753.4 mg/L', '60.6712.9 mg/L', '39.570.9 mg/L', '374.6743.6 mg/L', '270.719.0 mg/L', '3.071.6 mg/L', '65.170.9 mg/L', '342.175.2 mg/L', '467.7764.1 mg/L', '68.6715.0 mg/L', '42.67 1.3 mg/L', '130.872.0 mg/L', '33.178.6 mg/L', '65.171.2 mg/L', '22.3 mg/L', '145.0 mg/L/OD', '41.972.3 mg/L', '760.9784.3 mg/L', '42.676.7 mg/L', '285.376.4 mg/L', '386.0716.3 mg/L', '560.5741.0 mg/L', '646.5731.0 mg/L', '638.0777.6 mg/L', '548.2738.5 mg/L', '709.8747.3 mg/L', '910.9761.3 mg/L', '41.870.6 mg/L', '598.2761.9 mg/L', '40.972.7 mg/L', '38.971.6 mg/L', '53.6 mg/L', '234.470.9 mg/L']","['1X-M9', 'M9']","['D-glucose', 'DHQ', 'Eriodictyol', 'Naringenin']","['', '7.0']","['30 °C', '30°C']","['', 'Aerobic', 'Higher', 'Increased']","['Flask', 'Flask shake culture', 'Flask, batch', 'Shake culture']","['AaDFR', 'AaDFR syn', 'CsDFR', 'CsDFR syn', 'CsF3H', 'CsF3H syn', 'CsLAR', 'CsLAR syn', 'DFR', 'DFR syn', 'DuLAR', 'DuLAR syn', 'F3H', 'F3H syn', 'FaDFR', 'FaDFR syn', 'LAR', 'LAR syn', 'MdF3H', 'MdF3H syn', 'PcF3H', 'PcF3H syn', 'pgi', 'ppc', 'ppg']"
10.1016.j.ymben.2015.04.003,"['fatty alcohols', 'fatty alcohols (fatty alcohols)', 'methyl ketones', 'methyl ketones (methyl ketones)']","['0.126 g F-OH/g glucose', 'more than 3.5 g/L', '3.787 g/L', '0.1740 g/L', '0.127 g F-OH/g glucose', '0.0278 g/L', '3.827 g/L']",['LB/M9'],['glucose'],[''],"['30°C', '37°C']",[''],['shake flask'],"[""'TesA"", 'FAS', 'FAS1A', 'FAS1B', 'FadB', 'FadD', 'FadM', 'MK', 'Maqu2220', 'Mlut_11700', 'RFP', 'TesA', 'acpS', 'araD', 'cgFAS1A', 'fadB', 'fadD', 'fadE', 'fadM', 'fas-IA', 'fas-IB', 'fasI', 'mlut_11700', 'tesA']"
10.1016.j.ymben.2015.04.009,"['lycopene', 'lycopene (lycopene)', 'squalene', 'squalene (squalene)']","['24.41 mg/g DCW', '17.46 mg/g DCW', '2.53 mg/g DCW', '10.23 mg/g DCW', '9.67 mg/g DCW', '4.47 mg/g DCW', '159.56 mg/L', '1.61 g/L', '1 mg/g DCW', '25.66 mg/g DCW', '22.03 mg/g DCW', '1.43 g/L', '7.17 mg/g DCW', '23.23 mg/g DCW']",['YPD'],"['glucose', 'glucose and glycerol']",[''],[''],[''],"['Bioreactor, fed-batch', 'Shake flask']","['ADH1', 'CrtB', 'CrtE', 'CrtE03M', 'CrtI', 'CrtYB', 'CrtYB01M', 'CrtYB11M', 'ERG9', 'GAL80', 'GGPPS', 'HIS3', 'HMG1', 'LPP1', 'MET15', 'PSY1', 'PSY2', 'TPS1', 'URA3', 't422CrtYB', 't521CrtYB', 'tHMG1']"
10.1016.S1096-7176(03)00046-6,"['BH4', 'BH4 (Tetrahydrobiopterin)', 'BP', 'BP (biopterin)']","['429 mg/l', '4.0 g/L', '2.4 g/l', '4.0 g/l', '718 mg/l', '23 mg/l', '2.4 g/L']","['Luria-Bertani', 'NUCA']",['glycerol'],[''],['37°C'],['Controlled automatically'],"['3L fermentor', 'Tube culture']","['GCHI', 'PTPS', 'SPR', 'folE', 'gmk', 'guaA', 'guaB', 'guaBA', 'mtrA']"
10.1007.s002840010255,"['phenylalanine', 'phenylalanine (phenylalanine)', 'protein', 'protein (protein)']","['970 g/l', '974 g/ml', '0.39 mol phenylalanine/mol of glucose', '974 g/l', '970 g/ml', '954 g/l', '954 g/ml', '1024 g/ml', '1024 g/l']",['MOPS'],['glucose'],[''],['37°C'],[''],['Batch culture'],"['ADPglucose pyrophosphorylase', 'CsrA', 'CsrB RNA', 'DAHP synthase', 'PEP carboxykinase', 'PEP synthetase', 'TktA', 'aroF', 'aroG', 'chorismate mutase', 'csrA', 'glgA', 'glgC', 'glycogen synthase', 'malT', 'pheA', 'pheO', 'tktA']"
10.1002.jctb.4293,"['(3R)-AC', '(3R)-AC ((3R)-acetoin)']","['34.4 g L −1', '13.3 g L −1', '38.3 g L −1', '40.3 g L −1', '24.89 g L −1', '9.8 g L −1', '60.3 g L −1', '37.5 g L −1', '23.4 g L −1']","['Initial fermentation medium', 'Optimized medium']",['Glucose'],"['6.0', '7.0']","['35°C', '37°C']","['200 rpm', '300 rpm', '400 rpm', '500 rpm']","['250 mL shake flask', '5 L bioreactor, batch mode', '5 L bioreactor, fed-batch mode']",[]
10.1016.j.ymben.2007.12.002,"['acetate', 'acetate (acetate)', 'ethanol', 'glycerol', 'pyruvate', 'xylitol']","['Table 5: Xylitol yield (Cmmol/Cmmol)', '1.9 Cmmol/Cmmol', '0.023 g/g', '0.012 g/g', '0.32 CmmolgDCW−1h−1', '0.021 g/g', '0.008 Cmmol/Cmmol', '0.011 Cmmol/Cmmol', '0.028 g/g', '0.18 CmmolgDCW−1h−1', 'Table 4: Specific xylitol production rate (CmmolgDCW−1h−1)', '0.018 g/g', '0.0105 Cmmol/Cmmol', '0.015 Cmmol/Cmmol', '0.017 g/g']",['glucose'],['glucose'],['5.0'],['30°C'],['aerobic'],['Baffled 5-L bioreactors'],"['PHO13', 'XYL1', 'XYL2', 'XYL3']"
10.1016.j.ymben.2011.09.005,"['biomass', 'biomass (biomass)', 'ethanol', 'ethanol (ethanol)']","['6±2% lower yield compared to SUC2 reference strain', '0.38 g ethanol/g sucroseH2O', '0.094 g biomass/g sucroseH2O', '0.40 g ethanol/g glucose', '30% lower yield compared to CEN.PK113-7D', '0.09 g biomass/g glucose']",['synthetic medium'],"['glucose', 'sucrose']",['5.0'],['30°C'],['<10 ppm O2'],"['2l laboratory bioreactors (anaerobic chemostat)', '2l laboratory bioreactors (anaerobic glucose-limited chemostat)']","['AGT1', 'MALx3', 'SUC2', 'URA3', 'iSUC2']"
10.1016.j.ymben.2012.09.003,"['cell mass', 'cell mass (cell mass)', 'xylitol', 'xylitol (xylitol)']","['30 g/L', '93 g/L', '57 g/L', '5.6 g/L', '8.6 g/L', '13 g/L', '19 g/L', '1.00 g/g', '42 g/L', '0.98 g/g', '39 g/L', '4.4 g/L']",['YP'],"['Cellobiose and xylose', 'Glucose and xylose']","['', '6.0']",['30°C'],[''],"['Bioreactor', 'Flask']","['ALD6', 'IDP2', 'SsXYL1', 'SsZWF1', 'XR', 'XYL1', 'cdt-1', 'gh1-1']"
10.1016.j.ymben.2013.04.001,"['bassianolide', 'bassianolide (bassianolide)', 'beauvericin', 'beauvericin (beauvericin)', 'beauvericin A']","['0.797 g/l', '18.2 mg/l', '29.7 mg/l', '47.5 mg/l', '42.3 mg/l', '797 mg/l', '61.7 mg/l', '22.3 mg/l', '36.1 mg/l', '38.5 mg/l', '69.3 mg/l', '74.1 mg/l', '33.8 mg/l']","['PDB', 'SC-Ura']","['', 'Glucose']",[''],['30°C'],[''],"['', '250-ml flask', 'with supplementary 0.8mM D-Hiv/L-Phe', 'with supplementary 10mM L-Val', 'with supplementary 2.0mM D-Hiv/L-Phe', 'with supplementary 30mM L-Val', 'with supplementary 3mM L-Val']","['bbBEAS', 'bbBeas', 'bbBsls', 'bbkivr', 'fvBeas', 'kivr']"
10.1002.bit.24547,"['miltiradiene', 'miltiradiene (miltiradiene)', 'squalene', 'squalene (squalene)']","['6.3 mg/L', '43.2 mg/L', '61.8 mg/L', '446 mg/L', '25.7 mg/L', '78 mg/L', '4.4 mg/g', '41.6 mg/L', '6.6 mg/L', '5.6 mg/L', '28.2 mg/L', '7.2 mg/L', '43.6 mg/L', '4.5 mg/L', '852 mg/L', '4.2 mg/L', '0.7 mg/g', '488 mg/L', '71 mg/L', '11.3 mg/g', '8.8 mg/L']","['SD', 'YPD']","['', 'Glucose', 'glucose']","['', '5.5']",['30°C'],"['250 rpm', '600 rpm, 5 L/min']","['5 L fermentor (fed-batch)', '5 L fermentor, fed-batch', 'Flask', 'Unbaffled flask']","['BTS1', 'ERG20', 'ERG20-BTS1', 'ERG20-BTS1-SaGGPS', 'HIS3', 'HphNT1', 'KanMX', 'LEU2', 'SaGGPS', 'SmCPS', 'SmKSL', 'tHMGR', 'tHMGR-upc2.1', 'upc2.1']"
10.1002.bit.24888,"['PHB', 'PHB (polyhydroxybutyrate)', 'ethanol', 'ethanol (ethanol)', 'glycerol', 'glycerol (glycerol)']","['0.35 g/g glc', '0.02 ± 0.01 g/g glc', '2-fold higher in gapN integration strains compared to non-integration strains', '56.4 mg/g EtOH', '14.50 ± 2.9 mg/g EtOH', '14.50 mg/g EtOH', '45% reduction', '12.5 mg/g EtOH', '0.27 ± 0.01 g/g glc']","['YPD', 'modified minimal']","['ethanol', 'glucose']",['6.5'],['30°C'],"['aerobic', 'anaerobic']",['shake flask'],"['ADH2', 'ALD6', 'Acs', 'ERG10', 'HIS3', 'URA3', 'ack', 'acs L641P', 'ethanol degradation pathway', 'gapN', 'his3D1', 'neo r', 'phaA', 'phaB', 'phaC', 'phosphoketolase pathway', 'xpkA']"
10.1002.bit.24993,"['2-PE', '2-PE (2-Phenylethanol)']","['682.8 mg/L', '449.5 mg/L', '4.8 g/L', '0.65 mol/mol', '6.1 g/L', '619.6 mg/L', '3.2 g/L', '514.2 mg/L', '4.1 g/L', '198.9 mg/L', '173.8 mg/L', '350.0 mg/L']","['Minimal medium', 'Production medium', 'Production medium + PPG 1200', 'SC medium', 'SC-Leu-Trp-Ura', 'SC-Leu-Ura']",['L-Phe'],[''],['30°C'],"['Aerobic', 'Anaerobic']","['', 'Single-phase anaerobic culture', 'Single-phase culture', 'Two-phase aerobic culture', 'Two-phase anaerobic culture', 'Two-step culture method']","['ALD2', 'ALD3', 'ARO10', 'ARO80', 'ARO9', 'ENO1']"
10.1002.bit.25356,"['cetyl alcohol', 'cetyl alcohol (cetyl alcohol)', 'myristic acid', 'myristic acid (myristic acid)', 'myristyl alcohol', 'myristyl alcohol (myristyl alcohol)', 'oleic acid', 'oleic acid (oleic acid)', 'palmitic acid', 'palmitic acid (palmitic acid)', 'palmitoleic acid', 'palmitoleyl alcohol', 'palmitoleyl alcohol (palmitoleyl alcohol)', 'stearic acid', 'steary alcohol', 'steary alcohol (stearyl alcohol)']","['14.8 mg/L', '9.3 mg/L', '0.5 mg/l', '0.2 mg/L', '8.0 mg/L', '0.9 mg/L', '1.5 mg/L', '1.3 mg/L', '15.0 mg/L', '14 mg/L', '13.5 mg/L', '1.5 mg/l', '5.1 mg/L', '38 mg/L', '84 mg/L', '71 mg/L', '3.4 mg/L', '12.6 mg/L', '45 mg/L', '73 mg/L']","['YPD', 'minimal selective medium with his+', 'minimal selective medium with ura+']","['', 'Dextrose', 'Galactose', 'Raffinose and galactose']",[''],['30°C'],"['', '250 rpm']","['Cultivated culture', 'Cultured']","['Ddga1', 'Dga1', 'FAR', 'dga1']"
10.1186.1475-2859-11-117,"['farnesol', 'α-santalene', 'α-santalene (α-santalene)']","['0.0356 g/g', '0.0052 Cmmol (Cmmol glucose)-1', '1.486 g/l', '0.086 mg/g biomass', '1.097 g/l', '0.0069 Cmmol (Cmmol glucose)-1', '0.0013 Cmmol (Cmmol glucose)-1']",['Mineral salts medium'],['Glucose'],['5.0'],['30°C'],['Above 30% saturation'],"['Chemostat, double-phase']","['ERG20', 'ERG9', 'GDH1', 'GDH2', 'HXT1', 'SanSyn', 'SanSyn opt', 'UPC2', 'URA3', 'dpp1', 'gdh1', 'lpp1', 'tHMG1', 'upc2-1']"
10.1186.1475-2859-9-84,"['protocatechuic acid', 'protocatechuic aldehyde', 'vanillin', 'vanillin (vanillin)', 'vanillin β-D-glucoside', 'vanillin β-D-glucoside (vanillin β-D-glucoside)']","['0.25 g/l', '1.7 mg/gglc', '0.0153 g/g', '0.5 g/l', '<7 mg/l', '2.1 mg/gglc', '1.9 mgPAC/gglc', '3.9 mgPAC/gglc', '0.1 g/l', '1.5 mg/gglc', '0.015 g/g', '0.0098 g/g', '0.032 g/g']",['minimal medium'],['glucose'],['5'],['30°C'],['aerobic'],"['continuous chemostat, dilution rate 0.015 h-1', 'continuous chemostat, dilution rate 0.1 h-1', 'well-controlled bioreactor, batch']","['ACAR', 'EntD', 'GDH1', 'GDH2', 'GLN1', 'GLT1', 'HIS3', 'PDC1', 'PDC2', 'PDC3', 'PDC4', 'PDC5', 'PDC6', 'UGT72E2', 'gdh1', 'pdc1']"
10.1186.s12934-015-0252-2,"['tyrosine', 'tyrosine (tyrosine)']","['520 µmol/g DCW = 0.520 g/l', '395 µmol/g DCW = 0.395 g/l']",['YNB'],['glucose'],[''],['30 °C'],[''],['250-mL shake-flask'],"['ALD6', 'ARO1', 'ARO10', 'ARO3', 'ARO4', 'ARO4 FBR', 'ARO7', 'ARO7 FBR', 'CDC19', 'DAHP', 'DAK1', 'DAK2', 'FBR', 'IDP2', 'MDH1', 'MTM1', 'PDC1', 'PDC5', 'PDC6', 'PYC1', 'PYC2', 'Pad1', 'SER3', 'SHB17', 'TAL', 'TYR1', 'TYRC', 'ZWF1']"
10.1186.s13068-015-0281-4,"['n-butanol', 'n-butanol (n-butanol)']","['250-300 mg/L', '150 mg/L', '2.5 mg/L', '40 mg/L', '<10 mg/L']",['YPD'],['glucose'],[''],['30 °C'],"['', 'semi-anaerobic']","['5 ml culture', 'semi-anaerobic 50 ml']","['ACS2', 'ADH', 'ADH1', 'ADH2', 'ALD6', 'Adhe2', 'AtoB', 'Bcd', 'Cct', 'Crt', 'ERG10', 'GCD1', 'HBD', 'Hbd', 'Ter', 'adh1']"
10.1006.mben.1999.0140,"['biomass', 'biomass (biomass)', 'glycerol', 'glycerol (glycerol)']","['38% reduction comparing TN9 to TN1', '6.0% lower in TN9 compared with TN1', 'slightly higher glycerol yield in TN22 due to surplus NADH formation']",['YPD'],['glucose'],['5.00'],['30°C'],['anaerobic (<5 ppm O2)'],['anaerobic batch cultivation'],"['GDH1', 'GDH2', 'GLN1', 'GLT1', 'URA3']"
10.1016.j.jbiotec.2013.10.017,"['geraniol', 'geraniol (geraniol)']","['6.77 mg/L', '1.57 mg/L', '1.62 mg/L', '0.98 mg/L', '36.04 mg/L', '0.52 mg/L', '0.73 mg/L']",['YNB'],['Glucose'],['N/A'],['30°C'],['Aerobic'],"['250-mL flask with 25 mL of YNB medium (seed)', '500-mL flasks containing 50 mL of fresh YNB medium']","['ERG20', 'ERG20 K197G', 'GES1', 'IDI1', 'MAF1', 'coGES1', 'tHMG1']"
10.1016.j.ymben.2007.03.002,"['biomass', 'biomass (biomass)', 'ethanol', 'ethanol (ethanol)', 'glycerol', 'glycerol (glycerol)']","['0.42 g/g glucose', '0.36 g/g glucose', '0.46 g/g glucose', '0.1 g/g', '2.070.4% of the glucose consumed']",['SD'],['glucose'],['5.0'],['30°C'],['Aerobic'],['Batch reactor'],"['ADH1', 'ADR1', 'ALD2', 'ALD3', 'ALD4', 'ARA1', 'COX3', 'CYT1', 'ETR1', 'FPS1', 'GDH2', 'GIT1', 'GPD1', 'GPD2', 'IDH1', 'INO1', 'JEN1', 'MIP synthase', 'NDE1', 'NDE2', 'NDI1', 'PDC1', 'PDC2', 'PDC5', 'PDH1', 'PHO84', 'SDH2', 'SDH3', 'SLT1', 'TPI1', 'adh1', 'pyruvate decarboxylase', 'tpi1', 'tpi1D']"
10.1016.j.ymben.2007.11.001,"['linalool', 'linalool (linalool)']","['77 mg/l', '26 mg/l']",['Parellada white grape must'],[''],[''],['18°C'],['Aerobic fermentation'],['250 ml glass bottles'],"['GES', 'LIS', 'PGK1', 'TDH3', 'TRP-1', 'URA3']"
